t, contact_pattern_index, p_x_true, p_y_true, p_z_true, v_x_true, v_y_true, v_z_true, p_1x_true, p_1y_true, p_1z_true, p_2x_true, p_2y_true, p_2z_true, p_3x_true, p_3y_true, p_3z_true, p_4x_true, p_4y_true, p_4z_true, p_x_est, p_y_est, p_z_est, v_x_est, v_y_est, v_z_est, p_1x_est, p_1y_est, p_1z_est, p_2x_est, p_2y_est, p_2z_est, p_3x_est, p_3y_est, p_3z_est, p_4x_est, p_4y_est, p_4z_est, y_p_1x, y_p_1y, y_p_1z, y_p_2x, y_p_2y, y_p_2z, y_p_3x, y_p_3y, y_p_3z, y_p_4x, y_p_4y, y_p_4z, y_v_1x, y_v_1y, y_v_1z, y_v_2x, y_v_2y, y_v_2z, y_v_3x, y_v_3y, y_v_3z, y_v_4x, y_v_4y, y_v_4z, P_p_bx_std, P_p_by_std, P_p_bz_std, P_v_bx_std, P_v_by_std, P_v_bz_std, P_p_1x_std, P_p_1y_std, P_p_1z_std, P_p_2x_std, P_p_2y_std, P_p_2z_std, P_p_3x_std, P_p_3y_std, P_p_3z_std, P_p_4x_std, P_p_4y_std, P_p_4z_std, p_vpsp_x, p_vpsp_y, p_vpsp_z
4.900,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.209244,0.093961,0.164812,0.197649,-0.094502,0.098603,-0.202263,0.094494,0.098613,-0.187933,-0.094941,0.172262,0.632151,0.000000,0.177592,0.200000,0.000000,-0.997499,0.853151,0.075000,-0.022176,0.813151,-0.075000,-0.022176,0.413151,0.075000,-0.022176,0.453151,-0.075000,-0.022176,-0.000000,0.000000,-0.005386,-0.000000,0.000000,-0.005386,-0.000000,0.000000,-0.005386,-0.000000,0.000000,-0.005386,0.000000,0.000000,1.055014,0.000000,0.000000,1.055014,0.000000,0.000000,1.055014,0.000000,0.000000,1.055014,0.007992,0.000000,0.005306,0.011679,0.011679,0.011667,0.009366,0.009366,0.007212,0.009366,0.009366,0.007212,0.009366,0.009366,0.007212,0.009366,0.009366,0.007212,-0.00043116888314023716,0.0,0.0
4.906,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.209244,0.093961,0.164812,0.197649,-0.094502,0.098603,-0.202263,0.094494,0.098613,-0.187933,-0.094941,0.172262,0.633151,0.000000,0.178818,0.200000,0.000000,-0.990103,0.853151,0.075000,-0.020952,0.813151,-0.075000,-0.020952,0.413151,0.075000,-0.020952,0.453151,-0.075000,-0.020952,-0.000000,0.000000,-0.005342,-0.000000,0.000000,-0.005342,-0.000000,0.000000,-0.005342,-0.000000,0.000000,-0.005342,0.000000,0.000000,1.046549,0.000000,0.000000,1.046549,0.000000,0.000000,1.046549,0.000000,0.000000,1.046549,0.007995,0.000000,0.005304,0.011617,0.011617,0.011605,0.009369,0.009369,0.007210,0.009369,0.009369,0.007210,0.009369,0.009369,0.007210,0.009369,0.009369,0.007210,-0.0014087152380530543,0.0,0.0
4.910,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.209244,0.093961,0.164812,0.197649,-0.094502,0.098603,-0.202263,0.094494,0.098613,-0.187933,-0.094941,0.172262,0.634151,0.000000,0.179955,0.200000,0.000000,-0.983648,0.853151,0.075000,-0.019816,0.813151,-0.075000,-0.019816,0.413151,0.075000,-0.019816,0.453151,-0.075000,-0.019816,-0.000000,0.000000,-0.005303,-0.000000,0.000000,-0.005303,-0.000000,0.000000,-0.005303,-0.000000,0.000000,-0.005303,0.000000,0.000000,1.039153,0.000000,0.000000,1.039153,0.000000,0.000000,1.039153,0.000000,0.000000,1.039153,0.007999,0.000000,0.005302,0.011561,0.011561,0.011549,0.009372,0.009372,0.007209,0.009372,0.009372,0.007209,0.009372,0.009372,0.007209,0.009372,0.009372,0.007209,-0.0023929684942185087,0.0,0.0
4.916,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.209244,0.093961,0.164812,0.197649,-0.094502,0.098603,-0.202263,0.094494,0.098613,-0.187933,-0.094941,0.172262,0.635151,0.000000,0.181010,0.200000,0.000000,-0.978018,0.853151,0.075000,-0.018762,0.813151,-0.075000,-0.018762,0.413151,0.075000,-0.018762,0.453151,-0.075000,-0.018762,-0.000000,0.000000,-0.005269,-0.000000,0.000000,-0.005269,-0.000000,0.000000,-0.005269,-0.000000,0.000000,-0.005269,0.000000,0.000000,1.032698,0.000000,0.000000,1.032698,0.000000,0.000000,1.032698,0.000000,0.000000,1.032698,0.008003,0.000000,0.005300,0.011510,0.011510,0.011499,0.009375,0.009375,0.007208,0.009375,0.009375,0.007208,0.009375,0.009375,0.007208,0.009375,0.009375,0.007208,-0.003372328040336478,0.0,0.0
4.922,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.209244,0.093961,0.164812,0.197649,-0.094502,0.098603,-0.202263,0.094494,0.098613,-0.187933,-0.094941,0.172262,0.636151,0.000000,0.181990,0.200000,0.000000,-0.973116,0.853151,0.075000,-0.017784,0.813151,-0.075000,-0.017784,0.413151,0.075000,-0.017784,0.453151,-0.075000,-0.017784,-0.000000,0.000000,-0.005240,-0.000000,0.000000,-0.005240,-0.000000,0.000000,-0.005240,-0.000000,0.000000,-0.005240,0.000000,0.000000,1.027068,0.000000,0.000000,1.027068,0.000000,0.000000,1.027068,0.000000,0.000000,1.027068,0.008006,0.000000,0.005299,0.011464,0.011464,0.011453,0.009378,0.009378,0.007206,0.009378,0.009378,0.007206,0.009378,0.009378,0.007206,0.009378,0.009378,0.007206,-0.004335270698427762,0.0,0.0
4.929,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.222083,0.093443,0.118304,0.190050,-0.094532,0.098562,-0.209866,0.094524,0.098571,-0.177232,-0.093682,0.120726,0.637151,0.000000,0.182899,0.200000,0.000000,-0.968856,0.853151,0.075000,-0.016875,0.813151,-0.075000,-0.016875,0.413151,0.075000,-0.016875,0.453151,-0.075000,-0.016875,-0.000000,0.000000,-0.005214,-0.000000,0.000000,-0.005214,-0.000000,0.000000,-0.005214,-0.000000,0.000000,-0.005214,0.000000,0.000000,1.022166,0.000000,0.000000,1.022166,0.000000,0.000000,1.022166,0.000000,0.000000,1.022166,0.008010,0.000000,0.005297,0.011423,0.011423,0.011412,0.009382,0.009382,0.007205,0.009382,0.009382,0.007205,0.009382,0.009382,0.007205,0.009382,0.009382,0.007205,-0.00527078220792053,0.0,0.0
4.934,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.222083,0.093443,0.118304,0.190050,-0.094532,0.098562,-0.209866,0.094524,0.098571,-0.177232,-0.093682,0.120726,0.638151,0.000000,0.183744,0.200000,0.000000,-0.965162,0.853151,0.075000,-0.016032,0.813151,-0.075000,-0.016032,0.413151,0.075000,-0.016032,0.453151,-0.075000,-0.016032,-0.000000,0.000000,-0.005192,-0.000000,0.000000,-0.005192,-0.000000,0.000000,-0.005192,-0.000000,0.000000,-0.005192,0.000000,0.000000,1.017906,0.000000,0.000000,1.017906,0.000000,0.000000,1.017906,0.000000,0.000000,1.017906,0.008014,0.000000,0.005295,0.011386,0.011386,0.011376,0.009385,0.009385,0.007204,0.009385,0.009385,0.007204,0.009385,0.009385,0.007204,0.009385,0.009385,0.007204,-0.006168768445673975,0.0,0.0
4.940,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.222083,0.093443,0.118304,0.190050,-0.094532,0.098562,-0.209866,0.094524,0.098571,-0.177232,-0.093682,0.120726,0.639151,0.000000,0.184528,0.200000,0.000000,-0.961966,0.853151,0.075000,-0.015249,0.813151,-0.075000,-0.015249,0.413151,0.075000,-0.015249,0.453151,-0.075000,-0.015249,-0.000000,0.000000,-0.005173,-0.000000,0.000000,-0.005173,-0.000000,0.000000,-0.005173,-0.000000,0.000000,-0.005173,0.000000,0.000000,1.014212,0.000000,0.000000,1.014212,0.000000,0.000000,1.014212,0.000000,0.000000,1.014212,0.008017,0.000000,0.005294,0.011353,0.011353,0.011342,0.009388,0.009388,0.007203,0.009388,0.009388,0.007203,0.009388,0.009388,0.007203,0.009388,0.009388,0.007203,-0.007020429112853166,0.0,0.0
4.945,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.222083,0.093443,0.118304,0.190050,-0.094532,0.098562,-0.209866,0.094524,0.098571,-0.177232,-0.093682,0.120726,0.640151,0.000000,0.185255,0.200000,0.000000,-0.959211,0.853151,0.075000,-0.014522,0.813151,-0.075000,-0.014522,0.413151,0.075000,-0.014522,0.453151,-0.075000,-0.014522,-0.000000,0.000000,-0.005156,-0.000000,0.000000,-0.005156,-0.000000,0.000000,-0.005156,-0.000000,0.000000,-0.005156,0.000000,0.000000,1.011016,0.000000,0.000000,1.011016,0.000000,0.000000,1.011016,0.000000,0.000000,1.011016,0.008021,0.000000,0.005292,0.011323,0.011323,0.011312,0.009391,0.009391,0.007202,0.009391,0.009391,0.007202,0.009391,0.009391,0.007202,0.009391,0.009391,0.007202,-0.007818578411514551,0.0,0.0
4.950,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.222083,0.093443,0.118304,0.190050,-0.094532,0.098562,-0.209866,0.094524,0.098571,-0.177232,-0.093682,0.120726,0.641151,0.000000,0.185929,0.200000,0.000000,-0.956845,0.853151,0.075000,-0.013849,0.813151,-0.075000,-0.013849,0.413151,0.075000,-0.013849,0.453151,-0.075000,-0.013849,-0.000000,0.000000,-0.005141,-0.000000,0.000000,-0.005141,-0.000000,0.000000,-0.005141,-0.000000,0.000000,-0.005141,0.000000,0.000000,1.008261,0.000000,0.000000,1.008261,0.000000,0.000000,1.008261,0.000000,0.000000,1.008261,0.008025,0.000000,0.005291,0.011296,0.011296,0.011285,0.009394,0.009394,0.007200,0.009394,0.009394,0.007200,0.009394,0.009394,0.007200,0.009394,0.009394,0.007200,-0.00855789976023709,0.0,0.0
4.957,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.222083,0.093443,0.118304,0.190050,-0.094532,0.098562,-0.209866,0.094524,0.098571,-0.177232,-0.093682,0.120726,0.642151,0.000000,0.186554,0.200000,0.000000,-0.954823,0.853151,0.075000,-0.013225,0.813151,-0.075000,-0.013225,0.413151,0.075000,-0.013225,0.453151,-0.075000,-0.013225,-0.000000,0.000000,-0.005129,-0.000000,0.000000,-0.005129,-0.000000,0.000000,-0.005129,-0.000000,0.000000,-0.005129,0.000000,0.000000,1.005895,0.000000,0.000000,1.005895,0.000000,0.000000,1.005895,0.000000,0.000000,1.005895,0.008029,0.000000,0.005289,0.011271,0.011271,0.011261,0.009398,0.009398,0.007199,0.009398,0.009398,0.007199,0.009398,0.009398,0.007199,0.009398,0.009398,0.007199,-0.00923512471652678,0.0,0.0
4.965,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.222083,0.093443,0.118304,0.190050,-0.094532,0.098562,-0.209866,0.094524,0.098571,-0.177232,-0.093682,0.120726,0.643151,0.000000,0.187132,0.200000,0.000000,-0.953102,0.853151,0.075000,-0.012647,0.813151,-0.075000,-0.012647,0.413151,0.075000,-0.012647,0.453151,-0.075000,-0.012647,-0.000000,0.000000,-0.005118,-0.000000,0.000000,-0.005118,-0.000000,0.000000,-0.005118,-0.000000,0.000000,-0.005118,0.000000,0.000000,1.003873,0.000000,0.000000,1.003873,0.000000,0.000000,1.003873,0.000000,0.000000,1.003873,0.008033,0.000000,0.005288,0.011249,0.011249,0.011239,0.009401,0.009401,0.007198,0.009401,0.009401,0.007198,0.009401,0.009401,0.007198,0.009401,0.009401,0.007198,-0.009849129809231083,0.0,0.0
4.970,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.222083,0.093443,0.118304,0.190050,-0.094532,0.098562,-0.209866,0.094524,0.098571,-0.177232,-0.093682,0.120726,0.644151,0.000000,0.185049,0.200000,0.000000,-0.976236,0.853151,0.075000,-0.014724,0.813151,-0.075000,-0.009974,0.413151,0.075000,-0.009974,0.453151,-0.075000,-0.014724,-0.000000,0.000000,-0.005109,0.004000,0.000000,-0.005109,0.004000,0.000000,-0.005109,-0.000000,0.000000,-0.005109,0.000000,0.000000,1.002152,-0.800000,0.000000,1.002152,-0.800000,0.000000,1.002152,0.000000,0.000000,1.002152,0.008039,0.000000,0.005289,0.011373,0.011373,0.011363,0.009406,0.009406,0.007200,7.070719,7.070719,7.070716,7.070719,7.070719,7.070716,0.009406,0.009406,0.007200,-0.007400973679569878,0.0,0.0
4.980,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.219857,0.094088,0.103092,0.181534,-0.094555,0.098525,-0.218385,0.094546,0.098533,-0.179901,-0.094132,0.103636,0.645151,0.000000,0.182970,0.200000,0.000000,-0.998223,0.853151,0.075000,-0.016798,0.813151,-0.075000,-0.007313,0.413151,0.075000,-0.007313,0.453151,-0.075000,-0.016798,-0.000000,0.000000,-0.005231,0.008000,0.000000,0.005662,0.008000,0.000000,0.005662,-0.000000,0.000000,-0.005231,0.000000,0.000000,1.025286,-0.800000,0.000000,-2.103403,-0.800000,0.000000,-2.103403,0.000000,0.000000,1.025286,0.008045,0.000000,0.005292,0.011490,0.011490,0.011480,0.009412,0.009412,0.007201,9.999498,9.999498,9.999496,9.999498,9.999498,9.999496,0.009412,0.009412,0.007201,-0.002934243073286019,0.0,0.0
4.985,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.219857,0.094088,0.103092,0.181534,-0.094555,0.098525,-0.218385,0.094546,0.098533,-0.179901,-0.094132,0.103636,0.646151,0.000000,0.180900,0.200000,0.000000,-1.019098,0.853151,0.075000,-0.018863,0.813151,-0.075000,-0.004669,0.413151,0.075000,-0.004669,0.453151,-0.075000,-0.018863,-0.000000,0.000000,-0.005346,0.012000,0.000000,0.016071,0.012000,0.000000,0.016071,-0.000000,0.000000,-0.005346,0.000000,0.000000,1.047273,-0.800000,0.000000,-2.004378,-0.800000,0.000000,-2.004378,0.000000,0.000000,1.047273,0.008052,0.000000,0.005294,0.011599,0.011599,0.011589,0.009417,0.009417,0.007203,12.246826,12.246826,12.246824,12.246826,12.246826,12.246824,0.009417,0.009417,0.007203,0.0004224118335504068,0.0,0.0
4.992,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.219857,0.094088,0.103092,0.181534,-0.094555,0.098525,-0.218385,0.094546,0.098533,-0.179901,-0.094132,0.103636,0.647151,0.000000,0.178841,0.200000,0.000000,-1.038899,0.853151,0.075000,-0.020917,0.813151,-0.075000,-0.002050,0.413151,0.075000,-0.002050,0.453151,-0.075000,-0.020917,-0.000000,0.000000,-0.005455,0.016000,0.000000,0.025750,0.016000,0.000000,0.025750,-0.000000,0.000000,-0.005455,0.000000,0.000000,1.068148,-0.800000,0.000000,-1.831322,-0.800000,0.000000,-1.831322,0.000000,0.000000,1.068148,0.008059,0.000000,0.005296,0.011702,0.011702,0.011691,0.009423,0.009423,0.007204,14.141405,14.141405,14.141404,14.141405,14.141405,14.141404,0.009423,0.009423,0.007204,0.0026228002710128595,0.0,0.0
4.997,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.219857,0.094088,0.103092,0.181534,-0.094555,0.098525,-0.218385,0.094546,0.098533,-0.179901,-0.094132,0.103636,0.648151,0.000000,0.176799,0.200000,0.000000,-1.057665,0.853151,0.075000,-0.022955,0.813151,-0.075000,0.000542,0.413151,0.075000,0.000542,0.453151,-0.075000,-0.022955,-0.000000,0.000000,-0.005559,0.020000,0.000000,0.034352,0.020000,0.000000,0.034352,-0.000000,0.000000,-0.005559,0.000000,0.000000,1.087949,-0.800000,0.000000,-1.587946,-0.800000,0.000000,-1.587946,0.000000,0.000000,1.087949,0.008065,0.000000,0.005298,0.011798,0.011798,0.011787,0.009429,0.009429,0.007206,15.810557,15.810557,15.810556,15.810557,15.810557,15.810556,0.009429,0.009429,0.007206,0.0037487939587523417,0.0,0.0
5.005,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.219857,0.094088,0.103092,0.181534,-0.094555,0.098525,-0.218385,0.094546,0.098533,-0.179901,-0.094132,0.103636,0.649151,0.000000,0.174775,0.200000,0.000000,-1.075433,0.853151,0.075000,-0.024974,0.813151,-0.075000,0.003102,0.413151,0.075000,0.003102,0.453151,-0.075000,-0.024974,-0.000000,0.000000,-0.005657,0.024000,0.000000,0.041556,0.024000,0.000000,0.041556,-0.000000,0.000000,-0.005657,0.000000,0.000000,1.106715,-0.800000,0.000000,-1.279716,-0.800000,0.000000,-1.279716,0.000000,0.000000,1.106715,0.008072,0.000000,0.005301,0.011888,0.011888,0.011877,0.009434,0.009434,0.007208,17.319579,17.319579,17.319578,17.319579,17.319579,17.319578,0.009434,0.009434,0.007208,0.003974436202288982,-3.469446951953614e-18,0.0
5.012,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.219857,0.094088,0.103092,0.181534,-0.094555,0.098525,-0.218385,0.094546,0.098533,-0.179901,-0.094132,0.103636,0.650151,0.000000,0.172774,0.200000,0.000000,-1.092243,0.853151,0.075000,-0.026972,0.813151,-0.075000,0.005626,0.413151,0.075000,0.005626,0.453151,-0.075000,-0.026972,-0.000000,0.000000,-0.005750,0.028000,0.000000,0.047075,0.028000,0.000000,0.047075,-0.000000,0.000000,-0.005750,0.000000,0.000000,1.124483,-0.800000,0.000000,-0.913722,-0.800000,0.000000,-0.913722,0.000000,0.000000,1.124483,0.008079,0.000000,0.005303,0.011973,0.011973,0.011961,0.009440,0.009440,0.007209,18.707260,18.707260,18.707259,18.707260,18.707260,18.707259,0.009440,0.009440,0.007209,0.0035165119626647118,0.0,0.0
5.016,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.219857,0.094088,0.103092,0.181534,-0.094555,0.098525,-0.218385,0.094546,0.098533,-0.179901,-0.094132,0.103636,0.651151,0.000000,0.170797,0.200000,0.000000,-1.108137,0.853151,0.075000,-0.028945,0.813151,-0.075000,0.008110,0.413151,0.075000,0.008110,0.453151,-0.075000,-0.028945,-0.000000,0.000000,-0.005838,0.032000,0.000000,0.050665,0.032000,0.000000,0.050665,-0.000000,0.000000,-0.005838,0.000000,0.000000,1.141293,-0.800000,0.000000,-0.498497,-0.800000,0.000000,-0.498497,0.000000,0.000000,1.141293,0.008085,0.000000,0.005305,0.012052,0.012052,0.012040,0.009446,0.009446,0.007211,19.998875,19.998875,19.998874,19.998875,19.998875,19.998874,0.009446,0.009446,0.007211,0.0025886616551737893,0.0,0.0
5.023,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212993,0.094318,0.099631,0.173335,-0.094577,0.098513,-0.226591,0.094568,0.098520,-0.186866,-0.094324,0.099767,0.652151,0.000000,0.168847,0.200000,0.000000,-1.123152,0.853151,0.075000,-0.030892,0.813151,-0.075000,0.010551,0.413151,0.075000,0.010551,0.453151,-0.075000,-0.030892,-0.000000,0.000000,-0.005922,0.036000,0.000000,0.052129,0.036000,0.000000,0.052129,-0.000000,0.000000,-0.005922,0.000000,0.000000,1.157187,-0.800000,0.000000,-0.043813,-0.800000,0.000000,-0.043813,0.000000,0.000000,1.157187,0.008092,0.000000,0.005308,0.012126,0.012126,0.012114,0.009452,0.009452,0.007213,21.211977,21.211977,21.211976,21.211977,21.211977,21.211976,0.009452,0.009452,0.007213,0.0013710813012964632,0.0,0.0
5.028,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212993,0.094318,0.099631,0.173335,-0.094577,0.098513,-0.226591,0.094568,0.098520,-0.186866,-0.094324,0.099767,0.653151,0.000000,0.166926,0.200000,0.000000,-1.137328,0.853151,0.075000,-0.032809,0.813151,-0.075000,0.012948,0.413151,0.075000,0.012948,0.453151,-0.075000,-0.032809,-0.000000,0.000000,-0.006000,0.039999,0.000000,0.051326,0.039999,0.000000,0.051326,-0.000000,0.000000,-0.006000,0.000000,0.000000,1.172202,-0.800000,0.000000,0.439565,-0.800000,0.000000,0.439565,0.000000,0.000000,1.172202,0.008099,0.000000,0.005311,0.012196,0.012196,0.012183,0.009458,0.009458,0.007215,22.359348,22.359348,22.359348,22.359348,22.359348,22.359348,0.009458,0.009458,0.007215,-4.163336342344337e-17,0.0,0.0
5.033,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212993,0.094318,0.099631,0.173335,-0.094577,0.098513,-0.226591,0.094568,0.098520,-0.186866,-0.094324,0.099767,0.654151,0.000000,0.165035,0.200000,0.000000,-1.150704,0.853151,0.075000,-0.034697,0.813152,-0.075000,0.015298,0.413152,0.075000,0.015298,0.453151,-0.075000,-0.034697,-0.000000,0.000000,-0.006074,0.043999,0.000000,0.048168,0.043999,0.000000,0.048168,-0.000000,0.000000,-0.006074,0.000000,0.000000,1.186378,-0.800000,0.000000,0.940144,-0.800000,0.000000,0.940144,0.000000,0.000000,1.186378,0.008106,0.000000,0.005313,0.012261,0.012261,0.012248,0.009464,0.009464,0.007217,23.450638,23.450638,23.450638,23.450638,23.450638,23.450638,0.009464,0.009464,0.007217,-0.0014254840160907375,0.0,0.0
5.040,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212993,0.094318,0.099631,0.173335,-0.094577,0.098513,-0.226591,0.094568,0.098520,-0.186866,-0.094324,0.099767,0.655151,0.000000,0.163177,0.200000,0.000000,-1.163317,0.853151,0.075000,-0.036552,0.813152,-0.075000,0.017598,0.413152,0.075000,0.017598,0.453151,-0.075000,-0.036552,-0.000000,0.000000,-0.006145,0.047999,0.000000,0.042630,0.047999,0.000000,0.042630,-0.000000,0.000000,-0.006145,0.000000,0.000000,1.199754,-0.800000,0.000000,1.445987,-0.800000,0.000000,1.445987,0.000000,0.000000,1.199754,0.008113,0.000000,0.005316,0.012321,0.012321,0.012309,0.009470,0.009470,0.007219,24.493343,24.493343,24.493342,24.493343,24.493343,24.493342,0.009470,0.009470,0.007219,-0.0028249892367181034,0.0,0.0
5.047,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212993,0.094318,0.099631,0.173335,-0.094577,0.098513,-0.226591,0.094568,0.098520,-0.186866,-0.094324,0.099767,0.656151,0.000000,0.161352,0.200000,0.000000,-1.175206,0.853151,0.075000,-0.038374,0.813152,-0.075000,0.019848,0.413152,0.075000,0.019848,0.453151,-0.075000,-0.038374,-0.000000,0.000000,-0.006211,0.051999,0.000000,0.034745,0.051999,0.000000,0.034745,-0.000000,0.000000,-0.006211,0.000000,0.000000,1.212367,-0.800000,0.000000,1.945004,-0.800000,0.000000,1.945004,0.000000,0.000000,1.212367,0.008120,0.000000,0.005319,0.012378,0.012378,0.012365,0.009476,0.009476,0.007221,25.493423,25.493423,25.493422,25.493423,25.493423,25.493422,0.009476,0.009476,0.007221,-0.004113243903889556,0.0,0.0
5.055,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212993,0.094318,0.099631,0.173335,-0.094577,0.098513,-0.226591,0.094568,0.098520,-0.186866,-0.094324,0.099767,0.657151,0.000000,0.159561,0.200000,0.000000,-1.186406,0.853151,0.075000,-0.040162,0.813153,-0.075000,0.022046,0.413153,0.075000,0.022046,0.453151,-0.075000,-0.040162,-0.000000,0.000000,-0.006273,0.055998,0.000000,0.024606,0.055998,0.000000,0.024606,-0.000000,0.000000,-0.006273,0.000000,0.000000,1.224256,-0.800000,0.000000,2.425256,-0.800000,0.000000,2.425256,0.000000,0.000000,1.224256,0.008127,0.000000,0.005322,0.012431,0.012431,0.012418,0.009482,0.009482,0.007223,26.455712,26.455712,26.455712,26.455712,26.455712,26.455712,0.009482,0.009482,0.007223,-0.005177323310347724,0.0,0.0
5.061,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212993,0.094318,0.099631,0.173335,-0.094577,0.098513,-0.226591,0.094568,0.098520,-0.186866,-0.094324,0.099767,0.658151,0.000000,0.157805,0.200000,0.000000,-1.196952,0.853151,0.075000,-0.041915,0.813153,-0.075000,0.024191,0.413153,0.075000,0.024191,0.453151,-0.075000,-0.041915,-0.000000,0.000000,-0.006332,0.059998,0.000000,0.012362,0.059998,0.000000,0.012362,-0.000000,0.000000,-0.006332,0.000000,0.000000,1.235456,-0.800000,0.000000,2.875247,-0.800000,0.000000,2.875247,0.000000,0.000000,1.235456,0.008134,0.000000,0.005325,0.012481,0.012481,0.012467,0.009488,0.009488,0.007225,27.384194,27.384194,27.384193,27.384194,27.384194,27.384193,0.009488,0.009488,0.007225,-0.005860853271107955,0.0,0.0
5.067,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212993,0.094318,0.099631,0.173335,-0.094577,0.098513,-0.226591,0.094568,0.098520,-0.186866,-0.094324,0.099767,0.659151,0.000000,0.156086,0.200000,0.000000,-1.206879,0.853151,0.075000,-0.043633,0.813154,-0.075000,0.026283,0.413154,0.075000,0.026283,0.453151,-0.075000,-0.043633,-0.000000,0.000000,-0.006387,0.063998,0.000000,-0.001783,0.063998,0.000000,-0.001783,-0.000000,0.000000,-0.006387,0.000000,0.000000,1.246002,-0.800000,0.000000,3.284207,-0.800000,0.000000,3.284207,0.000000,0.000000,1.246002,0.008141,0.000000,0.005328,0.012528,0.012528,0.012514,0.009494,0.009494,0.007228,28.282197,28.282197,28.282197,28.282197,28.282197,28.282197,0.009494,0.009494,0.007228,-0.005961654303433567,-3.469446951953614e-18,0.0
5.072,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212993,0.094318,0.099631,0.173335,-0.094577,0.098513,-0.226591,0.094568,0.098520,-0.186866,-0.094324,0.099767,0.660151,0.000000,0.154402,0.200000,0.000000,-1.216219,0.853151,0.075000,-0.045314,0.813154,-0.075000,0.028320,0.413154,0.075000,0.028320,0.453151,-0.075000,-0.045314,-0.000000,0.000000,-0.006439,0.067997,0.000000,-0.017576,0.067997,0.000000,-0.017576,-0.000000,0.000000,-0.006439,0.000000,0.000000,1.255929,-0.800000,0.000000,3.642360,-0.800000,0.000000,3.642360,0.000000,0.000000,1.255929,0.008148,0.000000,0.005331,0.012571,0.012571,0.012557,0.009500,0.009500,0.007230,29.152538,29.152538,29.152537,29.152538,29.152538,29.152537,0.009500,0.009500,0.007230,-0.005248311542253414,0.0,0.0
5.078,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.205218,0.094397,0.098828,0.189552,-0.092801,0.157209,-0.211818,0.092823,0.157267,-0.194671,-0.094397,0.098873,0.661151,0.000000,0.152755,0.200000,0.000000,-1.225003,0.853151,0.075000,-0.046959,0.813155,-0.075000,0.030303,0.413155,0.075000,0.030303,0.453151,-0.075000,-0.046959,-0.000000,0.000000,-0.006488,0.071996,0.000000,-0.034723,0.071996,0.000000,-0.034723,-0.000000,0.000000,-0.006488,0.000000,0.000000,1.265269,-0.800000,0.000000,3.941164,-0.800000,0.000000,3.941164,0.000000,0.000000,1.265269,0.008155,0.000000,0.005334,0.012612,0.012612,0.012597,0.009506,0.009506,0.007232,29.997623,29.997623,29.997622,29.997623,29.997623,29.997622,0.009506,0.009506,0.007232,-0.0034970670280172478,0.0,0.0
