t, contact_pattern_index, p_x_true, p_y_true, p_z_true, v_x_true, v_y_true, v_z_true, p_1x_true, p_1y_true, p_1z_true, p_2x_true, p_2y_true, p_2z_true, p_3x_true, p_3y_true, p_3z_true, p_4x_true, p_4y_true, p_4z_true, p_x_est, p_y_est, p_z_est, v_x_est, v_y_est, v_z_est, p_1x_est, p_1y_est, p_1z_est, p_2x_est, p_2y_est, p_2z_est, p_3x_est, p_3y_est, p_3z_est, p_4x_est, p_4y_est, p_4z_est, y_p_1x, y_p_1y, y_p_1z, y_p_2x, y_p_2y, y_p_2z, y_p_3x, y_p_3y, y_p_3z, y_p_4x, y_p_4y, y_p_4z, y_v_1x, y_v_1y, y_v_1z, y_v_2x, y_v_2y, y_v_2z, y_v_3x, y_v_3y, y_v_3z, y_v_4x, y_v_4y, y_v_4z, P_p_bx_std, P_p_by_std, P_p_bz_std, P_v_bx_std, P_v_by_std, P_v_bz_std, P_p_1x_std, P_p_1y_std, P_p_1z_std, P_p_2x_std, P_p_2y_std, P_p_2z_std, P_p_3x_std, P_p_3y_std, P_p_3z_std, P_p_4x_std, P_p_4y_std, P_p_4z_std, p_vpsp_x, p_vpsp_y, p_vpsp_z
2.989,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.211920,0.093921,0.161829,0.196112,-0.094438,0.098574,-0.203781,0.094428,0.098588,-0.188340,-0.093949,0.161804,0.314151,0.000000,0.176153,0.200000,0.000000,-0.983504,0.533151,0.075000,-0.023618,0.493151,-0.075000,-0.023618,0.093151,0.075000,-0.023618,0.133151,-0.075000,-0.023618,-0.000000,0.000000,-0.005303,-0.000000,0.000000,-0.005303,-0.000000,0.000000,-0.005303,-0.000000,0.000000,-0.005303,0.000000,0.000000,1.039006,0.000000,0.000000,1.039006,0.000000,0.000000,1.039006,0.000000,0.000000,1.039006,0.006095,0.000000,0.004967,0.011561,0.011561,0.011549,0.007811,0.007811,0.006966,0.007811,0.007811,0.006966,0.007811,0.007811,0.006966,0.007811,0.007811,0.006966,-0.0023929684942185087,0.0,0.0
2.995,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.211920,0.093921,0.161829,0.196112,-0.094438,0.098574,-0.203781,0.094428,0.098588,-0.188340,-0.093949,0.161804,0.315151,0.000000,0.177262,0.200000,0.000000,-0.977878,0.533151,0.075000,-0.022511,0.493151,-0.075000,-0.022511,0.093151,0.075000,-0.022511,0.133151,-0.075000,-0.022511,-0.000000,0.000000,-0.005269,-0.000000,0.000000,-0.005269,-0.000000,0.000000,-0.005269,-0.000000,0.000000,-0.005269,0.000000,0.000000,1.032554,0.000000,0.000000,1.032554,0.000000,0.000000,1.032554,0.000000,0.000000,1.032554,0.006100,0.000000,0.004967,0.011510,0.011510,0.011498,0.007815,0.007815,0.006966,0.007815,0.007815,0.006966,0.007815,0.007815,0.006966,0.007815,0.007815,0.006966,-0.003372328040336478,0.0,0.0
3.000,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.211920,0.093921,0.161829,0.196112,-0.094438,0.098574,-0.203781,0.094428,0.098588,-0.188340,-0.093949,0.161804,0.316151,0.000000,0.178294,0.200000,0.000000,-0.972980,0.533151,0.075000,-0.021480,0.493151,-0.075000,-0.021480,0.093151,0.075000,-0.021480,0.133151,-0.075000,-0.021480,-0.000000,0.000000,-0.005239,-0.000000,0.000000,-0.005239,-0.000000,0.000000,-0.005239,-0.000000,0.000000,-0.005239,0.000000,0.000000,1.026928,0.000000,0.000000,1.026928,0.000000,0.000000,1.026928,0.000000,0.000000,1.026928,0.006105,0.000000,0.004967,0.011464,0.011464,0.011453,0.007818,0.007818,0.006966,0.007818,0.007818,0.006966,0.007818,0.007818,0.006966,0.007818,0.007818,0.006966,-0.004335270698427762,0.0,0.0
3.006,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.211920,0.093921,0.161829,0.196112,-0.094438,0.098574,-0.203781,0.094428,0.098588,-0.188340,-0.093949,0.161804,0.317151,0.000000,0.179255,0.200000,0.000000,-0.968723,0.533151,0.075000,-0.020520,0.493151,-0.075000,-0.020520,0.093151,0.075000,-0.020520,0.133151,-0.075000,-0.020520,-0.000000,0.000000,-0.005214,-0.000000,0.000000,-0.005214,-0.000000,0.000000,-0.005214,-0.000000,0.000000,-0.005214,0.000000,0.000000,1.022030,0.000000,0.000000,1.022030,0.000000,0.000000,1.022030,0.000000,0.000000,1.022030,0.006110,0.000000,0.004967,0.011423,0.011423,0.011412,0.007822,0.007822,0.006966,0.007822,0.007822,0.006966,0.007822,0.007822,0.006966,0.007822,0.007822,0.006966,-0.00527078220792053,0.0,0.0
3.012,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.221862,0.093619,0.116862,0.188226,-0.094468,0.098534,-0.211672,0.094457,0.098547,-0.178701,-0.093631,0.116817,0.318151,0.000000,0.180151,0.200000,0.000000,-0.965032,0.533151,0.075000,-0.019625,0.493151,-0.075000,-0.019625,0.093151,0.075000,-0.019625,0.133151,-0.075000,-0.019625,-0.000000,0.000000,-0.005191,-0.000000,0.000000,-0.005191,-0.000000,0.000000,-0.005191,-0.000000,0.000000,-0.005191,0.000000,0.000000,1.017773,0.000000,0.000000,1.017773,0.000000,0.000000,1.017773,0.000000,0.000000,1.017773,0.006115,0.000000,0.004967,0.011386,0.011386,0.011375,0.007826,0.007826,0.006966,0.007826,0.007826,0.006966,0.007826,0.007826,0.006966,0.007826,0.007826,0.006966,-0.006168768445673975,0.0,0.0
3.018,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.221862,0.093619,0.116862,0.188226,-0.094468,0.098534,-0.211672,0.094457,0.098547,-0.178701,-0.093631,0.116817,0.319151,0.000000,0.180985,0.200000,0.000000,-0.961840,0.533151,0.075000,-0.018792,0.493151,-0.075000,-0.018792,0.093151,0.075000,-0.018792,0.133151,-0.075000,-0.018792,-0.000000,0.000000,-0.005172,-0.000000,0.000000,-0.005172,-0.000000,0.000000,-0.005172,-0.000000,0.000000,-0.005172,0.000000,0.000000,1.014082,0.000000,0.000000,1.014082,0.000000,0.000000,1.014082,0.000000,0.000000,1.014082,0.006120,0.000000,0.004967,0.011353,0.011353,0.011342,0.007830,0.007830,0.006966,0.007830,0.007830,0.006966,0.007830,0.007830,0.006966,0.007830,0.007830,0.006966,-0.007020429112853166,0.0,0.0
3.024,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.221862,0.093619,0.116862,0.188226,-0.094468,0.098534,-0.211672,0.094457,0.098547,-0.178701,-0.093631,0.116817,0.320151,0.000000,0.181761,0.200000,0.000000,-0.959088,0.533151,0.075000,-0.018016,0.493151,-0.075000,-0.018016,0.093151,0.075000,-0.018016,0.133151,-0.075000,-0.018016,-0.000000,0.000000,-0.005155,-0.000000,0.000000,-0.005155,-0.000000,0.000000,-0.005155,-0.000000,0.000000,-0.005155,0.000000,0.000000,1.010890,0.000000,0.000000,1.010890,0.000000,0.000000,1.010890,0.000000,0.000000,1.010890,0.006125,0.000000,0.004967,0.011323,0.011323,0.011312,0.007834,0.007834,0.006966,0.007834,0.007834,0.006966,0.007834,0.007834,0.006966,0.007834,0.007834,0.006966,-0.007818578411514551,0.0,0.0
3.030,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.221862,0.093619,0.116862,0.188226,-0.094468,0.098534,-0.211672,0.094457,0.098547,-0.178701,-0.093631,0.116817,0.321151,0.000000,0.182485,0.200000,0.000000,-0.956725,0.533151,0.075000,-0.017293,0.493151,-0.075000,-0.017293,0.093151,0.075000,-0.017293,0.133151,-0.075000,-0.017293,-0.000000,0.000000,-0.005141,-0.000000,0.000000,-0.005141,-0.000000,0.000000,-0.005141,-0.000000,0.000000,-0.005141,0.000000,0.000000,1.008138,0.000000,0.000000,1.008138,0.000000,0.000000,1.008138,0.000000,0.000000,1.008138,0.006130,0.000000,0.004967,0.011296,0.011296,0.011285,0.007837,0.007837,0.006966,0.007837,0.007837,0.006966,0.007837,0.007837,0.006966,0.007837,0.007837,0.006966,-0.00855789976023709,0.0,0.0
3.038,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.221862,0.093619,0.116862,0.188226,-0.094468,0.098534,-0.211672,0.094457,0.098547,-0.178701,-0.093631,0.116817,0.322151,0.000000,0.183158,0.200000,0.000000,-0.954705,0.533151,0.075000,-0.016621,0.493151,-0.075000,-0.016621,0.093151,0.075000,-0.016621,0.133151,-0.075000,-0.016621,-0.000000,0.000000,-0.005128,-0.000000,0.000000,-0.005128,-0.000000,0.000000,-0.005128,-0.000000,0.000000,-0.005128,0.000000,0.000000,1.005775,0.000000,0.000000,1.005775,0.000000,0.000000,1.005775,0.000000,0.000000,1.005775,0.006135,0.000000,0.004967,0.011271,0.011271,0.011261,0.007841,0.007841,0.006966,0.007841,0.007841,0.006966,0.007841,0.007841,0.006966,0.007841,0.007841,0.006966,-0.00923512471652678,0.0,0.0
3.043,0,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.221862,0.093619,0.116862,0.188226,-0.094468,0.098534,-0.211672,0.094457,0.098547,-0.178701,-0.093631,0.116817,0.323151,0.000000,0.183783,0.200000,0.000000,-0.952987,0.533151,0.075000,-0.015995,0.493151,-0.075000,-0.015995,0.093151,0.075000,-0.015995,0.133151,-0.075000,-0.015995,-0.000000,0.000000,-0.005118,-0.000000,0.000000,-0.005118,-0.000000,0.000000,-0.005118,-0.000000,0.000000,-0.005118,0.000000,0.000000,1.003755,0.000000,0.000000,1.003755,0.000000,0.000000,1.003755,0.000000,0.000000,1.003755,0.006140,0.000000,0.004968,0.011249,0.011249,0.011239,0.007845,0.007845,0.006966,0.007845,0.007845,0.006966,0.007845,0.007845,0.006966,0.007845,0.007845,0.006966,-0.009849129809231083,0.0,0.0
3.049,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.221862,0.093619,0.116862,0.188226,-0.094468,0.098534,-0.211672,0.094457,0.098547,-0.178701,-0.093631,0.116817,0.324151,0.000000,0.181726,0.200000,0.000000,-0.976120,0.533151,0.075000,-0.018047,0.493151,-0.075000,-0.013297,0.093151,0.075000,-0.013297,0.133151,-0.075000,-0.018047,-0.000000,0.000000,-0.005109,0.004000,0.000000,-0.005109,0.004000,0.000000,-0.005109,-0.000000,0.000000,-0.005109,0.000000,0.000000,1.002037,-0.800000,0.000000,1.002037,-0.800000,0.000000,1.002037,0.000000,0.000000,1.002037,0.006148,0.000000,0.004971,0.011373,0.011373,0.011363,0.007852,0.007852,0.006969,7.070717,7.070717,7.070716,7.070717,7.070717,7.070716,0.007852,0.007852,0.006969,-0.007400973679569878,0.0,0.0
3.054,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.221862,0.093619,0.116862,0.188226,-0.094468,0.098534,-0.211672,0.094457,0.098547,-0.178701,-0.093631,0.116817,0.325151,0.000000,0.179673,0.200000,0.000000,-0.998106,0.533151,0.075000,-0.020095,0.493151,-0.075000,-0.010611,0.093151,0.075000,-0.010611,0.133151,-0.075000,-0.020095,-0.000000,0.000000,-0.005230,0.008000,0.000000,0.005664,0.008000,0.000000,0.005664,-0.000000,0.000000,-0.005230,0.000000,0.000000,1.025170,-0.800000,0.000000,-2.103519,-0.800000,0.000000,-2.103519,0.000000,0.000000,1.025170,0.006156,0.000000,0.004975,0.011490,0.011490,0.011479,0.007858,0.007858,0.006972,9.999497,9.999497,9.999496,9.999497,9.999497,9.999496,0.007858,0.007858,0.006972,-0.002934243073286019,0.0,0.0
3.060,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.218955,0.094188,0.102731,0.180253,-0.094495,0.098514,-0.219652,0.094484,0.098526,-0.181121,-0.094198,0.102726,0.326151,0.000000,0.177628,0.200000,0.000000,-1.018980,0.533151,0.075000,-0.022135,0.493151,-0.075000,-0.007943,0.093151,0.075000,-0.007943,0.133151,-0.075000,-0.022135,-0.000000,0.000000,-0.005345,0.012000,0.000000,0.016073,0.012000,0.000000,0.016073,-0.000000,0.000000,-0.005345,0.000000,0.000000,1.047156,-0.800000,0.000000,-2.004495,-0.800000,0.000000,-2.004495,0.000000,0.000000,1.047156,0.006165,0.000000,0.004979,0.011599,0.011599,0.011589,0.007865,0.007865,0.006975,12.246825,12.246825,12.246824,12.246825,12.246825,12.246824,0.007865,0.007865,0.006975,0.0004224118335504068,0.0,0.0
3.066,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.218955,0.094188,0.102731,0.180253,-0.094495,0.098514,-0.219652,0.094484,0.098526,-0.181121,-0.094198,0.102726,0.327151,0.000000,0.175596,0.200000,0.000000,-1.038780,0.533151,0.075000,-0.024163,0.493151,-0.075000,-0.005298,0.093151,0.075000,-0.005298,0.133151,-0.075000,-0.024163,-0.000000,0.000000,-0.005454,0.016000,0.000000,0.025753,0.016000,0.000000,0.025753,-0.000000,0.000000,-0.005454,0.000000,0.000000,1.068030,-0.800000,0.000000,-1.831440,-0.800000,0.000000,-1.831440,0.000000,0.000000,1.068030,0.006174,0.000000,0.004984,0.011702,0.011702,0.011691,0.007872,0.007872,0.006978,14.141404,14.141404,14.141404,14.141404,14.141404,14.141404,0.007872,0.007872,0.006978,0.0026228002710128595,0.0,0.0
3.072,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.218955,0.094188,0.102731,0.180253,-0.094495,0.098514,-0.219652,0.094484,0.098526,-0.181121,-0.094198,0.102726,0.328151,0.000000,0.173579,0.200000,0.000000,-1.057545,0.533151,0.075000,-0.026175,0.493151,-0.075000,-0.002681,0.093151,0.075000,-0.002681,0.133151,-0.075000,-0.026175,-0.000000,0.000000,-0.005558,0.020000,0.000000,0.034355,0.020000,0.000000,0.034355,-0.000000,0.000000,-0.005558,0.000000,0.000000,1.087830,-0.800000,0.000000,-1.588065,-0.800000,0.000000,-1.588065,0.000000,0.000000,1.087830,0.006182,0.000000,0.004988,0.011798,0.011798,0.011787,0.007879,0.007879,0.006981,15.810556,15.810556,15.810556,15.810556,15.810556,15.810556,0.007879,0.007879,0.006981,0.0037487939587523417,0.0,0.0
3.078,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.218955,0.094188,0.102731,0.180253,-0.094495,0.098514,-0.219652,0.094484,0.098526,-0.181121,-0.094198,0.102726,0.329151,0.000000,0.171581,0.200000,0.000000,-1.075312,0.533151,0.075000,-0.028169,0.493151,-0.075000,-0.000096,0.093151,0.075000,-0.000096,0.133151,-0.075000,-0.028169,-0.000000,0.000000,-0.005656,0.024000,0.000000,0.041560,0.024000,0.000000,0.041560,-0.000000,0.000000,-0.005656,0.000000,0.000000,1.106595,-0.800000,0.000000,-1.279836,-0.800000,0.000000,-1.279836,0.000000,0.000000,1.106595,0.006191,0.000000,0.004992,0.011888,0.011888,0.011877,0.007886,0.007886,0.006984,17.319578,17.319578,17.319578,17.319578,17.319578,17.319578,0.007886,0.007886,0.006984,0.003974436202288982,-3.469446951953614e-18,0.0
3.083,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.218955,0.094188,0.102731,0.180253,-0.094495,0.098514,-0.219652,0.094484,0.098526,-0.181121,-0.094198,0.102726,0.330151,0.000000,0.169605,0.200000,0.000000,-1.092122,0.533151,0.075000,-0.030140,0.493151,-0.075000,0.002453,0.093151,0.075000,0.002453,0.133151,-0.075000,-0.030140,-0.000000,0.000000,-0.005750,0.028000,0.000000,0.047079,0.028000,0.000000,0.047079,-0.000000,0.000000,-0.005750,0.000000,0.000000,1.124362,-0.800000,0.000000,-0.913842,-0.800000,0.000000,-0.913842,0.000000,0.000000,1.124362,0.006200,0.000000,0.004996,0.011973,0.011973,0.011961,0.007892,0.007892,0.006987,18.707260,18.707260,18.707259,18.707260,18.707260,18.707259,0.007892,0.007892,0.006987,0.0035165119626647118,0.0,0.0
3.089,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.218955,0.094188,0.102731,0.180253,-0.094495,0.098514,-0.219652,0.094484,0.098526,-0.181121,-0.094198,0.102726,0.331151,0.000000,0.167654,0.200000,0.000000,-1.108014,0.533151,0.075000,-0.032088,0.493151,-0.075000,0.004962,0.093151,0.075000,0.004962,0.133151,-0.075000,-0.032088,-0.000000,0.000000,-0.005838,0.032000,0.000000,0.050670,0.032000,0.000000,0.050670,-0.000000,0.000000,-0.005838,0.000000,0.000000,1.141172,-0.800000,0.000000,-0.498619,-0.800000,0.000000,-0.498619,0.000000,0.000000,1.141172,0.006209,0.000000,0.005001,0.012052,0.012052,0.012040,0.007899,0.007899,0.006990,19.998874,19.998874,19.998874,19.998874,19.998874,19.998874,0.007899,0.007899,0.006990,0.0025886616551737893,0.0,0.0
3.095,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.218955,0.094188,0.102731,0.180253,-0.094495,0.098514,-0.219652,0.094484,0.098526,-0.181121,-0.094198,0.102726,0.332151,0.000000,0.165730,0.200000,0.000000,-1.123029,0.533151,0.075000,-0.034008,0.493151,-0.075000,0.007429,0.093151,0.075000,0.007429,0.133151,-0.075000,-0.034008,-0.000000,0.000000,-0.005921,0.036000,0.000000,0.052135,0.036000,0.000000,0.052135,-0.000000,0.000000,-0.005921,0.000000,0.000000,1.157064,-0.800000,0.000000,-0.043936,-0.800000,0.000000,-0.043936,0.000000,0.000000,1.157064,0.006217,0.000000,0.005005,0.012126,0.012126,0.012114,0.007906,0.007906,0.006993,21.211976,21.211976,21.211976,21.211976,21.211976,21.211976,0.007906,0.007906,0.006993,0.0013710813012964632,0.0,0.0
3.104,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.218955,0.094188,0.102731,0.180253,-0.094495,0.098514,-0.219652,0.094484,0.098526,-0.181121,-0.094198,0.102726,0.333151,0.000000,0.163835,0.200000,0.000000,-1.137204,0.533151,0.075000,-0.035900,0.493151,-0.075000,0.009851,0.093151,0.075000,0.009851,0.133151,-0.075000,-0.035900,-0.000000,0.000000,-0.006000,0.039999,0.000000,0.051332,0.039999,0.000000,0.051332,-0.000000,0.000000,-0.006000,0.000000,0.000000,1.172079,-0.800000,0.000000,0.439442,-0.800000,0.000000,0.439442,0.000000,0.000000,1.172079,0.006226,0.000000,0.005010,0.012196,0.012196,0.012183,0.007913,0.007913,0.006996,22.359348,22.359348,22.359348,22.359348,22.359348,22.359348,0.007913,0.007913,0.006996,-4.163336342344337e-17,0.0,0.0
3.108,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.218955,0.094188,0.102731,0.180253,-0.094495,0.098514,-0.219652,0.094484,0.098526,-0.181121,-0.094198,0.102726,0.334151,0.000000,0.161970,0.200000,0.000000,-1.150579,0.533151,0.075000,-0.037762,0.493152,-0.075000,0.012225,0.093152,0.075000,0.012225,0.133151,-0.075000,-0.037762,-0.000000,0.000000,-0.006074,0.043999,0.000000,0.048175,0.043999,0.000000,0.048175,-0.000000,0.000000,-0.006074,0.000000,0.000000,1.186254,-0.800000,0.000000,0.940021,-0.800000,0.000000,0.940021,0.000000,0.000000,1.186254,0.006235,0.000000,0.005014,0.012261,0.012261,0.012248,0.007920,0.007920,0.007000,23.450638,23.450638,23.450637,23.450638,23.450638,23.450637,0.007920,0.007920,0.007000,-0.0014254840160907375,0.0,0.0
3.114,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212016,0.094387,0.099514,0.175014,-0.094524,0.098536,-0.224900,0.094513,0.098547,-0.187915,-0.094396,0.099520,0.335151,0.000000,0.160137,0.200000,0.000000,-1.163193,0.533151,0.075000,-0.039592,0.493152,-0.075000,0.014551,0.093152,0.075000,0.014551,0.133151,-0.075000,-0.039592,-0.000000,0.000000,-0.006144,0.047999,0.000000,0.042638,0.047999,0.000000,0.042638,-0.000000,0.000000,-0.006144,0.000000,0.000000,1.199629,-0.800000,0.000000,1.445863,-0.800000,0.000000,1.445863,0.000000,0.000000,1.199629,0.006244,0.000000,0.005019,0.012321,0.012321,0.012308,0.007928,0.007928,0.007003,24.493342,24.493342,24.493342,24.493342,24.493342,24.493342,0.007928,0.007928,0.007003,-0.0028249892367181034,0.0,0.0
3.119,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212016,0.094387,0.099514,0.175014,-0.094524,0.098536,-0.224900,0.094513,0.098547,-0.187915,-0.094396,0.099520,0.336151,0.000000,0.158338,0.200000,0.000000,-1.175081,0.533151,0.075000,-0.041388,0.493152,-0.075000,0.016826,0.093152,0.075000,0.016826,0.133151,-0.075000,-0.041388,-0.000000,0.000000,-0.006210,0.051999,0.000000,0.034753,0.051999,0.000000,0.034753,-0.000000,0.000000,-0.006210,0.000000,0.000000,1.212243,-0.800000,0.000000,1.944879,-0.800000,0.000000,1.944879,0.000000,0.000000,1.212243,0.006254,0.000000,0.005023,0.012378,0.012378,0.012365,0.007935,0.007935,0.007006,25.493422,25.493422,25.493422,25.493422,25.493422,25.493422,0.007935,0.007935,0.007006,-0.004113243903889556,0.0,0.0
3.128,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212016,0.094387,0.099514,0.175014,-0.094524,0.098536,-0.224900,0.094513,0.098547,-0.187915,-0.094396,0.099520,0.337151,0.000000,0.156572,0.200000,0.000000,-1.186281,0.533151,0.075000,-0.043151,0.493153,-0.075000,0.019048,0.093153,0.075000,0.019048,0.133151,-0.075000,-0.043151,-0.000000,0.000000,-0.006272,0.055998,0.000000,0.024615,0.055998,0.000000,0.024615,-0.000000,0.000000,-0.006272,0.000000,0.000000,1.224131,-0.800000,0.000000,2.425131,-0.800000,0.000000,2.425131,0.000000,0.000000,1.224131,0.006263,0.000000,0.005028,0.012431,0.012431,0.012418,0.007942,0.007942,0.007010,26.455712,26.455712,26.455712,26.455712,26.455712,26.455712,0.007942,0.007942,0.007010,-0.005177323310347724,0.0,0.0
3.133,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212016,0.094387,0.099514,0.175014,-0.094524,0.098536,-0.224900,0.094513,0.098547,-0.187915,-0.094396,0.099520,0.338151,0.000000,0.154842,0.200000,0.000000,-1.196826,0.533151,0.075000,-0.044878,0.493153,-0.075000,0.021218,0.093153,0.075000,0.021218,0.133151,-0.075000,-0.044878,-0.000000,0.000000,-0.006331,0.059998,0.000000,0.012372,0.059998,0.000000,0.012372,-0.000000,0.000000,-0.006331,0.000000,0.000000,1.235331,-0.800000,0.000000,2.875121,-0.800000,0.000000,2.875121,0.000000,0.000000,1.235331,0.006272,0.000000,0.005033,0.012481,0.012481,0.012467,0.007949,0.007949,0.007013,27.384194,27.384194,27.384193,27.384194,27.384194,27.384193,0.007949,0.007949,0.007013,-0.005860853271107955,0.0,0.0
3.138,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212016,0.094387,0.099514,0.175014,-0.094524,0.098536,-0.224900,0.094513,0.098547,-0.187915,-0.094396,0.099520,0.339151,0.000000,0.153148,0.200000,0.000000,-1.206753,0.533151,0.075000,-0.046570,0.493154,-0.075000,0.023335,0.093154,0.075000,0.023335,0.133151,-0.075000,-0.046570,-0.000000,0.000000,-0.006386,0.063998,0.000000,-0.001772,0.063998,0.000000,-0.001772,-0.000000,0.000000,-0.006386,0.000000,0.000000,1.245876,-0.800000,0.000000,3.284081,-0.800000,0.000000,3.284081,0.000000,0.000000,1.245876,0.006281,0.000000,0.005038,0.012528,0.012528,0.012513,0.007956,0.007956,0.007016,28.282197,28.282197,28.282197,28.282197,28.282197,28.282197,0.007956,0.007956,0.007016,-0.005961654303433567,-3.469446951953614e-18,0.0
3.143,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212016,0.094387,0.099514,0.175014,-0.094524,0.098536,-0.224900,0.094513,0.098547,-0.187915,-0.094396,0.099520,0.340151,0.000000,0.151490,0.200000,0.000000,-1.216092,0.533151,0.075000,-0.048226,0.493154,-0.075000,0.025397,0.093154,0.075000,0.025397,0.133151,-0.075000,-0.048226,-0.000000,0.000000,-0.006438,0.067997,0.000000,-0.017564,0.067997,0.000000,-0.017564,-0.000000,0.000000,-0.006438,0.000000,0.000000,1.255803,-0.800000,0.000000,3.642233,-0.800000,0.000000,3.642233,0.000000,0.000000,1.255803,0.006290,0.000000,0.005042,0.012571,0.012571,0.012557,0.007964,0.007964,0.007020,29.152537,29.152537,29.152537,29.152537,29.152537,29.152537,0.007964,0.007964,0.007020,-0.005248311542253414,0.0,0.0
3.149,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212016,0.094387,0.099514,0.175014,-0.094524,0.098536,-0.224900,0.094513,0.098547,-0.187915,-0.094396,0.099520,0.341151,0.000000,0.149868,0.200000,0.000000,-1.224876,0.533151,0.075000,-0.049846,0.493155,-0.075000,0.027404,0.093155,0.075000,0.027404,0.133151,-0.075000,-0.049846,-0.000000,0.000000,-0.006487,0.071996,0.000000,-0.034711,0.071996,0.000000,-0.034711,-0.000000,0.000000,-0.006487,0.000000,0.000000,1.265142,-0.800000,0.000000,3.941037,-0.800000,0.000000,3.941037,0.000000,0.000000,1.265142,0.006300,0.000000,0.005047,0.012612,0.012612,0.012597,0.007971,0.007971,0.007023,29.997622,29.997622,29.997622,29.997622,29.997622,29.997622,0.007971,0.007971,0.007023,-0.0034970670280172478,0.0,0.0
3.154,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212016,0.094387,0.099514,0.175014,-0.094524,0.098536,-0.224900,0.094513,0.098547,-0.187915,-0.094396,0.099520,0.342151,0.000000,0.148283,0.200000,0.000000,-1.233136,0.533151,0.075000,-0.051429,0.493156,-0.075000,0.029357,0.093156,0.075000,0.029357,0.133151,-0.075000,-0.051429,-0.000000,0.000000,-0.006533,0.075996,0.000000,-0.052881,0.075996,0.000000,-0.052881,-0.000000,0.000000,-0.006533,0.000000,0.000000,1.273926,-0.800000,0.000000,4.173397,-0.800000,0.000000,4.173397,0.000000,0.000000,1.273926,0.006309,0.000000,0.005052,0.012649,0.012649,0.012634,0.007978,0.007978,0.007027,30.819528,30.819528,30.819528,30.819528,30.819528,30.819528,0.007978,0.007978,0.007027,-0.00054310092885064,0.0,0.0
3.160,1,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.212016,0.094387,0.099514,0.175014,-0.094524,0.098536,-0.224900,0.094513,0.098547,-0.187915,-0.094396,0.099520,0.343151,0.000000,0.146735,0.200000,0.000000,-1.240900,0.533151,0.075000,-0.052975,0.493156,-0.075000,0.031256,0.093156,0.075000,0.031256,0.133151,-0.075000,-0.052975,-0.000000,0.000000,-0.006576,0.079995,0.000000,-0.071719,0.079995,0.000000,-0.071719,-0.000000,0.000000,-0.006576,0.000000,0.000000,1.282186,-0.800000,0.000000,4.333836,-0.800000,0.000000,4.333836,0.000000,0.000000,1.282186,0.006318,0.000000,0.005057,0.012685,0.012685,0.012670,0.007986,0.007986,0.007030,31.620062,31.620062,31.620062,31.620062,31.620062,31.620062,0.007986,0.007986,0.007030,0.003667803841607392,0.0,0.0
