t, p_b_vpsp_x, p_b_vpsp_y, FL_cw_vp_x, FL_cw_vp_y, FR_cw_vp_x, FR_cw_vp_y, BL_cw_vp_x, BL_cw_vp_y, BR_cw_vp_x, BR_cw_vp_y, FL_ccw_vp_x, FL_ccw_vp_y, FR_ccw_vp_x, FR_ccw_vp_y, BL_ccw_vp_x, BL_ccw_vp_y, BR_ccw_vp_x, BR_ccw_vp_y, FL_vt_x, FL_vt_y, FR_vt_x, FR_vt_y, BL_vt_x, BL_vt_y, BR_vt_x, BR_vt_y
0.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.008,-0.0043553409022272505,0.0,0.198,-5.1597282932358546e-08,0.1787122349575954,-0.09,-0.18271223495759537,0.09,-0.202,5.1597282932358546e-08,-0.0020001146606287434,0.09,0.198,-0.0813205057309179,-0.202,0.0813205057309179,-0.001999885339371274,-0.09,0.28554882924044994,0.13066017795752521,0.37680856579765315,-0.17132045662162565,-0.3846156858540165,0.17132045662162565,-0.2951630727929956,-0.13066017795752521
1.019,-0.008994859985607354,0.0,0.196,0.011912969030840603,0.16918406786084256,-0.09,-0.17718406786084256,0.09,-0.20400000000000001,-0.011912969030840603,0.022473264512979138,0.09,0.196,-0.07793283053737915,-0.20400000000000001,0.07793283053737915,-0.030473264512979145,-0.09,0.3147987535358383,0.14603722539218322,0.38962126324324864,-0.1790471561454525,-0.4061438751809847,0.1790471561454525,-0.33425558154053164,-0.14603722539218322
1.030,-0.013853007387680999,0.0,0.194,0.023500283254469956,0.1574663655536668,-0.09,-0.16946636555366681,0.09,-0.20600000000000002,-0.023500283254469956,0.04622285167659991,0.09,0.194,-0.07355986449915006,-0.20600000000000002,0.07355986449915006,-0.05822285167659991,-0.09,0.34061040011772936,0.15988398023676972,0.3979008097644188,-0.18491377085910976,-0.4239381718316248,0.18491377085910976,-0.36998506760124733,-0.15988398023676972
1.041,-0.018836680197535677,0.0,0.192,0.034462631448159906,0.1433057144775001,-0.09,-0.1593057144775001,0.09,-0.20800000000000002,-0.034462631448159906,0.06858362544035533,0.09,0.192,-0.06808757151487504,-0.20800000000000002,0.06808757151487504,-0.08458362544035537,-0.09,0.36162143200252383,0.17154239989069392,0.4004769183018391,-0.18835486992405148,-0.4366558369161676,0.18835486992405148,-0.4007892341783381,-0.17154239989069392
1.052,-0.02383219790783926,0.0,0.19,0.04455002142526321,0.12652522993068388,-0.09,-0.1465252299306839,0.09,-0.21000000000000002,-0.04455002142526321,0.08900004761169603,0.09,0.19,-0.06143635346880774,-0.21000000000000002,0.06143635346880774,-0.10900004761169604,-0.09,0.37675141054855,0.18047370295591947,0.39645213126601864,-0.18891686897769175,-0.44317839752372246,0.18891686897769175,-0.4253539359222032,-0.18047370295591947
1.064,-0.02871562193062116,0.0,0.188,0.053578109653105443,0.10706246589578984,-0.09,-0.1310624658957899,0.09,-0.21200000000000002,-0.053578109653105443,0.10706246589578984,0.09,0.188,-0.053578109653105443,-0.21200000000000002,0.053578109653105443,-0.1310624658957899,-0.09,0.38531775387602896,0.18631501911299253,0.38531775387602896,-0.18631501911299256,-0.4427489977372713,0.18631501911299256,-0.4427489977372713,-0.18631501911299253
1.074,-0.03336507707097494,0.0,0.186,0.06143635346880777,0.08500004761169604,-0.09,-0.11300004761169603,0.09,-0.21400000000000002,-0.06143635346880777,0.12252522993068393,0.09,0.186,-0.04455002142526321,-0.21400000000000002,0.04455002142526321,-0.15052522993068396,-0.09,0.38710687801447796,0.18891686897769178,0.36703090547381945,-0.18047370295591947,-0.43507444099693393,0.18047370295591947,-0.45252365077526324,-0.18891686897769178
1.085,-0.03767336039507138,0.0,0.184,0.06808757151487504,0.060583625440355296,-0.09,-0.09258362544035531,0.09,-0.21600000000000003,-0.06808757151487504,0.13530571447750012,0.09,0.184,-0.03446263144815989,-0.21600000000000003,0.03446263144815989,-0.16730571447750014,-0.09,0.38238745899467486,0.18835486992405148,0.34203753091461664,-0.1715423998906939,-0.4203731352662452,0.1715423998906939,-0.4547452962233318,-0.18835486992405148
1.095,-0.04155902216304304,0.0,0.182,0.07355986449915003,0.034222851676599886,-0.09,-0.07022285167659993,0.09,-0.21800000000000003,-0.07355986449915003,0.14546636555366674,0.09,0.182,-0.023500283254469956,-0.21800000000000003,0.023500283254469956,-0.18146636555366677,-0.09,0.3718634476972127,0.18491377085910976,0.3112357326342112,-0.15988398023676972,-0.39935973508476535,0.15988398023676972,-0.4499755338988307,-0.18491377085910976
1.106,-0.04497429992803664,0.0,0.18,0.07793283053737915,0.00647326451297911,-0.09,-0.046473264512979146,0.09,-0.22000000000000003,-0.07793283053737915,0.15318406786084254,0.09,0.18,-0.011912969030840603,-0.22000000000000003,0.011912969030840603,-0.19318406786084258,-0.09,0.3565760393677766,0.17904715614545247,0.2758850975264517,-0.14603722539218322,-0.3731692375499182,0.14603722539218322,-0.4391890990564567,-0.17904715614545247
1.116,-0.042658765833662016,0.0,0.17833753588824208,0.0813205057309179,-0.018499883332810288,-0.09,-0.01850011265406773,0.09,-0.22166246411175797,-0.0813205057309179,0.15904977084583743,0.09,0.18150000200656102,-5.1597282932358546e-08,-0.21849999799343903,5.1597282932358546e-08,-0.20237469906935332,-0.09,0.3381106946357715,0.17132055484021014,0.24764040172713309,-0.13066032777339265,-0.3330721661546122,0.13066032777339265,-0.4233139935429404,-0.17132055484021014
1.127,-0.03939880432069234,0.0,0.17647806489317003,0.08385345137352829,-0.09626405233076776,-0.09,0.05690319854994286,0.09,-0.22352193510683,-0.08385345137352829,0.16281906794545511,0.09,0.18031957310958757,0.03446263144815989,-0.21968042689041245,-0.03446263144815989,-0.20986293815911508,-0.09,0.2746770964265686,0.14056763236977,0.13980801344025984,-0.0814095909589259,-0.22201239082163315,0.0814095909589259,-0.3500679363279647,-0.14056763236977
1.138,-0.03925025076958715,0.0,0.174506100629576,0.08566199460363433,-0.15919280450204487,-0.09,0.11385765535932302,0.09,-0.22549389937042405,-0.08566199460363433,0.16486608863765226,0.09,0.17733242542863908,0.06143635346880777,-0.22266757457136094,-0.06143635346880777,-0.2158538873785003,-0.09,0.2236605239876575,0.11570625909527499,0.04864640592723249,-0.04215708505905393,-0.13871841655745168,0.04215708505905393,-0.29058951643578695,-0.11570625909527499
1.149,-0.0412677969420389,0.0,0.17248813537197408,0.08686198689445229,-0.19930695261110157,-0.09,0.14706118311058355,0.09,-0.22751186462802594,-0.08686198689445229,0.16551477291520142,0.09,0.173877115249741,0.07793283053737915,-0.22612288475025902,-0.07793283053737915,-0.2205385021712533,-0.09,0.19166111177225464,0.10028779104362161,-0.011578542608937953,-0.017890382327705887,-0.09109135295429752,0.017890382327705887,-0.2540624039771748,-0.10028779104362161
1.160,-0.04420519286132089,0.0,0.17047759982186822,0.08754377234467767,-0.21951648695878298,-0.09,0.1612034890573696,0.09,-0.2295224001781318,-0.08754377234467767,0.16501931614337417,0.09,0.17084350104929333,0.08566199460363433,-0.22915649895070672,-0.08566199460363433,-0.22406411649963776,-0.09,0.1757657151695359,0.093050696408574,-0.04306830235219539,-0.006447812934417985,-0.07172524872738659,0.006447812934417985,-0.23779293553523748,-0.093050696408574
1.171,-0.047217582168952235,0.0,0.16852161188736517,0.08776452048272057,-0.2265106558520139,-0.09,0.16355387962674425,0.09,-0.23147838811263483,-0.08776452048272057,0.16355387962674425,0.09,0.16852161188736517,0.08776452048272057,-0.23147838811263483,-0.08776452048272057,-0.2265106558520139,-0.09,0.17003770778092966,0.09108997659934984,-0.05466079941665836,-0.003325456116629266,-0.06944060437945504,0.003325456116629266,-0.2348066326606252,-0.09108997659934984
