t, contact_pattern_index, p_x_true, p_y_true, p_z_true, v_x_true, v_y_true, v_z_true, p_1x_true, p_1y_true, p_1z_true, p_2x_true, p_2y_true, p_2z_true, p_3x_true, p_3y_true, p_3z_true, p_4x_true, p_4y_true, p_4z_true, p_x_est, p_y_est, p_z_est, v_x_est, v_y_est, v_z_est, p_1x_est, p_1y_est, p_1z_est, p_2x_est, p_2y_est, p_2z_est, p_3x_est, p_3y_est, p_3z_est, p_4x_est, p_4y_est, p_4z_est, y_p_1x, y_p_1y, y_p_1z, y_p_2x, y_p_2y, y_p_2z, y_p_3x, y_p_3y, y_p_3z, y_p_4x, y_p_4y, y_p_4z, y_v_1x, y_v_1y, y_v_1z, y_v_2x, y_v_2y, y_v_2z, y_v_3x, y_v_3y, y_v_3z, y_v_4x, y_v_4y, y_v_4z, P_p_bx_std, P_p_by_std, P_p_bz_std, P_v_bx_std, P_v_by_std, P_v_bz_std, P_p_1x_std, P_p_1y_std, P_p_1z_std, P_p_2x_std, P_p_2y_std, P_p_2z_std, P_p_3x_std, P_p_3y_std, P_p_3z_std, P_p_4x_std, P_p_4y_std, P_p_4z_std, p_vpsp_x, p_vpsp_y, p_vpsp_z
0.013,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.180000,0.000000,0.000000,0.000000,0.200000,0.090000,0.000000,0.200000,-0.090000,0.000000,-0.200000,0.090000,0.000000,-0.200000,-0.090000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000998,0.000000,0.000998,0.005073,0.005073,0.005073,0.005034,0.005034,0.005034,0.005034,0.005034,0.005034,0.005034,0.005034,0.005034,0.005034,0.005034,0.005034,0.0,0.0,0.0
0.023,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.180000,0.000000,0.000000,0.000000,0.200000,0.090000,0.000000,0.200000,-0.090000,0.000000,-0.200000,0.090000,0.000000,-0.200000,-0.090000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001001,0.000000,0.001001,0.007051,0.007051,0.007051,0.005040,0.005040,0.005040,0.005040,0.005040,0.005040,0.005040,0.005040,0.005040,0.005040,0.005040,0.005040,0.0,0.0,0.0
0.034,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.180000,0.000000,0.000000,0.000000,0.200000,0.090000,0.000000,0.200000,-0.090000,0.000000,-0.200000,0.090000,0.000000,-0.200000,-0.090000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001009,0.000000,0.001009,0.008518,0.008518,0.008518,0.005042,0.005042,0.005042,0.005042,0.005042,0.005042,0.005042,0.005042,0.005042,0.005042,0.005042,0.005042,0.0,0.0,0.0
0.045,0,0.002293,-0.001758,0.190341,-0.000018,-0.000008,-0.000610,0.201594,0.109049,0.009976,0.202192,-0.110852,0.009589,-0.198405,0.107971,0.010851,-0.197807,-0.111949,0.010466,0.000000,0.000000,0.179583,0.000006,0.000006,-0.094417,0.199367,0.090830,-0.000691,0.199840,-0.089169,-0.000996,-0.200630,0.089778,0.000185,-0.200157,-0.090221,-0.000120,-0.000648,0.000851,-0.000782,-0.000164,0.000852,-0.001095,-0.000646,-0.000228,0.000115,-0.000161,-0.000227,-0.000198,-0.000005,-0.000007,0.098103,-0.000005,-0.000007,0.098103,-0.000005,-0.000007,0.098103,-0.000005,-0.000007,0.098103,0.001023,0.000000,0.001023,0.009690,0.009690,0.009689,0.005045,0.005045,0.005045,0.005045,0.005045,0.005045,0.005045,0.005045,0.005045,0.005045,0.005045,0.005045,0.0,0.0,0.0
0.056,0,0.002293,-0.001758,0.190341,-0.000018,-0.000008,-0.000610,0.201594,0.109049,0.009976,0.202192,-0.110852,0.009589,-0.198405,0.107971,0.010851,-0.197807,-0.111949,0.010466,0.000000,0.000000,0.178364,0.000011,0.000012,-0.183775,0.199352,0.090850,-0.001894,0.199837,-0.089149,-0.002207,-0.200645,0.089773,-0.000997,-0.200161,-0.090226,-0.001310,-0.000015,0.000020,-0.001453,-0.000004,0.000020,-0.001460,-0.000015,-0.000005,-0.001431,-0.000004,-0.000005,-0.001439,-0.000011,-0.000013,0.192521,-0.000011,-0.000013,0.192521,-0.000011,-0.000013,0.192521,-0.000011,-0.000013,0.192521,0.001044,0.000000,0.001044,0.010653,0.010653,0.010653,0.005049,0.005049,0.005049,0.005049,0.005049,0.005049,0.005049,0.005049,0.005049,0.005049,0.005049,0.005049,0.0,0.0,0.0
0.066,0,0.002293,-0.001758,0.190341,-0.000018,-0.000008,-0.000610,0.201594,0.109049,0.009976,0.202192,-0.110852,0.009589,-0.198405,0.107971,0.010851,-0.197807,-0.111949,0.010466,0.000000,0.000000,0.176471,0.000015,0.000019,-0.267072,0.199352,0.090851,-0.003768,0.199837,-0.089148,-0.004081,-0.200645,0.089773,-0.002870,-0.200161,-0.090226,-0.003183,-0.000000,0.000001,-0.002361,0.000000,0.000001,-0.002361,-0.000000,0.000000,-0.002360,0.000000,0.000000,-0.002361,-0.000016,-0.000020,0.281878,-0.000016,-0.000020,0.281878,-0.000016,-0.000020,0.281878,-0.000016,-0.000020,0.281878,0.001073,0.000000,0.001073,0.011455,0.011455,0.011455,0.005055,0.005055,0.005055,0.005055,0.005055,0.005055,0.005055,0.005055,0.005055,0.005055,0.005055,0.005055,0.0,0.0,0.0
0.077,0,0.002293,-0.001758,0.190341,-0.000018,-0.000008,-0.000610,0.201594,0.109049,0.009976,0.202192,-0.110852,0.009589,-0.198405,0.107971,0.010851,-0.197807,-0.111949,0.010466,0.000000,0.000000,0.174037,0.000019,0.000024,-0.343681,0.199352,0.090851,-0.006182,0.199837,-0.089148,-0.006495,-0.200645,0.089773,-0.005285,-0.200161,-0.090226,-0.005598,0.000000,0.000000,-0.003214,0.000000,0.000000,-0.003214,0.000000,0.000000,-0.003214,0.000000,0.000000,-0.003214,-0.000020,-0.000026,0.365175,-0.000020,-0.000026,0.365175,-0.000020,-0.000026,0.365175,-0.000020,-0.000026,0.365175,0.001110,0.000000,0.001110,0.012125,0.012125,0.012125,0.005063,0.005063,0.005063,0.005063,0.005063,0.005063,0.005063,0.005063,0.005063,0.005063,0.005063,0.005063,0.0,0.0,0.0
0.088,0,0.002293,-0.001758,0.190341,-0.000018,-0.000008,-0.000610,0.201594,0.109049,0.009976,0.202192,-0.110852,0.009589,-0.198405,0.107971,0.010851,-0.197807,-0.111949,0.010466,0.000001,0.000001,0.171198,0.000022,0.000029,-0.413317,0.199352,0.090851,-0.009004,0.199837,-0.089148,-0.009317,-0.200645,0.089773,-0.008107,-0.200161,-0.090226,-0.008420,0.000000,0.000000,-0.003999,0.000000,0.000000,-0.003999,0.000000,0.000000,-0.003999,0.000000,0.000000,-0.003999,-0.000024,-0.000031,0.441784,-0.000024,-0.000031,0.441784,-0.000024,-0.000031,0.441784,-0.000024,-0.000031,0.441784,0.001154,0.000000,0.001153,0.012686,0.012686,0.012686,0.005073,0.005073,0.005073,0.005073,0.005073,0.005073,0.005073,0.005073,0.005073,0.005073,0.005073,0.005073,0.0,0.0,0.0
0.099,0,0.002291,-0.001757,0.190311,-0.000035,0.000008,-0.000598,0.201595,0.109049,0.009946,0.202191,-0.110851,0.009559,-0.198405,0.107970,0.010821,-0.197808,-0.111950,0.010435,0.000001,0.000001,0.168078,0.000025,0.000034,-0.475982,0.199353,0.090851,-0.012110,0.199837,-0.089148,-0.012423,-0.200645,0.089773,-0.011212,-0.200160,-0.090226,-0.011525,0.000000,0.000000,-0.004713,0.000000,0.000000,-0.004713,0.000000,0.000000,-0.004713,0.000000,0.000000,-0.004713,-0.000027,-0.000037,0.511420,-0.000027,-0.000037,0.511420,-0.000027,-0.000037,0.511420,-0.000027,-0.000037,0.511420,0.001203,0.000000,0.001203,0.013155,0.013155,0.013154,0.005084,0.005084,0.005084,0.005084,0.005084,0.005084,0.005084,0.005084,0.005084,0.005084,0.005084,0.005084,0.0,0.0,0.0
0.110,0,0.002291,-0.001757,0.190311,-0.000035,0.000008,-0.000598,0.201595,0.109049,0.009946,0.202191,-0.110851,0.009559,-0.198405,0.107970,0.010821,-0.197808,-0.111950,0.010435,0.000001,0.000001,0.164786,0.000028,0.000038,-0.531900,0.199353,0.090852,-0.015387,0.199837,-0.089147,-0.015700,-0.200645,0.089773,-0.014490,-0.200160,-0.090226,-0.014803,0.000000,0.000000,-0.005355,0.000000,0.000000,-0.005355,0.000000,0.000000,-0.005355,0.000000,0.000000,-0.005355,-0.000031,-0.000041,0.574085,-0.000031,-0.000041,0.574085,-0.000031,-0.000041,0.574085,-0.000031,-0.000041,0.574085,0.001257,0.000000,0.001257,0.013546,0.013546,0.013546,0.005097,0.005097,0.005097,0.005097,0.005097,0.005097,0.005097,0.005097,0.005097,0.005097,0.005097,0.005097,0.0,0.0,0.0
0.121,0,0.002291,-0.001757,0.190311,-0.000035,0.000008,-0.000598,0.201595,0.109049,0.009946,0.202191,-0.110851,0.009559,-0.198405,0.107970,0.010821,-0.197808,-0.111950,0.010435,0.000001,0.000001,0.161417,0.000031,0.000042,-0.581452,0.199353,0.090852,-0.018744,0.199837,-0.089147,-0.019057,-0.200645,0.089774,-0.017846,-0.200160,-0.090225,-0.018160,0.000000,0.000000,-0.005927,0.000000,0.000000,-0.005927,0.000000,0.000000,-0.005927,0.000000,0.000000,-0.005927,-0.000033,-0.000045,0.630003,-0.000033,-0.000045,0.630003,-0.000033,-0.000045,0.630003,-0.000033,-0.000045,0.630003,0.001315,0.000000,0.001314,0.013872,0.013872,0.013871,0.005112,0.005112,0.005111,0.005112,0.005112,0.005111,0.005112,0.005112,0.005111,0.005112,0.005112,0.005111,0.0,0.0,0.0
0.131,0,0.002291,-0.001757,0.190311,-0.000035,0.000008,-0.000598,0.201595,0.109049,0.009946,0.202191,-0.110851,0.009559,-0.198405,0.107970,0.010821,-0.197808,-0.111950,0.010435,0.000001,0.000002,0.158048,0.000033,0.000045,-0.625118,0.199353,0.090852,-0.022103,0.199838,-0.089147,-0.022416,-0.200644,0.089774,-0.021205,-0.200160,-0.090225,-0.021518,0.000000,0.000000,-0.006435,0.000000,0.000000,-0.006435,0.000000,0.000000,-0.006435,0.000000,0.000000,-0.006435,-0.000036,-0.000049,0.679555,-0.000036,-0.000049,0.679555,-0.000036,-0.000049,0.679555,-0.000036,-0.000049,0.679555,0.001376,0.000000,0.001375,0.014143,0.014143,0.014142,0.005127,0.005127,0.005127,0.005127,0.005127,0.005127,0.005127,0.005127,0.005127,0.005127,0.005127,0.005127,0.0,0.0,0.0
0.142,0,0.002290,-0.001757,0.190281,-0.000019,0.000010,-0.000599,0.201595,0.109050,0.009916,0.202190,-0.110851,0.009529,-0.198405,0.107970,0.010790,-0.197809,-0.111951,0.010404,0.000001,0.000002,0.154737,0.000036,0.000047,-0.663430,0.199353,0.090852,-0.025404,0.199838,-0.089147,-0.025717,-0.200644,0.089774,-0.024507,-0.200160,-0.090225,-0.024820,0.000000,0.000000,-0.006883,0.000000,0.000000,-0.006883,0.000000,0.000000,-0.006883,0.000000,0.000000,-0.006883,-0.000039,-0.000051,0.723222,-0.000039,-0.000051,0.723222,-0.000039,-0.000051,0.723222,-0.000039,-0.000051,0.723222,0.001438,0.000000,0.001437,0.014368,0.014368,0.014366,0.005144,0.005144,0.005144,0.005144,0.005144,0.005144,0.005144,0.005144,0.005144,0.005144,0.005144,0.005144,0.0,0.0,0.0
0.153,0,0.002290,-0.001757,0.190281,-0.000019,0.000010,-0.000599,0.201595,0.109050,0.009916,0.202190,-0.110851,0.009529,-0.198405,0.107970,0.010790,-0.197809,-0.111951,0.010404,0.000002,0.000002,0.151530,0.000039,0.000048,-0.696932,0.199353,0.090853,-0.028603,0.199838,-0.089146,-0.028916,-0.200644,0.089774,-0.027706,-0.200160,-0.090225,-0.028019,0.000000,0.000001,-0.007275,0.000000,0.000001,-0.007275,0.000000,0.000001,-0.007275,0.000000,0.000001,-0.007275,-0.000042,-0.000053,0.761534,-0.000042,-0.000053,0.761534,-0.000042,-0.000053,0.761534,-0.000042,-0.000053,0.761534,0.001501,0.000000,0.001500,0.014554,0.014554,0.014552,0.005162,0.005162,0.005162,0.005162,0.005162,0.005162,0.005162,0.005162,0.005162,0.005162,0.005162,0.005162,0.0,0.0,0.0
0.165,0,0.002290,-0.001757,0.190281,-0.000019,0.000010,-0.000599,0.201595,0.109050,0.009916,0.202190,-0.110851,0.009529,-0.198405,0.107970,0.010790,-0.197809,-0.111951,0.010404,0.000002,0.000002,0.148459,0.000041,0.000050,-0.726159,0.199354,0.090853,-0.031667,0.199838,-0.089146,-0.031980,-0.200644,0.089775,-0.030769,-0.200159,-0.090225,-0.031082,0.000000,0.000001,-0.007618,0.000000,0.000001,-0.007618,0.000000,0.000001,-0.007618,0.000000,0.000001,-0.007618,-0.000045,-0.000054,0.795036,-0.000045,-0.000054,0.795036,-0.000045,-0.000054,0.795036,-0.000045,-0.000054,0.795036,0.001565,0.000000,0.001563,0.014707,0.014707,0.014705,0.005181,0.005181,0.005181,0.005181,0.005181,0.005181,0.005181,0.005181,0.005181,0.005181,0.005181,0.005181,0.0,0.0,0.0
0.174,0,0.002290,-0.001757,0.190281,-0.000019,0.000010,-0.000599,0.201595,0.109050,0.009916,0.202190,-0.110851,0.009529,-0.198405,0.107970,0.010790,-0.197809,-0.111951,0.010404,0.000002,0.000002,0.145546,0.000043,0.000051,-0.751617,0.199354,0.090853,-0.034574,0.199838,-0.089146,-0.034887,-0.200644,0.089775,-0.033677,-0.200159,-0.090224,-0.033990,0.000000,0.000001,-0.007918,0.000000,0.000001,-0.007918,0.000000,0.000001,-0.007918,0.000000,0.000001,-0.007918,-0.000048,-0.000056,0.824263,-0.000048,-0.000056,0.824263,-0.000048,-0.000056,0.824263,-0.000048,-0.000056,0.824263,0.001628,0.000000,0.001627,0.014834,0.014834,0.014831,0.005201,0.005201,0.005200,0.005201,0.005201,0.005200,0.005201,0.005201,0.005200,0.005201,0.005201,0.005200,0.0,0.0,0.0
0.185,0,0.002290,-0.001757,0.190281,-0.000019,0.000010,-0.000599,0.201595,0.109050,0.009916,0.202190,-0.110851,0.009529,-0.198405,0.107970,0.010790,-0.197809,-0.111951,0.010404,0.000002,0.000003,0.142803,0.000045,0.000052,-0.773770,0.199354,0.090853,-0.037311,0.199838,-0.089146,-0.037625,-0.200644,0.089775,-0.036414,-0.200159,-0.090224,-0.036727,0.000000,0.000001,-0.008179,0.000000,0.000001,-0.008179,0.000000,0.000001,-0.008179,0.000000,0.000001,-0.008179,-0.000050,-0.000057,0.849720,-0.000050,-0.000057,0.849720,-0.000050,-0.000057,0.849720,-0.000050,-0.000057,0.849720,0.001692,0.000000,0.001690,0.014938,0.014938,0.014935,0.005221,0.005221,0.005220,0.005221,0.005221,0.005220,0.005221,0.005221,0.005220,0.005221,0.005221,0.005220,0.0,0.0,0.0
0.196,0,0.002289,-0.001756,0.190251,-0.000018,0.000009,-0.000599,0.201594,0.109050,0.009886,0.202190,-0.110851,0.009499,-0.198405,0.107970,0.010758,-0.197809,-0.111951,0.010373,0.000002,0.000003,0.140236,0.000045,0.000053,-0.793041,0.199354,0.090853,-0.039873,0.199839,-0.089146,-0.040186,-0.200643,0.089775,-0.038976,-0.200159,-0.090224,-0.039289,0.000000,0.000001,-0.008406,0.000000,0.000001,-0.008406,0.000000,0.000001,-0.008406,0.000000,0.000001,-0.008406,-0.000049,-0.000059,0.871872,-0.000049,-0.000059,0.871872,-0.000049,-0.000059,0.871872,-0.000049,-0.000059,0.871872,0.001755,0.000000,0.001753,0.015024,0.015024,0.015021,0.005242,0.005242,0.005241,0.005242,0.005242,0.005241,0.005242,0.005242,0.005241,0.005242,0.005242,0.005241,0.0,0.0,0.0
0.207,0,0.002289,-0.001756,0.190251,-0.000018,0.000009,-0.000599,0.201594,0.109050,0.009886,0.202190,-0.110851,0.009499,-0.198405,0.107970,0.010758,-0.197809,-0.111951,0.010373,0.000002,0.000003,0.137848,0.000044,0.000055,-0.809809,0.199354,0.090854,-0.042258,0.199839,-0.089145,-0.042571,-0.200643,0.089775,-0.041360,-0.200159,-0.090224,-0.041673,0.000000,0.000001,-0.008603,0.000000,0.000001,-0.008603,0.000000,0.000001,-0.008603,0.000000,0.000001,-0.008603,-0.000049,-0.000061,0.891144,-0.000049,-0.000061,0.891144,-0.000049,-0.000061,0.891144,-0.000049,-0.000061,0.891144,0.001817,0.000000,0.001814,0.015095,0.015095,0.015091,0.005263,0.005263,0.005262,0.005263,0.005263,0.005262,0.005263,0.005263,0.005262,0.005263,0.005263,0.005262,0.0,0.0,0.0
0.218,0,0.002289,-0.001756,0.190251,-0.000018,0.000009,-0.000599,0.201594,0.109050,0.009886,0.202190,-0.110851,0.009499,-0.198405,0.107970,0.010758,-0.197809,-0.111951,0.010373,0.000002,0.000003,0.135634,0.000044,0.000057,-0.824406,0.199354,0.090854,-0.044468,0.199839,-0.089145,-0.044781,-0.200643,0.089775,-0.043570,-0.200159,-0.090224,-0.043883,0.000000,0.000001,-0.008775,0.000000,0.000001,-0.008775,0.000000,0.000001,-0.008775,0.000000,0.000001,-0.008775,-0.000048,-0.000062,0.907911,-0.000048,-0.000062,0.907911,-0.000048,-0.000062,0.907911,-0.000048,-0.000062,0.907911,0.001878,0.000000,0.001875,0.015153,0.015153,0.015149,0.005284,0.005284,0.005283,0.005284,0.005284,0.005283,0.005284,0.005284,0.005283,0.005284,0.005284,0.005283,0.0,0.0,0.0
0.229,0,0.002289,-0.001756,0.190251,-0.000018,0.000009,-0.000599,0.201594,0.109050,0.009886,0.202190,-0.110851,0.009499,-0.198405,0.107970,0.010758,-0.197809,-0.111951,0.010373,0.000003,0.000003,0.133590,0.000043,0.000058,-0.837124,0.199354,0.090854,-0.046508,0.199839,-0.089145,-0.046821,-0.200643,0.089776,-0.045611,-0.200159,-0.090223,-0.045924,0.000000,0.000001,-0.008924,0.000000,0.000001,-0.008924,0.000000,0.000001,-0.008924,0.000000,0.000001,-0.008924,-0.000047,-0.000064,0.922508,-0.000047,-0.000064,0.922508,-0.000047,-0.000064,0.922508,-0.000047,-0.000064,0.922508,0.001938,0.000000,0.001935,0.015201,0.015201,0.015196,0.005306,0.005306,0.005305,0.005306,0.005306,0.005305,0.005306,0.005306,0.005305,0.005306,0.005306,0.005305,0.0,0.0,0.0
0.240,0,0.002289,-0.001756,0.190251,-0.000018,0.000009,-0.000599,0.201594,0.109050,0.009886,0.202190,-0.110851,0.009499,-0.198405,0.107970,0.010758,-0.197809,-0.111951,0.010373,0.000003,0.000003,0.131709,0.000043,0.000059,-0.848217,0.199355,0.090854,-0.048387,0.199839,-0.089145,-0.048700,-0.200643,0.089776,-0.047490,-0.200158,-0.090223,-0.047803,0.000000,0.000001,-0.009055,0.000000,0.000001,-0.009055,0.000000,0.000001,-0.009055,0.000000,0.000001,-0.009055,-0.000047,-0.000065,0.935226,-0.000047,-0.000065,0.935226,-0.000047,-0.000065,0.935226,-0.000047,-0.000065,0.935226,0.001997,0.000000,0.001994,0.015240,0.015240,0.015235,0.005328,0.005328,0.005326,0.005328,0.005328,0.005326,0.005328,0.005328,0.005326,0.005328,0.005328,0.005326,0.0,0.0,0.0
0.251,0,0.002288,-0.001756,0.190221,-0.000019,0.000008,-0.000600,0.201594,0.109050,0.009856,0.202189,-0.110851,0.009469,-0.198406,0.107969,0.010727,-0.197810,-0.111951,0.010342,0.000003,0.000003,0.129981,0.000043,0.000060,-0.857906,0.199355,0.090854,-0.050113,0.199839,-0.089145,-0.050426,-0.200643,0.089776,-0.049215,-0.200158,-0.090223,-0.049528,0.000000,0.000001,-0.009168,0.000000,0.000001,-0.009168,0.000000,0.000001,-0.009168,0.000000,0.000001,-0.009168,-0.000048,-0.000067,0.946319,-0.000048,-0.000067,0.946319,-0.000048,-0.000067,0.946319,-0.000048,-0.000067,0.946319,0.002055,0.000000,0.002052,0.015272,0.015272,0.015267,0.005350,0.005350,0.005348,0.005350,0.005350,0.005348,0.005350,0.005350,0.005348,0.005350,0.005350,0.005348,0.0,0.0,0.0
0.261,0,0.002288,-0.001756,0.190221,-0.000019,0.000008,-0.000600,0.201594,0.109050,0.009856,0.202189,-0.110851,0.009469,-0.198406,0.107969,0.010727,-0.197810,-0.111951,0.010342,0.000003,0.000004,0.128398,0.000044,0.000062,-0.866381,0.199355,0.090854,-0.051694,0.199839,-0.089145,-0.052007,-0.200643,0.089776,-0.050796,-0.200158,-0.090223,-0.051109,0.000000,0.000001,-0.009268,0.000000,0.000001,-0.009268,0.000000,0.000001,-0.009268,0.000000,0.000001,-0.009268,-0.000048,-0.000068,0.956009,-0.000048,-0.000068,0.956009,-0.000048,-0.000068,0.956009,-0.000048,-0.000068,0.956009,0.002112,0.000000,0.002108,0.015298,0.015298,0.015293,0.005372,0.005372,0.005370,0.005372,0.005372,0.005370,0.005372,0.005372,0.005370,0.005372,0.005372,0.005370,0.0,0.0,0.0
0.272,0,0.002288,-0.001756,0.190221,-0.000019,0.000008,-0.000600,0.201594,0.109050,0.009856,0.202189,-0.110851,0.009469,-0.198406,0.107969,0.010727,-0.197810,-0.111951,0.010342,0.000003,0.000004,0.126950,0.000045,0.000062,-0.873806,0.199355,0.090854,-0.053140,0.199839,-0.089145,-0.053453,-0.200643,0.089776,-0.052242,-0.200158,-0.090223,-0.052555,0.000000,0.000001,-0.009354,0.000000,0.000001,-0.009354,0.000000,0.000001,-0.009354,0.000000,0.000001,-0.009354,-0.000049,-0.000069,0.964483,-0.000049,-0.000069,0.964483,-0.000049,-0.000069,0.964483,-0.000049,-0.000069,0.964483,0.002168,0.000000,0.002163,0.015320,0.015320,0.015314,0.005394,0.005394,0.005392,0.005394,0.005394,0.005392,0.005394,0.005394,0.005392,0.005394,0.005394,0.005392,0.0,0.0,0.0
0.282,0,0.002288,-0.001756,0.190221,-0.000019,0.000008,-0.000600,0.201594,0.109050,0.009856,0.202189,-0.110851,0.009469,-0.198406,0.107969,0.010727,-0.197810,-0.111951,0.010342,0.000003,0.000004,0.125628,0.000045,0.000063,-0.880320,0.199355,0.090854,-0.054460,0.199839,-0.089145,-0.054773,-0.200643,0.089776,-0.053563,-0.200158,-0.090223,-0.053876,0.000000,0.000001,-0.009430,0.000000,0.000001,-0.009430,0.000000,0.000001,-0.009430,0.000000,0.000001,-0.009430,-0.000050,-0.000070,0.971908,-0.000050,-0.000070,0.971908,-0.000050,-0.000070,0.971908,-0.000050,-0.000070,0.971908,0.002223,0.000000,0.002218,0.015337,0.015337,0.015331,0.005416,0.005416,0.005414,0.005416,0.005416,0.005414,0.005416,0.005416,0.005414,0.005416,0.005416,0.005414,0.0,0.0,0.0
0.292,0,0.002288,-0.001756,0.190221,-0.000019,0.000008,-0.000600,0.201594,0.109050,0.009856,0.202189,-0.110851,0.009469,-0.198406,0.107969,0.010727,-0.197810,-0.111951,0.010342,0.000003,0.000004,0.124422,0.000045,0.000064,-0.886046,0.199355,0.090855,-0.055665,0.199839,-0.089145,-0.055978,-0.200643,0.089776,-0.054767,-0.200158,-0.090223,-0.055080,0.000000,0.000001,-0.009497,0.000000,0.000001,-0.009497,0.000000,0.000001,-0.009497,0.000000,0.000001,-0.009497,-0.000050,-0.000071,0.978422,-0.000050,-0.000071,0.978422,-0.000050,-0.000071,0.978422,-0.000050,-0.000071,0.978422,0.002277,0.000000,0.002271,0.015352,0.015352,0.015346,0.005438,0.005438,0.005436,0.005438,0.005438,0.005436,0.005438,0.005438,0.005436,0.005438,0.005438,0.005436,0.0,0.0,0.0
0.303,0,0.002287,-0.001755,0.190191,-0.000019,0.000008,-0.000602,0.201593,0.109050,0.009826,0.202189,-0.110850,0.009439,-0.198406,0.107969,0.010696,-0.197810,-0.111952,0.010311,0.000003,0.000004,0.123323,0.000046,0.000065,-0.891087,0.199355,0.090855,-0.056762,0.199839,-0.089144,-0.057075,-0.200643,0.089776,-0.055865,-0.200158,-0.090223,-0.056178,0.000000,0.000001,-0.009556,0.000000,0.000001,-0.009556,0.000000,0.000001,-0.009556,0.000000,0.000001,-0.009556,-0.000051,-0.000071,0.984148,-0.000051,-0.000071,0.984148,-0.000051,-0.000071,0.984148,-0.000051,-0.000071,0.984148,0.002329,0.000000,0.002323,0.015364,0.015364,0.015357,0.005461,0.005461,0.005458,0.005461,0.005461,0.005458,0.005461,0.005461,0.005458,0.005461,0.005461,0.005458,0.0,0.0,0.0
0.314,0,0.002287,-0.001755,0.190191,-0.000019,0.000008,-0.000602,0.201593,0.109050,0.009826,0.202189,-0.110850,0.009439,-0.198406,0.107969,0.010696,-0.197810,-0.111952,0.010311,0.000003,0.000004,0.122323,0.000046,0.000065,-0.895533,0.199355,0.090855,-0.057761,0.199840,-0.089144,-0.058074,-0.200643,0.089776,-0.056863,-0.200158,-0.090223,-0.057177,0.000000,0.000001,-0.009607,0.000000,0.000001,-0.009607,0.000000,0.000001,-0.009607,0.000000,0.000001,-0.009607,-0.000051,-0.000072,0.989189,-0.000051,-0.000072,0.989189,-0.000051,-0.000072,0.989189,-0.000051,-0.000072,0.989189,0.002381,0.000000,0.002375,0.015373,0.015373,0.015367,0.005483,0.005483,0.005480,0.005483,0.005483,0.005480,0.005483,0.005483,0.005480,0.005483,0.005483,0.005480,0.0,0.0,0.0
0.324,0,0.002287,-0.001755,0.190191,-0.000019,0.000008,-0.000602,0.201593,0.109050,0.009826,0.202189,-0.110850,0.009439,-0.198406,0.107969,0.010696,-0.197810,-0.111952,0.010311,0.000003,0.000004,0.121414,0.000047,0.000066,-0.899460,0.199355,0.090855,-0.058669,0.199840,-0.089144,-0.058982,-0.200642,0.089776,-0.057772,-0.200158,-0.090223,-0.058085,0.000001,0.000001,-0.009653,0.000001,0.000001,-0.009653,0.000001,0.000001,-0.009653,0.000001,0.000001,-0.009653,-0.000052,-0.000073,0.993635,-0.000052,-0.000073,0.993635,-0.000052,-0.000073,0.993635,-0.000052,-0.000073,0.993635,0.002432,0.000000,0.002425,0.015381,0.015381,0.015374,0.005505,0.005505,0.005502,0.005505,0.005505,0.005502,0.005505,0.005505,0.005502,0.005505,0.005505,0.005502,0.0,0.0,0.0
