t, contact_pattern_index, p_x_true, p_y_true, p_z_true, v_x_true, v_y_true, v_z_true, p_1x_true, p_1y_true, p_1z_true, p_2x_true, p_2y_true, p_2z_true, p_3x_true, p_3y_true, p_3z_true, p_4x_true, p_4y_true, p_4z_true, p_x_est, p_y_est, p_z_est, v_x_est, v_y_est, v_z_est, p_1x_est, p_1y_est, p_1z_est, p_2x_est, p_2y_est, p_2z_est, p_3x_est, p_3y_est, p_3z_est, p_4x_est, p_4y_est, p_4z_est, y_p_1x, y_p_1y, y_p_1z, y_p_2x, y_p_2y, y_p_2z, y_p_3x, y_p_3y, y_p_3z, y_p_4x, y_p_4y, y_p_4z, y_v_1x, y_v_1y, y_v_1z, y_v_2x, y_v_2y, y_v_2z, y_v_3x, y_v_3y, y_v_3z, y_v_4x, y_v_4y, y_v_4z, P_p_bx_std, P_p_by_std, P_p_bz_std, P_v_bx_std, P_v_by_std, P_v_bz_std, P_p_1x_std, P_p_1y_std, P_p_1z_std, P_p_2x_std, P_p_2y_std, P_p_2z_std, P_p_3x_std, P_p_3y_std, P_p_3z_std, P_p_4x_std, P_p_4y_std, P_p_4z_std, p_vpsp_x, p_vpsp_y, p_vpsp_z
16.087,0,1.553506,0.825112,0.191425,-0.064175,0.168812,-0.022744,1.770338,0.943485,0.097478,1.754575,0.712654,0.015088,1.376559,0.965115,0.014284,1.354030,0.763561,0.053462,1.372043,0.857272,0.269372,0.062552,0.054592,-0.823502,1.592043,0.964278,0.110811,1.573417,0.745744,0.093616,1.190931,0.960269,0.084490,1.179078,0.821201,0.073547,0.000659,0.000471,-0.008958,0.000659,0.000471,-0.008958,0.000659,0.000471,-0.008958,0.000659,0.000471,-0.008958,-0.067724,-0.039155,0.917048,-0.067724,-0.039155,0.917048,-0.067724,-0.039155,0.917048,-0.067724,-0.039155,0.917048,0.021887,0.000000,0.007565,0.015865,0.015865,0.015850,0.022437,0.022437,0.009035,0.022437,0.022437,0.009035,0.022437,0.022437,0.009035,0.022437,0.022437,0.009035,-1.3877787807814457e-17,-0.008523353470365959,0.0
16.098,0,1.553506,0.825112,0.191425,-0.064175,0.168812,-0.022744,1.770338,0.943485,0.097478,1.754575,0.712654,0.015088,1.376559,0.965115,0.014284,1.354030,0.763561,0.053462,1.371947,0.857723,0.270006,0.062578,0.041816,-0.814669,1.591914,0.964345,0.111412,1.573288,0.745810,0.094217,1.190801,0.960335,0.085091,1.178948,0.821267,0.074149,0.000639,0.000100,-0.008865,0.000639,0.000100,-0.008865,0.000639,0.000100,-0.008865,0.000639,0.000100,-0.008865,-0.065787,-0.002762,0.907932,-0.065787,-0.002762,0.907932,-0.065787,-0.002762,0.907932,-0.065787,-0.002762,0.907932,0.021893,0.000000,0.007560,0.015783,0.015783,0.015769,0.022443,0.022443,0.009030,0.022443,0.022443,0.009030,0.022443,0.022443,0.009030,0.022443,0.022443,0.009030,-1.3877787807814457e-17,-0.010127412976128056,0.0
16.109,0,1.551316,0.829627,0.193597,-0.043790,0.090303,0.043448,1.773169,0.960268,0.064411,1.752557,0.711776,0.014091,1.374542,0.965979,0.014627,1.357779,0.782145,0.012955,1.371823,0.857374,0.270562,0.047866,0.056874,-0.833174,1.593345,0.969940,0.118834,1.574370,0.752480,0.091476,1.192468,0.968218,0.088935,1.180393,0.829834,0.071525,0.002189,0.006633,-0.001849,0.001831,0.007734,-0.012260,0.002429,0.008976,-0.005514,0.002202,0.009677,-0.012140,-0.058317,-0.070846,0.865682,-0.065377,-0.082010,0.960113,-0.060775,-0.074629,0.898946,-0.065268,-0.081733,0.959038,0.021898,0.000000,0.007555,0.015716,0.015716,0.015702,0.022448,0.022448,0.009026,0.022448,0.022448,0.009026,0.022448,0.022448,0.009026,0.022448,0.022448,0.009026,-1.3877787807814457e-17,-0.011483839712928646,0.0
16.120,1,1.551316,0.829627,0.193597,-0.043790,0.090303,0.043448,1.773169,0.960268,0.064411,1.752557,0.711776,0.014091,1.374542,0.965979,0.014627,1.357779,0.782145,0.012955,1.372378,0.861580,0.266838,0.040387,0.110773,-0.889548,1.593357,0.967613,0.114441,1.574478,0.755700,0.096115,1.192576,0.971438,0.093574,1.180405,0.827578,0.066893,-0.000109,-0.005986,-0.009767,0.000573,0.001947,-0.009011,0.000587,0.001977,-0.008851,-0.000109,-0.005913,-0.010012,0.020241,0.602821,1.029013,-0.048789,-0.187848,0.928625,-0.048789,-0.187848,0.928625,0.020241,0.602821,1.029013,0.021908,0.000000,0.007559,0.016061,0.016061,0.016046,0.022458,0.022458,0.009029,9.999520,9.999520,9.999499,9.999520,9.999520,9.999499,0.022458,0.022458,0.009029,0.0,-0.006578643270728796,0.0
16.130,1,1.551316,0.829627,0.193597,-0.043790,0.090303,0.043448,1.773169,0.960268,0.064411,1.752557,0.711776,0.014091,1.374542,0.965979,0.014627,1.357779,0.782145,0.012955,1.373013,0.867336,0.263229,0.034291,0.173756,-0.939516,1.593227,0.964572,0.109733,1.574707,0.759492,0.100855,1.192805,0.975230,0.098315,1.180275,0.824539,0.062179,-0.000413,-0.007750,-0.010784,-0.001410,-0.001144,0.012541,-0.001396,-0.001114,0.012702,-0.000413,-0.007748,-0.010790,0.045284,0.750098,1.110931,0.203597,0.328055,-2.049127,0.203597,0.328055,-2.049127,0.045284,0.750098,1.110931,0.021917,0.000000,0.007564,0.016364,0.016364,0.016349,0.022467,0.022467,0.009033,14.141429,14.141429,14.141414,14.141429,14.141429,14.141414,0.022467,0.022467,0.009033,0.0,0.0003620672859003457,0.0
16.141,1,1.551316,0.829627,0.193597,-0.043790,0.090303,0.043448,1.773169,0.960268,0.064411,1.752557,0.711776,0.014091,1.374542,0.965979,0.014627,1.357779,0.782145,0.012955,1.373402,0.870821,0.259323,0.026555,0.211021,-0.987754,1.593209,0.963365,0.105245,1.574775,0.760742,0.105280,1.192873,0.976480,0.102740,1.180257,0.823331,0.057691,-0.000109,-0.002907,-0.010766,-0.002826,0.001448,0.031715,-0.002812,0.001477,0.031876,-0.000109,-0.002907,-0.010766,0.014244,0.261761,1.106893,0.150303,-0.196365,-1.753664,0.150303,-0.196365,-1.753664,0.014244,0.261761,1.106893,0.021927,0.000000,0.007569,0.016631,0.016631,0.016614,0.022476,0.022476,0.009038,17.319616,17.319616,17.319604,17.319616,17.319616,17.319604,0.022476,0.022476,0.009038,0.0,0.0029990351670018817,0.0
16.151,1,1.560442,0.841855,0.199228,0.182509,0.244561,0.112616,1.773352,0.972278,0.040461,1.756062,0.716353,0.016329,1.372149,0.961964,0.021211,1.360660,0.782838,0.013678,1.373570,0.872434,0.255156,0.019435,0.209886,-1.028379,1.584066,0.961596,0.087562,1.574730,0.760382,0.109397,1.192827,0.976120,0.106856,1.172891,0.810657,0.064432,-0.009300,-0.001286,-0.024477,-0.005723,0.008118,0.041329,-0.010576,-0.000770,0.049661,-0.007480,-0.012458,0.000544,-0.010901,-0.080632,1.101342,-0.006914,-0.705838,-1.166576,-0.006914,-0.705838,-1.166576,-0.010901,-0.080632,1.101342,0.021937,0.000000,0.007575,0.016864,0.016864,0.016848,0.022486,0.022486,0.009043,19.998938,19.998938,19.998927,19.998938,19.998938,19.998927,0.022486,0.022486,0.009043,0.0,0.0023443413084431285,0.0
16.162,1,1.560442,0.841855,0.199228,0.182509,0.244561,0.112616,1.773352,0.972278,0.040461,1.756062,0.716353,0.016329,1.372149,0.961964,0.021211,1.360660,0.782838,0.013678,1.374163,0.873438,0.251016,0.016691,0.203495,-1.065426,1.583708,0.962164,0.081835,1.575006,0.759669,0.113374,1.193104,0.975407,0.110834,1.172511,0.810797,0.061733,-0.000807,0.001719,-0.012672,-0.005762,0.016933,0.047010,-0.010627,0.007999,0.056152,-0.000830,0.001280,-0.009570,0.061833,-0.176760,1.261869,0.005265,-0.898630,-0.305709,0.006436,-0.894012,-0.386740,0.068454,-0.159503,1.011282,0.021947,0.000000,0.007581,0.017069,0.017069,0.017052,0.022496,0.022496,0.009048,22.359450,22.359450,22.359440,22.359450,22.359450,22.359440,0.022496,0.022496,0.009048,0.0,-3.122502256758253e-17,0.0
16.172,1,1.560442,0.841855,0.199228,0.182509,0.244561,0.112616,1.773352,0.972278,0.040461,1.756062,0.716353,0.016329,1.372149,0.961964,0.021211,1.360660,0.782838,0.013678,1.374189,0.873510,0.246882,0.009198,0.189544,-1.099551,1.583769,0.963055,0.077733,1.574943,0.758507,0.117171,1.193040,0.974245,0.114630,1.172572,0.811678,0.057703,0.000174,0.002937,-0.011393,-0.004979,0.027037,0.044056,-0.009844,0.018102,0.053199,0.000173,0.002927,-0.011319,-0.015922,-0.291577,1.162134,-0.059531,-1.051982,0.614932,-0.059531,-1.051982,0.614932,-0.015922,-0.291577,1.162134,0.021957,0.000000,0.007587,0.017249,0.017249,0.017230,0.022506,0.022506,0.009053,24.493497,24.493497,24.493489,24.493497,24.493497,24.493489,0.022506,0.022506,0.009053,0.0,-0.002850968032181423,0.0
16.183,1,1.560442,0.841855,0.199228,0.182509,0.244561,0.112616,1.773352,0.972278,0.040461,1.756062,0.716353,0.016329,1.372149,0.961964,0.021211,1.360660,0.782838,0.013678,1.374199,0.873640,0.242850,0.002232,0.177434,-1.130245,1.583825,0.963823,0.073755,1.574917,0.757548,0.120820,1.193014,0.973286,0.118279,1.172627,0.812445,0.053727,0.000106,0.002609,-0.011719,-0.004272,0.037077,0.031543,-0.009136,0.028142,0.040685,0.000106,0.002608,-0.011717,-0.006952,-0.255974,1.197869,-0.071923,-1.087488,1.626717,-0.071923,-1.087488,1.626717,-0.006952,-0.255974,1.197869,0.021967,0.000000,0.007594,0.017406,0.017406,0.017387,0.022516,0.022516,0.009059,26.455935,26.455935,26.455927,26.455935,26.455935,26.455927,0.022516,0.022516,0.009059,0.0,-0.005484325205186071,0.0
16.194,1,1.560442,0.841855,0.199228,0.182509,0.244561,0.112616,1.773352,0.972278,0.040461,1.756062,0.716353,0.016329,1.372149,0.961964,0.021211,1.360660,0.782838,0.013678,1.374242,0.874462,0.238976,-0.003858,0.172473,-1.157407,1.583839,0.964223,0.069856,1.574942,0.757071,0.124325,1.193040,0.972808,0.121785,1.172642,0.812845,0.049828,-0.000039,0.001401,-0.012113,-0.003483,0.046586,0.009951,-0.008347,0.037652,0.019093,-0.000039,0.001401,-0.012113,0.007375,-0.135947,1.236587,-0.077913,-1.035089,2.593713,-0.077913,-1.035089,2.593713,0.007375,-0.135947,1.236587,0.021978,0.000000,0.007601,0.017543,0.017543,0.017523,0.022526,0.022526,0.009064,28.282505,28.282505,28.282498,28.282505,28.282505,28.282498,0.022526,0.022526,0.009064,0.0,-0.007033023925329538,0.0
16.205,1,1.576286,0.858279,0.190359,0.316873,0.328486,-0.177378,1.776153,0.975806,0.014646,1.761474,0.731675,0.033971,1.377269,0.975713,0.065419,1.362729,0.785240,0.013569,1.375349,0.877119,0.235295,-0.018902,0.166771,-1.178307,1.571332,0.965443,0.051371,1.575520,0.757525,0.127674,1.193617,0.973263,0.125134,1.160428,0.812332,0.061049,-0.014118,0.000223,-0.027515,-0.012285,0.055632,-0.034207,-0.016421,0.044930,0.004872,-0.013816,-0.001551,0.002916,0.180650,0.128238,1.410666,0.189376,-0.833924,3.556399,0.174736,-0.814929,3.284971,0.167443,0.147445,1.134976,0.021988,0.000000,0.007608,0.017663,0.017663,0.017642,0.022536,0.022536,0.009070,29.998033,29.998033,29.998026,29.998033,29.998033,29.998026,0.022536,0.022536,0.009070,0.0,-0.005998070334003892,0.0
16.216,1,1.576286,0.858279,0.190359,0.316873,0.328486,-0.177378,1.776153,0.975806,0.014646,1.761474,0.731675,0.033971,1.377269,0.975713,0.065419,1.362729,0.785240,0.013569,1.375744,0.883049,0.232013,-0.038821,0.189325,-1.194526,1.570908,0.964152,0.047216,1.575816,0.759327,0.130924,1.193913,0.975064,0.128385,1.160011,0.811000,0.057602,-0.001163,-0.005754,-0.013457,-0.013360,0.060508,-0.069157,-0.017495,0.049806,-0.030079,-0.001156,-0.005796,-0.012732,0.095947,0.583276,1.332034,0.190330,-0.425598,4.049467,0.190330,-0.425598,4.049467,0.095947,0.583276,1.332034,0.021999,0.000000,0.007616,0.017767,0.017767,0.017746,0.022546,0.022546,0.009077,31.620595,31.620595,31.620588,31.620595,31.620595,31.620588,0.022546,0.022546,0.009077,0.0,-0.0006034454765007219,0.0
16.227,0,1.576286,0.858279,0.190359,0.316873,0.328486,-0.177378,1.776153,0.975806,0.014646,1.761474,0.731675,0.033971,1.377269,0.975713,0.065419,1.362729,0.785240,0.013569,1.377963,0.889864,0.257621,-0.041725,0.217122,-0.950071,1.572672,0.964503,0.072287,1.562987,0.825104,0.061890,1.176949,1.030140,0.098428,1.161776,0.811350,0.082690,-0.000991,-0.004746,-0.013216,-0.015566,0.060784,-0.107088,-0.019702,0.050082,-0.068010,-0.000991,-0.004747,-0.013199,0.109492,0.468863,1.341551,0.275351,0.232862,4.418228,0.275351,0.232862,4.418228,0.109492,0.468863,1.341551,0.022003,0.000000,0.007608,0.017315,0.017315,0.017295,0.022551,0.022551,0.009070,0.022564,0.022564,0.009104,0.022564,0.022564,0.009104,0.022551,0.022551,0.009070,0.0,0.003867937387542139,0.0
16.238,0,1.576286,0.858279,0.190359,0.316873,0.328486,-0.177378,1.776153,0.975806,0.014646,1.761474,0.731675,0.033971,1.377269,0.975713,0.065419,1.362729,0.785240,0.013569,1.378402,0.890031,0.260733,-0.059425,0.186587,-0.929247,1.573063,0.963920,0.075337,1.563396,0.824622,0.065168,1.177358,1.029657,0.101707,1.162167,0.810767,0.085740,-0.000608,0.001379,-0.010280,-0.000590,0.001482,-0.010046,-0.000590,0.001482,-0.010046,-0.000608,0.001379,-0.010280,0.071997,-0.141024,1.054624,0.071997,-0.141024,1.054624,0.071997,-0.141024,1.054624,0.071997,-0.141024,1.054624,0.022008,0.000000,0.007601,0.016954,0.016954,0.016934,0.022555,0.022555,0.009064,0.022555,0.022555,0.009064,0.022555,0.022555,0.009064,0.022555,0.022555,0.009064,-1.3877787807814457e-17,0.002488979727321171,0.0
16.248,0,1.576286,0.858279,0.190359,0.316873,0.328486,-0.177378,1.776153,0.975806,0.014646,1.761474,0.731675,0.033971,1.377269,0.975713,0.065419,1.362729,0.785240,0.013569,1.378846,0.890075,0.263307,-0.075605,0.157585,-0.915002,1.573483,0.963560,0.077878,1.563816,0.824265,0.067714,1.177778,1.029301,0.104252,1.162586,0.810408,0.088281,-0.000765,0.001422,-0.010039,-0.000764,0.001425,-0.010033,-0.000764,0.001425,-0.010033,-0.000765,0.001422,-0.010039,0.088193,-0.132174,1.032217,0.088193,-0.132174,1.032217,0.088193,-0.132174,1.032217,0.088193,-0.132174,1.032217,0.022013,0.000000,0.007594,0.016664,0.016664,0.016646,0.022560,0.022560,0.009059,0.022560,0.022560,0.009059,0.022560,0.022560,0.009059,0.022560,0.022560,0.009059,1.3877787807814457e-17,0.0008920747176739199,0.0
16.259,0,1.577516,0.861805,0.191140,0.024602,0.070523,0.015612,1.776647,0.975148,0.013878,1.766098,0.760491,0.069825,1.382513,1.003113,0.111712,1.362938,0.785255,0.013488,1.379130,0.889768,0.265250,-0.076279,0.137145,-0.883384,1.574205,0.963907,0.080619,1.564148,0.824723,0.069369,1.178657,1.030589,0.106996,1.162854,0.811871,0.089318,-0.000374,0.002256,-0.008914,-0.000772,0.002370,-0.010027,-0.000212,0.003220,-0.008912,-0.000838,0.003399,-0.010660,0.084395,-0.143945,0.984037,0.084918,-0.144798,0.994143,0.084396,-0.143922,0.984001,0.085218,-0.145262,0.999882,0.022018,0.000000,0.007588,0.016431,0.016431,0.016413,0.022565,0.022565,0.009053,0.022565,0.022565,0.009053,0.022565,0.022565,0.009053,0.022565,0.022565,0.009053,0.0,-0.0008949866284020183,0.0
16.269,0,1.577516,0.861805,0.191140,0.024602,0.070523,0.015612,1.776647,0.975148,0.013878,1.766098,0.760491,0.069825,1.382513,1.003113,0.111712,1.362938,0.785255,0.013488,1.379402,0.889560,0.266808,-0.076952,0.119204,-0.857514,1.574482,0.963642,0.082184,1.564416,0.824460,0.070908,1.178938,1.030345,0.108561,1.163121,0.811631,0.090842,-0.000824,0.001317,-0.009403,-0.000834,0.001320,-0.009429,-0.000821,0.001340,-0.009403,-0.000836,0.001345,-0.009444,0.086688,-0.124324,0.959028,0.086688,-0.124324,0.959028,0.086688,-0.124324,0.959028,0.086688,-0.124324,0.959028,0.022024,0.000000,0.007582,0.016242,0.016242,0.016226,0.022570,0.022570,0.009048,0.022570,0.022570,0.009048,0.022570,0.022570,0.009048,0.022570,0.022570,0.009048,-1.3877787807814457e-17,-0.0028143886739241605,0.0
16.280,0,1.577516,0.861805,0.191140,0.024602,0.070523,0.015612,1.776647,0.975148,0.013878,1.766098,0.760491,0.069825,1.382513,1.003113,0.111712,1.362938,0.785255,0.013488,1.379644,0.889367,0.268042,-0.077766,0.102831,-0.836249,1.574723,0.963423,0.083411,1.564657,0.824241,0.072134,1.179179,1.030128,0.109788,1.163361,0.811414,0.092068,-0.000838,0.001168,-0.009153,-0.000838,0.001168,-0.009154,-0.000838,0.001169,-0.009153,-0.000838,0.001169,-0.009154,0.086986,-0.111566,0.932738,0.086986,-0.111566,0.932738,0.086986,-0.111566,0.932738,0.086986,-0.111566,0.932738,0.022029,0.000000,0.007576,0.016090,0.016090,0.016074,0.022576,0.022576,0.009044,0.022576,0.022576,0.009044,0.022576,0.022576,0.009044,0.022576,0.022576,0.009044,0.0,-0.00478593698843692,0.0
16.291,0,1.577516,0.861805,0.191140,0.024602,0.070523,0.015612,1.776647,0.975148,0.013878,1.766098,0.760491,0.069825,1.382513,1.003113,0.111712,1.362938,0.785255,0.013488,1.379869,0.889281,0.269013,-0.078606,0.088702,-0.818591,1.574942,0.963275,0.084372,1.564877,0.824093,0.073096,1.179399,1.029979,0.110749,1.163581,0.811265,0.093029,-0.000850,0.000962,-0.008939,-0.000850,0.000962,-0.008939,-0.000850,0.000962,-0.008939,-0.000850,0.000962,-0.008939,0.088080,-0.091317,0.911787,0.088080,-0.091317,0.911787,0.088080,-0.091317,0.911787,0.088080,-0.091317,0.911787,0.022034,0.000000,0.007571,0.015966,0.015966,0.015950,0.022581,0.022581,0.009039,0.022581,0.022581,0.009039,0.022581,0.022581,0.009039,0.022581,0.022581,0.009039,0.0,-0.006718490489211679,0.0
16.302,0,1.581292,0.864294,0.193654,0.075526,0.049779,0.050278,1.777552,0.973550,0.014805,1.766230,0.784612,0.015594,1.382998,1.027230,0.073277,1.362959,0.784734,0.014276,1.380019,0.888027,0.269829,-0.047779,0.096192,-0.839308,1.573848,0.971708,0.088119,1.563023,0.833477,0.068797,1.178866,1.038431,0.121825,1.161855,0.821210,0.091462,-0.001957,0.010967,-0.005938,-0.002735,0.011941,-0.014180,-0.001382,0.010985,0.001570,-0.002604,0.012515,-0.011382,0.068894,-0.191558,0.903813,0.073596,-0.202272,0.978532,0.064690,-0.182302,0.835885,0.072079,-0.199138,0.953301,0.022040,0.000000,0.007565,0.015865,0.015865,0.015850,0.022586,0.022586,0.009035,0.022586,0.022586,0.009035,0.022586,0.022586,0.009035,0.022586,0.022586,0.009035,-1.3877787807814457e-17,-0.008523353470365959,0.0
16.313,0,1.581292,0.864294,0.193654,0.075526,0.049779,0.050278,1.777552,0.973550,0.014805,1.766230,0.784612,0.015594,1.382998,1.027230,0.073277,1.362959,0.784734,0.014276,1.379971,0.888157,0.270679,-0.021300,0.114904,-0.857000,1.573734,0.971683,0.088990,1.562891,0.833475,0.069477,1.178766,1.038406,0.122870,1.161726,0.821222,0.092206,-0.000435,0.000963,-0.009132,-0.000453,0.000987,-0.009329,-0.000421,0.000964,-0.008953,-0.000450,0.001000,-0.009262,0.027068,-0.084218,0.957634,0.027068,-0.084218,0.957634,0.027068,-0.084218,0.957634,0.027068,-0.084218,0.957634,0.022045,0.000000,0.007560,0.015783,0.015783,0.015769,0.022592,0.022592,0.009030,0.022592,0.022592,0.009030,0.022592,0.022592,0.009030,0.022592,0.022592,0.009030,0.0,-0.010127412976128056,0.0
16.323,0,1.581292,0.864294,0.193654,0.075526,0.049779,0.050278,1.777552,0.973550,0.014805,1.766230,0.784612,0.015594,1.382998,1.027230,0.073277,1.362959,0.784734,0.014276,1.379906,0.888556,0.271403,0.002726,0.134256,-0.873404,1.573613,0.971454,0.089631,1.562769,0.833246,0.070113,1.178645,1.038177,0.123515,1.161604,0.820993,0.092844,-0.000154,0.000670,-0.009419,-0.000154,0.000671,-0.009424,-0.000153,0.000670,-0.009415,-0.000154,0.000671,-0.009422,0.002508,-0.078483,0.978778,0.002508,-0.078483,0.978778,0.002508,-0.078483,0.978778,0.002508,-0.078483,0.978778,0.022051,0.000000,0.007555,0.015716,0.015716,0.015702,0.022597,0.022597,0.009026,0.022597,0.022597,0.009026,0.022597,0.022597,0.009026,0.022597,0.022597,0.009026,0.0,-0.011483839712928642,0.0
16.334,3,1.581292,0.864294,0.193654,0.075526,0.049779,0.050278,1.777552,0.973550,0.014805,1.766230,0.784612,0.015594,1.382998,1.027230,0.073277,1.362959,0.784734,0.014276,1.380210,0.893076,0.267548,0.027898,0.188238,-0.930640,1.573757,0.974233,0.094532,1.562543,0.831083,0.065330,1.178419,1.036014,0.118732,1.161748,0.823772,0.097745,0.000227,0.002573,-0.009347,-0.000392,-0.005325,-0.010463,-0.000392,-0.005325,-0.010463,0.000227,0.002573,-0.009348,-0.034984,-0.269448,0.970947,0.026982,0.520312,1.082480,0.026982,0.520312,1.082480,-0.034984,-0.269448,0.970947,0.022060,0.000000,0.007559,0.016061,0.016061,0.016046,9.999521,9.999521,9.999499,0.022606,0.022606,0.009029,0.022606,0.022606,0.009029,9.999521,9.999521,9.999499,-1.3877787807814457e-17,-0.006578643270728796,0.0
16.346,3,1.581292,0.864294,0.193654,0.075526,0.049779,0.050278,1.777552,0.973550,0.014805,1.766230,0.784612,0.015594,1.382998,1.027230,0.073277,1.362959,0.784734,0.014276,1.380714,0.899127,0.263832,0.052618,0.251123,-0.981166,1.573846,0.977606,0.099538,1.562353,0.828344,0.060386,1.178229,1.033275,0.113789,1.161837,0.827145,0.102751,0.002432,-0.000532,0.011714,-0.000304,-0.006929,-0.011353,-0.000304,-0.006929,-0.011353,0.002431,-0.000532,0.011714,-0.230945,0.323192,-1.995605,0.017577,0.667276,1.168094,0.017577,0.667276,1.168094,-0.230945,0.323192,-1.995605,0.022070,0.000000,0.007564,0.016364,0.016364,0.016349,14.141429,14.141429,14.141414,0.022616,0.022616,0.009033,0.022616,0.022616,0.009033,14.141429,14.141429,14.141414,0.0,0.00036206728590034917,0.0
16.358,3,1.574732,0.870924,0.201009,-0.131195,0.132596,0.147111,1.781494,0.963590,0.026505,1.765226,0.783861,0.016018,1.387053,1.037641,0.046572,1.362763,0.784292,0.014521,1.380629,0.903380,0.259739,0.047969,0.265939,-1.018929,1.573375,0.978942,0.104102,1.570468,0.815249,0.068955,1.189319,1.030919,0.093199,1.161366,0.828481,0.107315,0.013229,-0.008098,0.038452,0.008943,-0.015199,0.002420,0.011990,-0.004198,-0.027451,0.009941,0.001809,0.022077,-0.167791,-0.231500,-1.799173,-0.099120,0.292257,1.002994,-0.096309,0.265899,1.274573,-0.167765,-0.244626,-1.651434,0.022079,0.000000,0.007569,0.016631,0.016631,0.016614,17.319616,17.319616,17.319604,0.022625,0.022625,0.009038,0.022625,0.022625,0.009038,17.319616,17.319616,17.319604,6.938893903907228e-18,0.00299903516700188,0.0
16.368,3,1.574732,0.870924,0.201009,-0.131195,0.132596,0.147111,1.781494,0.963590,0.026505,1.765226,0.783861,0.016018,1.387053,1.037641,0.046572,1.362763,0.784292,0.014521,1.380881,0.905187,0.255462,0.046729,0.257751,-1.055236,1.573213,0.978347,0.108347,1.570792,0.815344,0.064855,1.189713,1.031270,0.088404,1.161204,0.827887,0.111560,0.014272,-0.000715,0.052102,0.000568,0.000965,-0.010757,0.000640,0.001227,-0.011468,0.010984,0.009192,0.035727,-0.119187,-0.697047,-1.149025,-0.035991,-0.132050,1.133125,-0.035991,-0.132050,1.133125,-0.119187,-0.697047,-1.149025,0.022089,0.000000,0.007575,0.016864,0.016864,0.016848,19.998938,19.998938,19.998927,0.022634,0.022634,0.009043,0.022634,0.022634,0.009043,19.998938,19.998938,19.998927,0.0,0.0023443413084431285,0.0
16.378,3,1.574732,0.870924,0.201009,-0.131195,0.132596,0.147111,1.781494,0.963590,0.026505,1.765226,0.783861,0.016018,1.387053,1.037641,0.046572,1.362763,0.784292,0.014521,1.381016,0.905835,0.251162,0.044575,0.240096,-1.088853,1.572997,0.977113,0.112384,1.570961,0.816288,0.060601,1.189884,1.032221,0.084133,1.160989,0.826652,0.115597,0.015513,0.008409,0.058196,0.000517,0.002936,-0.011261,0.000519,0.002943,-0.011278,0.012225,0.018316,0.041821,-0.131448,-0.937501,-0.342209,-0.050812,-0.291178,1.152209,-0.050812,-0.291178,1.152209,-0.131448,-0.937501,-0.342209,0.022099,0.000000,0.007581,0.017069,0.017069,0.017052,22.359450,22.359450,22.359440,0.022644,0.022644,0.009048,0.022644,0.022644,0.009048,22.359450,22.359450,22.359440,0.0,-3.122502256758253e-17,0.0
16.389,3,1.574732,0.870924,0.201009,-0.131195,0.132596,0.147111,1.781494,0.963590,0.026505,1.765226,0.783861,0.016018,1.387053,1.037641,0.046572,1.362763,0.784292,0.014521,1.381103,0.906034,0.246925,0.042200,0.220146,-1.119357,1.572784,0.975822,0.116247,1.571128,0.817321,0.056457,1.190051,1.033254,0.079989,1.160775,0.825361,0.119460,0.016700,0.018377,0.055293,0.000542,0.003306,-0.011557,0.000542,0.003306,-0.011557,0.013412,0.028284,0.038919,-0.131101,-1.065620,0.612277,-0.053474,-0.323691,1.180663,-0.053474,-0.323691,1.180663,-0.131101,-1.065620,0.612277,0.022109,0.000000,0.007587,0.017249,0.017249,0.017230,24.493497,24.493497,24.493489,0.022654,0.022654,0.009053,0.022654,0.022654,0.009053,24.493497,24.493497,24.493489,0.0,-0.002850968032181423,0.0
16.400,3,1.569070,0.882791,0.192806,-0.113251,0.237339,-0.164064,1.785505,0.963290,0.047758,1.765819,0.776906,0.014676,1.392364,1.037601,0.017400,1.364620,0.790754,0.018668,1.381187,0.906267,0.242809,0.040037,0.202360,-1.146592,1.572601,0.974765,0.119948,1.571274,0.818191,0.052413,1.190197,1.034123,0.075945,1.160592,0.824304,0.123161,0.017780,0.028719,0.042899,0.000498,0.002900,-0.011890,0.000498,0.002900,-0.011890,0.014492,0.038626,0.026525,-0.123494,-1.124647,1.618688,-0.049031,-0.282192,1.213384,-0.049031,-0.282192,1.213384,-0.123494,-1.124647,1.618688,0.022119,0.000000,0.007594,0.017406,0.017406,0.017387,26.455935,26.455935,26.455927,0.022664,0.022664,0.009059,0.022664,0.022664,0.009059,26.455935,26.455935,26.455927,0.0,-0.005484325205186071,0.0
16.411,3,1.569070,0.882791,0.192806,-0.113251,0.237339,-0.164064,1.785505,0.963290,0.047758,1.765819,0.776906,0.014676,1.392364,1.037601,0.017400,1.364620,0.790754,0.018668,1.380572,0.907600,0.238873,0.053829,0.183902,-1.172131,1.572042,0.974457,0.123499,1.579851,0.809570,0.063116,1.202193,1.032530,0.056816,1.160033,0.823996,0.126711,0.025830,0.031941,0.030977,0.009945,-0.008192,0.002745,0.013447,-0.000993,-0.027815,0.021472,0.048636,-0.006079,-0.270098,-1.003035,2.517071,-0.150734,-0.079495,1.112406,-0.165324,-0.097188,1.389471,-0.281307,-1.014248,2.704512,0.022130,0.000000,0.007601,0.017543,0.017543,0.017523,28.282505,28.282505,28.282498,0.022674,0.022674,0.009064,0.022674,0.022674,0.009064,28.282505,28.282505,28.282498,0.0,-0.007033023925329538,0.0
