t, p_b_vpsp_x, p_b_vpsp_y, FL_cw_vp_x, FL_cw_vp_y, FR_cw_vp_x, FR_cw_vp_y, BL_cw_vp_x, BL_cw_vp_y, BR_cw_vp_x, BR_cw_vp_y, FL_ccw_vp_x, FL_ccw_vp_y, FR_ccw_vp_x, FR_ccw_vp_y, BL_ccw_vp_x, BL_ccw_vp_y, BR_ccw_vp_x, BR_ccw_vp_y, FL_vt_x, FL_vt_y, FR_vt_x, FR_vt_y, BL_vt_x, BL_vt_y, BR_vt_x, BR_vt_y, FL_phase, FR_phase, BL_phase, BR_phase
7.379,-0.004282419952335706,-0.0004040445091315764,0.21843520653288342,0.09278229795816811,-0.013499908558148671,-0.10644972957386195,-0.013500137879406099,0.10303288815924999,-0.1815647934671166,-0.08774865129900278,0.17613993015206095,0.11330964164831167,0.18649997678122263,0.005965994571852838,-0.2135000232187774,-0.009382835986464791,-0.13926951708629412,-0.10827599498914633,0.40028511210193857,0.20683923334244492,0.22770739582571325,-0.14192563443154654,-0.32999764752733557,0.1287476908721107,-0.3151245402096591,-0.19527746781953537,1,0,0,1
7.392,0.004057214908397111,0.00014112313727222825,0.21790086537844033,0.09723919789277426,-0.04437534122069549,-0.10772863187253248,0.03458890565904944,0.1056057276014705,-0.1820991346215597,-0.09192829583538716,0.18401678414755354,0.1138577527909192,0.195106782219177,0.026879226930809727,-0.20489321778082303,-0.02900213120187172,-0.14821505339067287,-0.1085468507335321,0.3663123336455786,0.19094592019413076,0.198959743114227,-0.11661061387506931,-0.25539888272429156,0.1062310124181723,-0.2936443344019256,-0.18000182618814484,1,0,0,1
7.404,0.00995016635089721,0.0012313095447421055,0.21677649068808266,0.1011280829692851,-0.0750217044334994,-0.10814464092130466,0.07814554644721122,0.1080234276181079,-0.18322350931191736,-0.09544056135853611,0.1899605585489252,0.11431834503800524,0.20156192100685594,0.04731719090907566,-0.1984380789931441,-0.047438404212272405,-0.1564075771727599,-0.10863082342725625,0.3316792275329135,0.174758802947908,0.16680644987315263,-0.08968714051602639,-0.18689504818052016,0.08429209799100518,-0.27178996382195714,-0.16443852224391836,1,0,0,1
7.417,0.013345386128780834,0.0022561697095621613,0.21516768067504724,0.10435294043016399,-0.1035832378476855,-0.10842163613209271,0.11510632943019995,0.11015829139588046,-0.18483231932495278,-0.09834044932195052,0.19418753752724935,0.11469863118225135,0.20576154579125724,0.0654545528690291,-0.1942384542087428,-0.06371789760524134,-0.1638521761771549,-0.10868614007403787,0.29934128667109267,0.1596235180208797,0.13398765783346545,-0.06501975921492104,-0.12846819416795857,0.06440200219795775,-0.2514792058214762,-0.14998108216566777,1,0,0,1
7.429,0.014444774274312185,0.0030180698014200605,0.2131713718142206,0.10692914022349771,-0.12866614156348202,-0.10876716898173118,0.14438431829788584,0.11192949099450857,-0.18682862818577942,-0.10068870329236104,0.19691689905173745,0.1150065770268441,0.2078590883672019,0.08038657654051078,-0.19214091163279812,-0.07722425452773339,-0.17057415542329626,-0.10876614009570743,0.2713388676435155,0.14656761721187087,0.1029516250911746,-0.0444884047125747,-0.08231394051079076,0.047576771430209455,-0.2341974551266506,-0.1375837047238254,1,0,0,1
7.442,0.01363028815856722,0.003719384603745629,0.21087372606568264,0.1089547960461454,-0.14951129849345163,-0.10902620689259196,0.16589814874490347,0.11344188049858356,-0.18912627393431738,-0.10250819508347443,0.19835957123993467,0.1152894391879833,0.20819342512572592,0.09203208605472249,-0.19180657487427408,-0.08761641244873089,-0.17661211910856942,-0.10884283822531234,0.24863908647679447,0.13614580782261698,0.07545615519438509,-0.028223571597542185,-0.04878322576294519,0.03466618432175145,-0.22079086327396547,-0.12771088213184373,1,0,0,1
7.454,0.011364574175879355,0.004409128472829302,0.2083492991905451,0.11059839328669822,-0.16599414328023573,-0.10890195234428844,0.1803739924414494,0.11446732953624188,-0.1916507008094549,-0.10392196635257109,0.19870928719862138,0.11549116308486794,0.20718992458060684,0.10085695405225291,-0.19281007541939318,-0.09529157686029947,-0.18201068881753119,-0.1088147361507408,0.2312522323074029,0.12842560771563347,0.05240421085930713,-0.015278919846451869,-0.02675105602118477,0.024896185691113834,-0.21144709044200782,-0.12040635966897822,1,0,0,1
7.467,0.008099227730242582,0.0048592029049824015,0.20566135800910884,0.11179596035091142,-0.17847697851182867,-0.1088521293235003,0.18901407596320505,0.11517176042652971,-0.19433864199089118,-0.10494984154663776,0.19813598043375089,0.11565187936843295,0.2052685487256882,0.10684315099570484,-0.19473145127431182,-0.10052351989267543,-0.1868132644155332,-0.10880576056415929,0.21853321264689723,0.12312480579403437,0.03392713070798656,-0.006477352186232591,-0.014224682355332585,0.018195096453018825,-0.20583875007858085,-0.115405738440891,1,0,0,1
7.479,0.004214680668676189,0.00508430025029067,0.20286316187698905,0.11261074669757733,-0.18757688827789462,-0.10882388288225166,0.19314308773825795,0.1155380105383153,-0.19713683812301094,-0.1056803600904705,0.19678146752094938,0.11573282476249845,0.20278309973018166,0.11058924655518737,-0.19721690026981833,-0.10387511889912372,-0.19105514376697127,-0.10880243815539162,0.2095449876640699,0.11980418651086462,0.019650418442454742,-0.0009408329906451796,-0.008976479500699214,0.01375497460881081,-0.20336020393112067,-0.11228112712786756,1,0,0,1
7.492,-8.326672684688674e-17,0.005171325621130488,0.19999999999999996,0.11304869205488012,-0.1939183056439604,-0.10884727578631852,0.1939183056439603,0.11572706622255215,-0.20000000000000007,-0.10611093606616882,0.19475723061649963,0.11577379084859633,0.19999999999999996,0.11256590906665043,-0.20000000000000007,-0.1056861186304168,-0.19475723061649974,-0.10883603485988504,0.20338059736186534,0.118023596826871,0.009042829231635269,0.0019347029122258053,-0.00904282923163549,0.011335308290163992,-0.20338059736186545,-0.11060830554473884,1,0,0,1
7.504,-0.0043323390362041345,0.00521434548329517,0.1971117739758639,0.11320737463279934,-0.19792049376351517,-0.10883194485727145,0.192144041715243,0.11578440550166501,-0.2028882260241361,-0.10625491398840578,0.192144041715243,0.11578440550166501,0.1971117739758639,0.11320737463279934,-0.2028882260241361,-0.10625491398840578,-0.19792049376351517,-0.10883194485727145,0.19938768854475172,0.11746825645705944,0.0017597060850157997,0.002904132676120344,-0.013020098877780883,0.01057121528579795,-0.20545665189680318,-0.11008622248579705,1,0,0,1
7.517,-0.00860836144284955,0.005160280751025408,0.19423592462225747,0.11304592535628014,-0.1996446293979386,-0.10885048519989932,0.18819198188998204,0.11571554914265951,-0.20576407537774255,-0.1061208644496609,0.18899315523875712,0.11576386246510426,0.19427367624602176,0.11256269965306963,-0.2057263237539783,-0.10569763571030943,-0.2005213059942422,-0.10883880155848502,0.19728396217915484,0.11802340380784823,-0.002077258471353066,0.0019251588025597233,-0.020162916934623965,0.011301058957455312,-0.209477232544576,-0.11060849856376163,1,0,0,1
7.529,-0.0126440420060289,0.004914040292060832,0.1914105143690326,0.11246870738676853,-0.1987092871986215,-0.10904902748494968,0.18201068881753107,0.11553614186337355,-0.20858948563096738,-0.10568153900081376,0.18532882001299295,0.11573164585215519,0.1916507008094548,0.11036410195248934,-0.2083492991905452,-0.10387698757406548,-0.2025077912749277,-0.10894447746620041,0.19717542019817122,0.11980073494744119,-0.001697459441056759,-0.0016094204954416602,-0.030324357384210687,0.013749425407534765,-0.21572977139701938,-0.11228457869129098,1,0,0,1
7.542,-0.016198455460485497,0.004517205953987219,0.18867728398178216,0.1115953890453749,-0.19428262468889343,-0.10928535420692073,0.1732084297861403,0.1151489893752899,-0.21132271601821787,-0.1049603839223193,0.18115190640642417,0.11564133699275142,0.18946290254862344,0.10640992611228439,-0.21053709745137658,-0.10054629094391523,-0.20379733844285988,-0.10900633186969581,0.19949151879442242,0.1231162269400815,0.004373458179005196,-0.007760725932379989,-0.043778354884313975,0.018127640103091244,-0.22488044393105563,-0.11541431729484386,1,0,0,1
7.554,-0.018940956959799173,0.004252787573072188,0.18608450134909135,0.11044744104738063,-0.1851672754951874,-0.1093218610548985,0.1612008602264977,0.11467878371384245,-0.21391549865090864,-0.10384595106444931,0.17644448935716764,0.11556717837298972,0.18801679236565516,0.10043704534164286,-0.21198320763434486,-0.0950801226826989,-0.20427548665898493,-0.1089656883900584,0.20484537648687592,0.1284205839551385,0.01820000440847705,-0.01651840635325305,-0.060955262472014854,0.025520356119876506,-0.2378539462625348,-0.12041138342947319,1,0,0,1
7.567,-0.02044543223785108,0.003646986999127466,0.18368941090147592,0.10883079705070743,-0.16999486130776656,-0.10944529806223313,0.1454145859305885,0.11376444152873384,-0.2163105890985241,-0.10241275703418239,0.17117525607572798,0.11538487723727535,0.18770986231141099,0.09161299488508132,-0.21229013768858904,-0.0872938514185806,-0.20379643427277616,-0.1089668372207503,0.21382880747325805,0.13614278783983963,0.04211499340508498,-0.02945462224755073,-0.08212438755224541,0.03561368451884203,-0.2556011422775019,-0.12771390211462108,1,0,0,1
7.579,-0.020222683984037287,0.0036616284574414876,0.18156007946009103,0.10690112670449911,-0.14752795364476667,-0.10887656358980317,0.1255225062166011,0.11289696381060912,-0.218439920539909,-0.10044095508436318,0.16530560669760788,0.11525432523484196,0.18899727628591723,0.08027718193243875,-0.2110027237140828,-0.0762567817116328,-0.20218544777742584,-0.10879415361470603,0.2267691726232775,0.1466024862340221,0.0781864035947138,-0.044807697778404376,-0.10707916200725169,0.05040056107582243,-0.27876715014688874,-0.1375488357016742,1,0,0,1
7.592,-0.017793848171707996,0.00352861865814362,0.17977642576660355,0.10453239651492845,-0.1170268446939525,-0.10764620623740498,0.10166272258393297,0.11107946009930135,-0.22022357423339647,-0.0981272652158747,0.15879628261880566,0.11491181528832717,0.19231793894499025,0.06622998276371683,-0.20768206105500978,-0.06279672890182045,-0.19924343108559858,-0.10850668398927342,0.24350219234653991,0.15971250522451136,0.12754828355704048,-0.06277481268181598,-0.1349075684443835,0.0670688770519152,-0.3073183001460289,-0.1498920949620361,1,0,0,1
7.604,-0.01279307102258237,0.0024550574067871284,0.1784302262581793,0.10134636972119161,-0.07859180959202731,-0.10714000832472366,0.07457544128868329,0.10865045883758692,-0.2215697737418207,-0.09530431990199781,0.15161429411902186,0.11445458649454354,0.19799181584832798,0.048321823505656655,-0.20200818415167202,-0.04681137299279339,-0.19475384160266326,-0.10841253667534974,0.2632343547203917,0.17486818941332147,0.18976484793871523,-0.08680794352395688,-0.1639366501149575,0.08608911951628881,-0.3402348366344789,-0.1643291357785049,1,0,0,1
7.617,-0.0050715186354966385,0.0026653596832615645,0.17762391827694948,0.09794966028697982,-0.03336560121384388,-0.10436298314454667,0.045598645665901154,0.10560572760147048,-0.22237608172305057,-0.09192829583538716,0.14373983704606266,0.1138577527909192,0.20611652222602866,0.03024487565879557,-0.19388347777397139,-0.029002131201871756,-0.18849200049216375,-0.10783638833932653,0.28456083449646874,0.19123102498136496,0.26245377517554924,-0.10708387726558037,-0.1919048506629692,0.10623101241817223,-0.37539583355103534,-0.17971672140091055,1,0,0,1
7.629,-0.0015159840565827226,0.0019732296377826253,0.176516437185685,0.0934526130760721,0.01199985954072974,-0.10328004146979372,0.012000088861987224,0.10303290310285004,-0.22348356281431503,-0.08774865129900278,0.13422116080486252,0.11330964164831167,0.21199997420135847,0.009135811572571054,-0.1880000257986415,-0.009382949939514725,-0.18118828643349255,-0.10760567987124235,0.3047104320328594,0.20717427255609316,0.3288144228791845,-0.13308670666823635,-0.2288899810061217,0.12874755073445798,-0.4106988101322531,-0.1949421980711843,1,1,1,1
7.642,-0.0024324650639110657,0.0015477376346478833,0.17573130465379033,0.08818959376144425,0.03337146358604026,-0.10273434159865691,-0.006418681044229629,0.10173644362577329,-0.2242686953462097,-0.08285709715433784,0.1235921728591663,0.11266817194723555,0.21347639127090534,-0.0015011542218238347,-0.18652360872909468,0.0005032562489402231,-0.17212956355158565,-0.10733567534012914,0.3071723502975272,0.2113559495823616,0.35430514368304,-0.14440983176151742,-0.24805438248022885,0.13838936817959266,-0.42315297175598265,-0.1991445354618453,1,1,1,1
7.654,-0.0034158587694870235,0.001106330026938926,0.17528182326559605,0.0821289924344791,0.054365601213843734,-0.1021970935050481,-0.024598645665901225,0.10046006366062957,-0.22471817673440395,-0.07722425452773336,0.11180705319627993,0.11192949099450857,0.21488347777397127,-0.011973375120310749,-0.18511652222602876,0.010236345275892213,-0.16124340666508782,-0.10702475308776283,0.3073330394247434,0.21383151193665062,0.3767978029960183,-0.15460306902057605,-0.2656432037183118,0.1470138139486313,-0.432151073780398,-0.20181693675695017,1,1,1,1
7.667,-0.004455165810795941,0.0006530278682521581,0.17517249406313204,0.07526011361498179,0.0746222679035519,-0.1016763579805397,-0.042312047041022705,0.09922291382514759,-0.22482750593686796,-0.07084018282856094,0.0988502982269893,0.111092295198775,0.21615511043126462,-0.022123727456995326,-0.1838448895687354,0.01967028330160321,-0.14850531010072524,-0.10667236441235414,0.3049174631593402,0.21433474462115623,0.3955450959326596,-0.1633698803751764,-0.2812224714351471,0.15436283287128294,-0.4370607509000364,-0.20271558564425413,1,1,1,1
7.679,-0.005528445446011762,0.0001920850972344304,0.1753974236812378,0.06759696125357888,0.09381494116443526,-0.10117944612705107,-0.05935230971627545,0.09804236364399213,-0.2246025763187622,-0.06371789760524135,0.08474220732018053,0.11015829139588044,0.21723131572407992,-0.03180970076935187,-0.1827686842759201,0.028672618286292917,-0.13394735995770493,-0.10627922774754292,0.2997470093178116,0.21267134826177703,0.40995881317941946,-0.1704694958717524,-0.2944233211105414,0.16022786239667136,-0.43739628317073664,-0.20166137439775828,1,1,1,1
