t, p_b_vpsp_x, p_b_vpsp_y, FL_cw_vp_x, FL_cw_vp_y, FR_cw_vp_x, FR_cw_vp_y, BL_cw_vp_x, BL_cw_vp_y, BR_cw_vp_x, BR_cw_vp_y, FL_ccw_vp_x, FL_ccw_vp_y, FR_ccw_vp_x, FR_ccw_vp_y, BL_ccw_vp_x, BL_ccw_vp_y, BR_ccw_vp_x, BR_ccw_vp_y, FL_vt_x, FL_vt_y, FR_vt_x, FR_vt_y, BL_vt_x, BL_vt_y, BR_vt_x, BR_vt_y, FL_phase, FR_phase, BL_phase, BR_phase
2.217,0.0,7.72723767970343e-05,0.2,0.08656279497853357,-0.18374552723751686,-0.09010969352972714,0.18374552723751686,0.09021272336545652,-0.2,-0.08651509497455803,0.19247462242464203,0.09009848511653087,0.2,0.08257579372715543,-0.2,-0.08247276389142605,-0.19247462242464203,-0.09005078511255533,0.21218598136273903,0.09548562995927104,0.024075906531659585,-0.011159111102284416,-0.024075906531659585,0.011464323917395589,-0.21218598136273903,-0.09548175326719407,1,0,0,1
2.229,0.0,8.243807684039928e-05,0.2,0.08722100223335706,-0.1903599880080763,-0.09006694661661448,0.1903599880080763,0.09017686405240168,-0.2,-0.08715165748052715,0.19391830564396034,0.09011158005925497,0.2,0.08559504798701985,-0.2,-0.08548513055123265,-0.19391830564396034,-0.09004223530642506,0.2064525957975953,0.09290533931954001,0.014313448971576992,-0.006639856142750963,-0.014313448971576992,0.0069662660288682815,-0.2064525957975953,-0.09290199689829573,1,0,0,1
2.242,0.0,4.428349606350884e-05,0.2,0.08760420965206897,-0.19391830564396034,-0.09004239175608651,0.19391830564396034,0.09010143641750452,-0.2,-0.08755330976709956,0.1947572306164997,0.09008744401032527,0.2,0.08722084578369561,-0.2,-0.0871618011222776,-0.1947572306164997,-0.09003654412535586,0.2033805973618654,0.09152204270669727,0.00904282923163538,-0.0041953371714908705,-0.00904282923163538,0.004370923368029203,-0.2033805973618654,-0.09152049491898157,1,0,0,1
2.254,0.0,3.061226359763261e-05,0.2,0.08770598108728699,-0.1950322677393791,-0.09005853939543358,0.1950322677393791,0.09009935574689709,-0.2,-0.08766516473582348,0.1950322677393791,0.09009935574689709,0.2,0.08770598108728699,-0.2,-0.08766516473582348,-0.1950322677393791,-0.09005853939543358,0.20242217022077744,0.09109048351111465,0.007389902481398342,-0.0034996202627139567,-0.007389902481398342,0.0036210554935748596,-0.20242217022077744,-0.09108946968758502,1,0,0,1
2.267,0.0,3.8855229761054766e-05,0.2,0.08758080138297929,-0.19391830564396031,-0.0900695457137745,0.19391830564396031,0.09012135268678924,-0.2,-0.0875361408005704,0.1947572306164997,0.09010461297685443,0.20000000000000004,0.08719369182600763,-0.20000000000000004,-0.08714188485299289,-0.1947572306164997,-0.09005995239444554,0.20338059736186545,0.09152194784286936,0.009042829231635463,-0.004276087234864792,-0.009042829231635463,0.0044301500938491445,-0.20338059736186545,-0.0915205897828095,1,0,0,1
2.279,0.0,4.181033519405283e-05,0.2,0.08719222369862842,-0.1903599880080763,-0.0901125630852584,0.1903599880080763,0.09016831019885048,-0.2,-0.08715705393884154,0.19391830564396034,0.09010618360094058,0.2,0.08554943151837592,-0.2,-0.08549368440478385,-0.19391830564396034,-0.09007101384115371,0.2064525957975953,0.09290451570118312,0.014313448971576992,-0.006775318421583285,-0.014313448971576992,0.006940864577829012,-0.2064525957975953,-0.09290282051665263,1,0,0,1
2.292,0.0,0.00013301049898014478,0.2,0.08652956800538147,-0.18374552723751686,-0.09018146227816162,0.18374552723751686,0.09035880961013515,-0.2,-0.08644746102753083,0.19247462242464203,0.09016611906355808,0.2,0.08250402497872095,-0.2,-0.08232667764674742,-0.19247462242464203,-0.09008401208570743,0.21218598136273903,0.09548702812732027,0.024075906531659585,-0.011371716912937438,-0.024075906531659585,0.011897085880682598,-0.21218598136273903,-0.09548035509914485,1,0,0,1
2.304,6.938893903907228e-18,0.00015915063157652398,0.2,0.08556094614747418,-0.17318406786084256,-0.0902810897481691,0.17318406786084256,0.09049329059027114,-0.2,-0.08548466244225206,0.1903599880080763,0.09017733216138227,0.2,0.07765174078921004,-0.2,-0.077439539947108,-0.1903599880080763,-0.09010104845616014,0.22134966137470538,0.09961246166527381,0.03957763344024595,-0.018639655749902215,-0.03957763344024595,0.01926603018289552,-0.22134966137470538,-0.09960223357196102,1,0,0,1
2.317,0.0,0.0008199865680879811,0.2,0.08424174724581332,-0.15770472361917753,-0.09042883879265899,0.15770472361917753,0.0915221542167763,-0.2,-0.08391826151261722,0.18748584517425204,0.09045036881579618,0.2,0.0705382868359709,-0.2,-0.06944497141185359,-0.18748584517425204,-0.09012688308260008,0.23471497487537996,0.10565594349014792,0.06211969047866517,-0.0292135443181432,-0.06211969047866517,0.032425080998041214,-0.23471497487537996,-0.10558753389769401,1,0,0,1
2.329,-1.3877787807814457e-17,-4.085084580205539e-05,0.2,0.08213012328015167,-0.1365252299306839,-0.09216873233865447,0.1365252299306839,0.09211426454425173,-0.2,-0.08214407126735328,0.18374552723751686,0.09054141598952929,0.2,0.05926762113015327,-0.2,-0.05932208892455601,-0.18374552723751686,-0.0905553639767309,0.2527681613850831,0.113743459260086,0.09263278280098272,-0.048014691272766766,-0.09263278280098272,0.04785571461596131,-0.2527681613850831,-0.11374788598648877,1,0,0,1
