t, contact_pattern_index, p_x_true, p_y_true, p_z_true, v_x_true, v_y_true, v_z_true, p_x_est, p_y_est, p_z_est, v_x_est, v_y_est, v_z_est, p_1x_est, p_1y_est, p_1z_est, p_2x_est, p_2y_est, p_2z_est, p_3x_est, p_3y_est, p_3z_est, p_4x_est, p_4y_est, p_4z_est, y_p_1x, y_p_1y, y_p_1z, y_p_2x, y_p_2y, y_p_2z, y_p_3x, y_p_3y, y_p_3z, y_p_4x, y_p_4y, y_p_4z, y_v_1x, y_v_1y, y_v_1z, y_v_2x, y_v_2y, y_v_2z, y_v_3x, y_v_3y, y_v_3z, y_v_4x, y_v_4y, y_v_4z, P_p_bx_std, P_p_by_std, P_p_bz_std, P_v_bx_std, P_v_by_std, P_v_bz_std, P_p_1x_std, P_p_1y_std, P_p_1z_std, P_p_2x_std, P_p_2y_std, P_p_2z_std, P_p_3x_std, P_p_3y_std, P_p_3z_std, P_p_4x_std, P_p_4y_std, P_p_4z_std, p_vpsp_x, p_vpsp_y, p_vpsp_z
2.004,0,-0.03142787842700665,-0.0026400044048003044,0.2144701002278668,0.00016777174467111263,-0.001462208715787719,-1.8527063496837082e-06,-0.000644,-0.000137,0.199488,-0.000921,0.008660,-0.098281,0.217611,0.088576,0.019377,0.212770,-0.091265,0.014660,-0.180470,0.100360,-0.013607,-0.185311,-0.079481,-0.018324,0.022610,-0.001596,0.024194,0.016571,-0.001398,0.018308,0.025004,0.013105,-0.016955,0.018965,0.013302,-0.022840,0.000914,-0.008666,0.098330,0.000914,-0.008666,0.098330,0.000914,-0.008666,0.098330,0.000914,-0.008666,0.098330,0.000985,0.000000,0.000984,0.001118,0.001118,0.001118,0.004546,0.004546,0.004546,0.004546,0.004546,0.004546,0.004546,0.004546,0.004546,0.004546,0.004546,0.004546,0.0,0.0,0.0
2.017,0,-0.03142570609770083,-0.00265735882736189,0.21446927306627717,0.0001764083578959858,-0.0013516742723035339,-9.44755645829673e-05,-0.000774,0.000028,0.197989,-0.002014,0.004359,-0.200146,0.230891,0.080733,0.031501,0.230529,-0.098846,0.041496,-0.162595,0.077116,-0.037622,-0.162956,-0.102463,-0.027626,0.016179,-0.009592,0.014656,0.021591,-0.009275,0.032434,0.021732,-0.028200,-0.029009,0.027144,-0.027883,-0.011231,0.002005,-0.004354,0.200265,0.002005,-0.004354,0.200265,0.002005,-0.004354,0.200265,0.002005,-0.004354,0.200265,0.000984,0.000000,0.000984,0.001224,0.001224,0.001224,0.004647,0.004647,0.004647,0.004647,0.004647,0.004647,0.004647,0.004647,0.004647,0.004647,0.004647,0.004647,0.0,0.0,0.0
2.029,0,-0.03142344931227725,-0.002675066004230284,0.21446885711461916,0.00018369556635165798,-0.0014486478867792674,-5.497417752103884e-06,-0.000693,0.000026,0.195528,-0.000228,-0.000907,-0.292405,0.129193,0.123127,-0.033613,0.150813,-0.054476,-0.046653,-0.247973,0.066339,0.058284,-0.226353,-0.111265,0.045244,-0.122874,0.051197,-0.078603,-0.096339,0.053582,-0.106411,-0.103173,-0.012988,0.115770,-0.076638,-0.010602,0.087962,0.000280,0.000897,0.292607,0.000280,0.000897,0.292607,0.000280,0.000897,0.292607,0.000280,0.000897,0.292607,0.000985,0.000000,0.000984,0.001322,0.001322,0.001322,0.004655,0.004655,0.004655,0.004655,0.004655,0.004655,0.004655,0.004655,0.004655,0.004655,0.004655,0.004655,0.0,0.0,0.0
2.042,0,-0.031421051952086734,-0.002692299614992662,0.21446804128358457,0.00019778487600461168,-0.001345222621004195,-9.780507969474328e-05,-0.000691,0.000016,0.192091,0.001826,-0.002411,-0.397437,0.175010,0.066484,-0.033365,0.178151,-0.111271,-0.012295,-0.220184,0.061770,0.006124,-0.217043,-0.115985,0.027194,0.055313,-0.068382,0.000283,0.033007,-0.068565,0.041457,0.033551,-0.005522,-0.062980,0.011245,-0.005705,-0.021806,-0.001848,0.002435,0.397761,-0.001848,0.002435,0.397761,-0.001848,0.002435,0.397761,-0.001848,0.002435,0.397761,0.000985,0.000000,0.000984,0.001413,0.001413,0.001413,0.004656,0.004656,0.004656,0.004656,0.004656,0.004656,0.004656,0.004656,0.004656,0.004656,0.004656,0.004656,0.0,0.0,0.0
2.054,0,-0.03141858694279728,-0.0027099010371882727,0.2144676448549824,0.00019528246964690035,-0.0014385934048925413,2.953830858062889e-06,-0.000664,-0.000018,0.187651,0.003993,-0.004081,-0.494372,0.203935,0.102822,0.002536,0.213582,-0.076392,0.000104,-0.193391,0.083025,-0.020041,-0.183744,-0.096188,-0.022474,0.034918,0.043865,0.043312,0.042772,0.042105,0.014942,0.032344,0.025659,-0.031609,0.040198,0.023898,-0.059978,-0.004022,0.004062,0.494822,-0.004022,0.004062,0.494822,-0.004022,0.004062,0.494822,-0.004022,0.004062,0.494822,0.000986,0.000000,0.000985,0.001498,0.001498,0.001498,0.004656,0.004656,0.004656,0.004656,0.004656,0.004656,0.004656,0.004656,0.004656,0.004656,0.004656,0.004656,0.0,0.0,0.0
2.067,0,-0.03141596331840686,-0.0027270830114655667,0.2144668162875589,0.0002186888908361029,-0.0013437507172635124,-0.00010236439825152266,-0.000650,-0.000069,0.182272,-0.001297,-0.005632,-0.587043,0.206347,0.134711,0.020307,0.182663,-0.027433,-0.045905,-0.188277,0.178013,0.048898,-0.211961,0.015870,-0.017314,0.002911,0.038497,0.021416,-0.037323,0.059102,-0.055573,0.006173,0.114664,0.083181,-0.034061,0.135270,0.006192,0.001310,0.005571,0.587618,0.001310,0.005571,0.587618,0.001310,0.005571,0.587618,0.001310,0.005571,0.587618,0.000987,0.000000,0.000986,0.001578,0.001578,0.001578,0.004657,0.004657,0.004656,0.004657,0.004657,0.004656,0.004657,0.004657,0.004656,0.004657,0.004657,0.004656,0.0,0.0,0.0
2.079,0,-0.03141331471474382,-0.0027446388147524437,0.21446643714636443,0.00020705515272310387,-0.0014339957307606215,7.083781810086898e-06,-0.000680,-0.000105,0.175968,-0.004977,-0.002064,-0.682068,0.181184,0.063433,-0.044157,0.150880,-0.111010,-0.048521,-0.208040,0.130939,0.013889,-0.238344,-0.043504,0.009525,-0.030376,-0.086044,-0.077869,-0.038368,-0.100890,-0.003212,-0.023858,-0.056828,-0.042313,-0.031850,-0.071674,0.032345,0.005009,0.002133,0.682837,0.005009,0.002133,0.682837,0.005009,0.002133,0.682837,0.005009,0.002133,0.682837,0.000988,0.000000,0.000987,0.001655,0.001655,0.001655,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.0,0.0,0.0
2.092,0,-0.03141046809540016,-0.002761842946469451,0.21446558474137728,0.00023914159554800602,-0.0013484514203009144,-0.00010671811779424528,-0.000720,-0.000133,0.168723,-0.002693,-0.004038,-0.778588,0.211274,0.061114,-0.026680,0.198412,-0.117049,-0.013139,-0.185580,0.087312,-0.042105,-0.198442,-0.090850,-0.028564,0.036324,-0.002802,0.021025,0.057378,-0.007292,0.042638,0.027114,-0.052664,-0.067663,0.048168,-0.057154,-0.046050,0.002657,0.004070,0.779532,0.002657,0.004070,0.779532,0.002657,0.004070,0.779532,0.002657,0.004070,0.779532,0.000989,0.000000,0.000988,0.001728,0.001728,0.001728,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.0,0.0,0.0
2.104,0,-0.031407580254206265,-0.0027794881687449877,0.2144651677504579,0.000226828758059711,-0.0014437009947373763,3.423925817029605e-06,-0.000776,-0.000160,0.160554,-0.008667,-0.000814,-0.870410,0.215517,0.097349,-0.014827,0.201645,-0.079599,-0.038437,-0.182420,0.130533,-0.031043,-0.196292,-0.046416,-0.054653,0.005121,0.043744,0.014211,0.003903,0.045209,-0.030633,0.003813,0.052175,0.013256,0.002595,0.053640,-0.031588,0.008675,0.000766,0.871548,0.008675,0.000766,0.871548,0.008675,0.000766,0.871548,0.008675,0.000766,0.871548,0.000991,0.000000,0.000989,0.001797,0.001797,0.001797,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.004657,0.0,0.0,0.0
2.117,0,-0.03140444563928445,-0.0027968948330234435,0.2144642611693691,0.0002627889561876292,-0.0013671494951529946,-0.00011017157490618434,-0.000893,-0.000151,0.151452,-0.014545,0.002759,-0.969785,0.229614,0.108225,0.001825,0.229024,-0.070222,-0.019628,-0.163906,0.117429,-0.064284,-0.164496,-0.061018,-0.085737,0.017017,0.013128,0.019976,0.033049,0.011319,0.022579,0.022349,-0.015818,-0.040250,0.038381,-0.017627,-0.037647,0.014535,-0.002760,0.971149,0.014535,-0.002760,0.971149,0.014535,-0.002760,0.971149,0.014535,-0.002760,0.971149,0.000993,0.000000,0.000991,0.001864,0.001864,0.001864,0.004658,0.004658,0.004657,0.004658,0.004658,0.004657,0.004658,0.004658,0.004657,0.004658,0.004658,0.004657,0.0,0.0,0.0
2.129,0,-0.03140128417998677,-0.0028147920607237724,0.21446380707406465,0.0002476624364776034,-0.001463741855481775,3.815800298512251e-07,-0.001060,-0.000118,0.141407,-0.019888,0.003327,-1.064569,0.196538,0.091846,-0.056038,0.203914,-0.087485,-0.051723,-0.201852,0.077234,-0.059135,-0.194476,-0.102097,-0.054820,-0.039932,-0.019774,-0.070006,-0.030317,-0.020842,-0.038900,-0.045810,-0.048523,0.006056,-0.036195,-0.049590,0.037162,0.019962,-0.003291,1.066180,0.019962,-0.003291,1.066180,0.019962,-0.003291,1.066180,0.019962,-0.003291,1.066180,0.000996,0.000000,0.000993,0.001929,0.001929,0.001929,0.004658,0.004658,0.004658,0.004658,0.004658,0.004658,0.004658,0.004658,0.004658,0.004658,0.004658,0.004658,0.0,0.0,0.0
2.142,0,-0.031397904789169505,-0.0028324404764037067,0.21446288315351184,0.0002816494075563388,-0.0013858681639797885,-0.00011080447196996912,-0.001253,-0.000094,0.130447,-0.018316,0.001102,-1.158722,0.235221,0.048367,-0.037068,0.218361,-0.129114,-0.016766,-0.155679,0.076435,-0.107137,-0.172538,-0.101046,-0.086834,0.046696,-0.052486,0.022703,0.017442,-0.050253,0.042001,0.055737,-0.000967,-0.058138,0.026483,0.001266,-0.038840,0.018299,-0.001072,1.160580,0.018299,-0.001072,1.160580,0.018299,-0.001072,1.160580,0.018299,-0.001072,1.160580,0.000998,0.000000,0.000996,0.001991,0.001991,0.001991,0.004659,0.004659,0.004658,0.004659,0.004659,0.004658,0.004659,0.004659,0.004658,0.004659,0.004659,0.004658,0.0,0.0,0.0
2.154,0,-0.0313945385185424,-0.0028505301577705666,0.21446241418281886,0.00026289139570204043,-0.0014774522226143703,-1.094450196699459e-06,-0.001444,-0.000047,0.118530,-0.020803,0.008598,-1.263317,0.195156,0.111844,-0.067504,0.232449,-0.061271,-0.047651,-0.189099,0.024333,-0.105501,-0.151807,-0.148781,-0.085648,-0.048368,0.076626,-0.036981,0.017000,0.081896,-0.037523,-0.040347,-0.062890,0.001733,0.025021,-0.057619,0.001191,0.020854,-0.008626,1.265481,0.020854,-0.008626,1.265481,0.020854,-0.008626,1.265481,0.020854,-0.008626,1.265481,0.001001,0.000000,0.000999,0.002051,0.002051,0.002051,0.004660,0.004660,0.004659,0.004660,0.004660,0.004659,0.004660,0.004660,0.004659,0.004660,0.004660,0.004659,0.0,0.0,0.0
2.167,0,-0.03139098552288833,-0.0028683232800884,0.21446148724097638,0.00029487915509174317,-0.001396404219047138,-0.00011041057025494572,-0.001625,0.000036,0.105680,-0.016429,0.009466,-1.353276,0.197666,0.108890,-0.082179,0.192257,-0.067321,-0.103899,-0.198412,0.117874,-0.073486,-0.203821,-0.058337,-0.095205,0.003023,-0.003555,-0.018004,-0.048523,-0.007294,-0.068187,-0.011249,0.112923,0.038356,-0.062795,0.109185,-0.011827,0.016501,-0.009558,1.355724,0.016501,-0.009558,1.355724,0.016501,-0.009558,1.355724,0.016501,-0.009558,1.355724,0.001005,0.000000,0.001002,0.002109,0.002109,0.002109,0.004660,0.004660,0.004660,0.004660,0.004660,0.004660,0.004660,0.004660,0.004660,0.004660,0.004660,0.004660,0.0,0.0,0.0
2.179,0,-0.03138747630956357,-0.0028865087830167928,0.21446101333540216,0.0002734920656560467,-0.0014837865259966865,-1.8879560166606968e-06,-0.001813,0.000111,0.091932,-0.021431,0.005019,-1.452183,0.204716,0.101213,-0.092744,0.215189,-0.077603,-0.091087,-0.192562,0.076548,-0.117086,-0.182088,-0.102268,-0.115429,0.008509,-0.009271,-0.013100,0.027681,-0.012415,0.015118,0.007061,-0.049889,-0.052977,0.026233,-0.053033,-0.024759,0.021445,-0.004981,1.454958,0.021445,-0.004981,1.454958,0.021445,-0.004981,1.454958,0.021445,-0.004981,1.454958,0.001009,0.000000,0.001006,0.002165,0.002165,0.002165,0.004661,0.004661,0.004661,0.004661,0.004661,0.004661,0.004661,0.004661,0.004661,0.004661,0.004661,0.004661,0.0,0.0,0.0
2.192,0,-0.031383800914427544,-0.0029043674346213486,0.214460090894056,0.0003043133801032408,-0.001401191317195411,-0.00010952527671592716,-0.002018,0.000143,0.077258,-0.021610,0.001594,-1.548359,0.174072,0.099118,-0.136314,0.177248,-0.080600,-0.140664,-0.222295,0.090436,-0.095016,-0.219119,-0.089283,-0.099366,-0.037002,-0.002528,-0.053002,-0.045812,-0.003617,-0.060253,-0.035904,0.016765,0.026233,-0.044713,0.015676,0.018982,0.021717,-0.001607,1.551468,0.021717,-0.001607,1.551468,0.021717,-0.001607,1.551468,0.021717,-0.001607,1.551468,0.001013,0.000000,0.001010,0.002220,0.002220,0.002220,0.004662,0.004662,0.004661,0.004662,0.004662,0.004661,0.004662,0.004662,0.004661,0.004662,0.004662,0.004661,0.0,0.0,0.0
2.204,0,-0.03138018880726673,-0.0029225932745292585,0.2144596190574255,0.00028116175974071423,-0.0014863539809621513,-2.0372095198353812e-06,-0.002236,0.000160,0.061683,-0.020722,0.001546,-1.643582,0.234667,0.059231,-0.098655,0.208985,-0.118347,-0.103190,-0.152366,0.116507,-0.159208,-0.178048,-0.061071,-0.163742,0.073152,-0.048149,0.044981,0.038317,-0.045565,0.044758,0.084420,0.031470,-0.077963,0.049585,0.034054,-0.078186,0.020663,-0.001538,1.647044,0.020663,-0.001538,1.647044,0.020663,-0.001538,1.647044,0.020663,-0.001538,1.647044,0.001018,0.000000,0.001015,0.002273,0.002273,0.002273,0.004663,0.004663,0.004662,0.004663,0.004663,0.004662,0.004663,0.004663,0.004662,0.004663,0.004663,0.004662,0.0,0.0,0.0
2.217,0,-0.03137642183010589,-0.002940483006122405,0.21445870653592672,0.0003114968464714676,-0.0014036815640515224,-0.00010829716131419143,-0.002454,0.000184,0.045208,-0.025588,0.001910,-1.740963,0.186353,0.057013,-0.170039,0.194791,-0.118349,-0.138008,-0.209559,0.043580,-0.154146,-0.201120,-0.131782,-0.122115,-0.058337,-0.002687,-0.086721,-0.017150,-0.000013,-0.042583,-0.069054,-0.088040,0.005556,-0.027867,-0.085365,0.049694,0.025719,-0.001838,1.744804,0.025719,-0.001838,1.744804,0.025719,-0.001838,1.744804,0.025719,-0.001838,1.744804,0.001023,0.000000,0.001020,0.002325,0.002325,0.002325,0.004664,0.004664,0.004664,0.004664,0.004664,0.004664,0.004664,0.004664,0.004664,0.004664,0.004664,0.004664,0.0,0.0,0.0
2.229,0,-0.03137273049927663,-0.0029587321186695307,0.2144582426187752,0.00028709506254703967,-0.001487960978550013,-1.66982619741185e-06,-0.002698,0.000188,0.027869,-0.023069,0.000672,-1.829595,0.214912,0.093110,-0.144765,0.219997,-0.085987,-0.143609,-0.181091,0.084141,-0.188176,-0.176007,-0.094956,-0.187020,0.034475,0.043584,0.029871,0.030427,0.039076,-0.007398,0.034364,0.048972,-0.041714,0.030316,0.044464,-0.078983,0.023062,-0.000753,1.833823,0.023062,-0.000753,1.833823,0.023062,-0.000753,1.833823,0.023062,-0.000753,1.833823,0.001029,0.000000,0.001025,0.002376,0.002376,0.002376,0.004666,0.004666,0.004665,0.004666,0.004666,0.004665,0.004666,0.004666,0.004665,0.004666,0.004666,0.004665,0.0,0.0,0.0
2.242,0,-0.03136889043482726,-0.0029766470045360163,0.21445734423732762,0.000317313205558759,-0.0014059033887500137,-0.00010682238333124122,-0.002891,0.000184,0.009708,-0.018349,-0.002594,-1.920150,0.168393,0.098224,-0.205883,0.193932,-0.079022,-0.193037,-0.224718,0.045195,-0.175631,-0.199179,-0.132050,-0.162785,-0.056171,0.006167,-0.074501,-0.031480,0.008402,-0.060389,-0.052680,-0.047018,0.014417,-0.027989,-0.044784,0.028528,0.018472,0.002637,1.924771,0.018472,0.002637,1.924771,0.018472,0.002637,1.924771,0.018472,0.002637,1.924771,0.001035,0.000000,0.001031,0.002425,0.002425,0.002425,0.004667,0.004667,0.004666,0.004667,0.004667,0.004666,0.004667,0.004667,0.004666,0.004667,0.004667,0.004666,0.0,0.0,0.0
2.254,0,-0.031365134934169744,-0.002994921028738469,0.21445689267414136,0.00029189692783662837,-0.0014898739941742103,-8.959949628975505e-07,-0.003062,0.000133,-0.009311,-0.015916,-0.005160,-2.017071,0.190365,0.134161,-0.183737,0.205728,-0.041994,-0.211094,-0.207440,0.102879,-0.191889,-0.192078,-0.073276,-0.219246,0.026522,0.043395,0.025908,0.014238,0.044712,-0.022621,0.020856,0.069645,-0.020449,0.008572,0.070961,-0.068978,0.015920,0.005060,2.022121,0.015920,0.005060,2.022121,0.015920,0.005060,2.022121,0.015920,0.005060,2.022121,0.001042,0.000000,0.001038,0.002473,0.002473,0.002473,0.004668,0.004668,0.004667,0.004668,0.004668,0.004667,0.004668,0.004668,0.004667,0.004668,0.004668,0.004667,0.0,0.0,0.0
2.267,0,-0.031361234577328145,-0.0030128661452496056,0.21445601121929347,0.00032215675483279055,-0.001408567800294666,-0.00010521909788967221,-0.003215,0.000084,-0.029178,-0.018791,-0.006078,-2.106933,0.135401,0.120857,-0.255060,0.151565,-0.057549,-0.269496,-0.249639,0.080603,-0.165709,-0.233475,-0.097803,-0.180146,-0.066373,-0.016069,-0.087022,-0.065406,-0.018786,-0.071426,-0.050963,-0.026899,0.030674,-0.049997,-0.029616,0.046270,0.018959,0.006140,2.112411,0.018959,0.006140,2.112411,0.018959,0.006140,2.112411,0.018959,0.006140,2.112411,0.001049,0.000000,0.001045,0.002520,0.002520,0.002519,0.004670,0.004670,0.004669,0.004670,0.004670,0.004669,0.004670,0.004670,0.004669,0.004670,0.004670,0.004669,0.0,0.0,0.0
2.279,0,-0.03135742509514611,-0.0030311703072210053,0.21445557145770264,0.00029587292489045565,-0.0014919859711790778,-3.675564759220151e-07,-0.003399,0.000028,-0.049840,-0.014260,-0.006050,-2.194821,0.218721,0.090751,-0.212338,0.215800,-0.088827,-0.218249,-0.171714,0.097771,-0.263303,-0.174635,-0.081808,-0.269215,0.100599,-0.036346,0.050527,0.077562,-0.037762,0.060818,0.094086,0.020718,-0.118850,0.071050,0.019303,-0.108559,0.014115,0.006084,2.200760,0.014115,0.006084,2.200760,0.014115,0.006084,2.200760,0.014115,0.006084,2.200760,0.001057,0.000000,0.001053,0.002565,0.002565,0.002565,0.004672,0.004672,0.004671,0.004672,0.004672,0.004671,0.004672,0.004672,0.004671,0.004672,0.004672,0.004671,0.0,0.0,0.0
2.292,0,-0.03135346800530378,-0.0030491421459471492,0.21445470244765355,0.0003270424661699235,-0.001410736335726041,-0.00010409724061387349,-0.003558,-0.000060,-0.071301,-0.021648,-0.008481,-2.286081,0.186498,0.144089,-0.239751,0.182630,-0.026730,-0.291972,-0.210460,0.142155,-0.218219,-0.214328,-0.028664,-0.270441,-0.038921,0.064404,-0.034253,-0.040065,0.074977,-0.090154,-0.046795,0.053596,0.053259,-0.047939,0.064169,-0.002641,0.021803,0.008363,2.292468,0.021803,0.008363,2.292468,0.021803,0.008363,2.292468,0.021803,0.008363,2.292468,0.001065,0.000000,0.001061,0.002610,0.002610,0.002610,0.004674,0.004674,0.004672,0.004674,0.004674,0.004672,0.004674,0.004674,0.004672,0.004674,0.004674,0.004672,0.0,0.0,0.0
2.304,0,-0.03134960255122377,-0.0030674664053361752,0.21445427355881436,0.0003002363277373404,-0.001493556701402526,5.61608169025174e-07,-0.003777,-0.000126,-0.093561,-0.022730,-0.008769,-2.377320,0.195247,0.110525,-0.277848,0.203365,-0.067635,-0.288113,-0.203476,0.090785,-0.285264,-0.195358,-0.087375,-0.295529,0.010556,-0.040541,-0.047288,0.025025,-0.049403,0.003357,0.008426,-0.062034,-0.082231,0.022895,-0.070896,-0.031585,0.022756,0.008921,2.384240,0.022756,0.008921,2.384240,0.022756,0.008921,2.384240,0.022756,0.008921,2.384240,0.001074,0.000000,0.001069,0.002654,0.002654,0.002653,0.004676,0.004676,0.004674,0.004676,0.004676,0.004674,0.004676,0.004676,0.004674,0.004676,0.004676,0.004674,0.0,0.0,0.0
2.317,0,-0.03134558840842813,-0.0030854632034749254,0.21445341900193832,0.000331623750541381,-0.001412910182752036,-0.00010269846625823864,-0.004009,-0.000201,-0.116598,-0.026824,-0.009284,-2.463543,0.199312,0.046339,-0.320419,0.175531,-0.130322,-0.306094,-0.195444,0.099984,-0.314441,-0.219225,-0.076677,-0.300116,0.004888,-0.077497,-0.052824,-0.033617,-0.075688,-0.023141,0.009677,0.011086,-0.036656,-0.028829,0.012896,-0.006973,0.026931,0.009387,2.470931,0.026931,0.009387,2.470931,0.026931,0.009387,2.470931,0.026931,0.009387,2.470931,0.001084,0.000000,0.001078,0.002696,0.002696,0.002696,0.004678,0.004678,0.004676,0.004678,0.004678,0.004676,0.004678,0.004678,0.004676,0.004678,0.004678,0.004676,0.0,0.0,0.0
2.329,0,-0.031341673490560905,-0.0031038164052712234,0.21445300413106924,0.0003038650422760504,-0.0014958754839413165,1.470274074232003e-06,-0.004257,-0.000281,-0.140413,-0.023780,-0.006830,-2.557782,0.210845,0.058071,-0.330659,0.191448,-0.120462,-0.322594,-0.186123,0.100650,-0.346784,-0.205521,-0.077882,-0.338719,0.013916,0.014160,-0.013947,0.019207,0.011901,-0.021504,0.011245,0.000803,-0.040629,0.016536,-0.001456,-0.048186,0.023814,0.006835,2.565703,0.023814,0.006835,2.565703,0.023814,0.006835,2.565703,0.023814,0.006835,2.565703,0.001093,0.000000,0.001088,0.002738,0.002738,0.002738,0.004680,0.004680,0.004679,0.004680,0.004680,0.004679,0.004680,0.004680,0.004679,0.004680,0.004680,0.004679,0.0,0.0,0.0
2.342,0,-0.03133761397119877,-0.0031218492749707388,0.21445216610869214,0.0003352710506750074,-0.001416087679722329,-0.00010125591422250474,-0.004472,-0.000323,-0.165017,-0.017640,-0.003196,-2.646665,0.231455,0.070982,-0.324011,0.232287,-0.107035,-0.300357,-0.157857,0.057329,-0.405490,-0.157026,-0.120688,-0.381836,0.024888,0.015575,0.006282,0.049307,0.016197,0.025099,0.034130,-0.052303,-0.072608,0.058549,-0.051681,-0.053790,0.017590,0.003252,2.655099,0.017590,0.003252,2.655099,0.017590,0.003252,2.655099,0.017590,0.003252,2.655099,0.001104,0.000000,0.001098,0.002779,0.002779,0.002778,0.004682,0.004682,0.004681,0.004682,0.004682,0.004681,0.004682,0.004682,0.004681,0.004682,0.004682,0.004681,0.0,0.0,0.0
2.354,0,-0.0313336613572173,-0.0031402428574143805,0.214451766232709,0.00030657849303205475,-0.0014991731950734436,2.604668365636942e-06,-0.004622,-0.000378,-0.190404,-0.017217,-0.002905,-2.743827,0.211662,0.094161,-0.364040,0.191230,-0.081151,-0.389213,-0.183323,0.137191,-0.371728,-0.203755,-0.038120,-0.396901,-0.023923,0.028010,-0.050240,-0.049591,0.031276,-0.109179,-0.030770,0.096433,0.038833,-0.056438,0.099699,-0.020106,0.017375,0.002749,2.752864,0.017375,0.002749,2.752864,0.017375,0.002749,2.752864,0.017375,0.002749,2.752864,0.001115,0.000000,0.001109,0.002819,0.002819,0.002818,0.004685,0.004685,0.004683,0.004685,0.004685,0.004683,0.004685,0.004685,0.004683,0.004685,0.004685,0.004683,0.0,0.0,0.0
2.367,0,-0.03132956718016695,-0.0031583224935206027,0.21445094462330866,0.00033806885674694115,-0.001420026004634002,-9.984769434282642e-05,-0.004755,-0.000411,-0.216561,-0.014264,-0.002145,-2.829157,0.175059,0.129142,-0.406694,0.167180,-0.045635,-0.446775,-0.220600,0.134607,-0.360149,-0.228479,-0.040171,-0.400230,-0.044213,0.042235,-0.053584,-0.029061,0.042880,-0.071579,-0.045027,-0.003110,0.011881,-0.029874,-0.002466,-0.006114,0.014409,0.002099,2.838734,0.014409,0.002099,2.838734,0.014409,0.002099,2.838734,0.014409,0.002099,2.838734,0.001126,0.000000,0.001120,0.002859,0.002859,0.002858,0.004688,0.004688,0.004686,0.004688,0.004688,0.004686,0.004688,0.004688,0.004686,0.004688,0.004688,0.004686,0.0,0.0,0.0
2.379,0,-0.03132527258044281,-0.0031763054628474235,0.2144515951054,0.00037477662848916734,-0.0014647965518443233,0.00011871193159038868,-0.004920,-0.000411,-0.243451,-0.015685,-0.002664,-2.922741,0.219825,0.079695,-0.410893,0.206209,-0.098901,-0.416771,-0.174673,0.107258,-0.452111,-0.188290,-0.071338,-0.457989,0.054056,-0.059718,-0.007362,0.047130,-0.064327,0.033925,0.055457,-0.033043,-0.113302,0.048531,-0.037651,-0.072015,0.015598,0.002806,2.932942,0.015598,0.002806,2.932942,0.015598,0.002806,2.932942,0.015598,0.002806,2.932942,0.001138,0.000000,0.001132,0.002897,0.002897,0.002896,0.004690,0.004690,0.004689,0.004690,0.004690,0.004689,0.004690,0.004690,0.004689,0.004690,0.004690,0.004689,0.0,0.0,0.0
2.392,0,-0.03131714100834226,-0.003179598480758447,0.2144722364923742,0.0007719319809576203,0.0008150899300451314,0.0030456348107025036,-0.005051,-0.000450,-0.271082,-0.016928,-0.004771,-3.009630,0.189096,0.065948,-0.477742,0.156925,-0.110647,-0.485347,-0.200684,0.134503,-0.440232,-0.232855,-0.042091,-0.447837,-0.037133,-0.016592,-0.083184,-0.059530,-0.014177,-0.085269,-0.031438,0.032891,0.011849,-0.053835,0.035306,0.009763,0.017115,0.004761,3.020414,0.017115,0.004761,3.020414,0.017115,0.004761,3.020414,0.017115,0.004761,3.020414,0.001151,0.000000,0.001144,0.002935,0.002935,0.002934,0.004693,0.004693,0.004692,0.004693,0.004693,0.004692,0.004693,0.004693,0.004692,0.004693,0.004693,0.004692,0.0,0.0,0.0
2.404,0,-0.031300184599813485,-0.003167136489428956,0.21449597328762987,0.001633640069489227,0.0009243715422314066,0.001225767388164177,-0.005210,-0.000489,-0.299417,-0.014324,-0.004297,-3.098482,0.181599,0.121339,-0.486856,0.205392,-0.055129,-0.491497,-0.209976,0.068288,-0.493690,-0.186183,-0.108180,-0.498332,-0.009046,0.066855,-0.013704,0.058509,0.067008,-0.010127,-0.011213,-0.079937,-0.067232,0.056343,-0.079784,-0.063655,0.014307,0.004330,3.109887,0.014307,0.004330,3.109887,0.014307,0.004330,3.109887,0.014307,0.004330,3.109887,0.001164,0.000000,0.001156,0.002972,0.002972,0.002970,0.004697,0.004697,0.004695,0.004697,0.004697,0.004695,0.004697,0.004697,0.004695,0.004697,0.004697,0.004695,0.0,0.0,0.0
