t, contact_pattern_index, p_x_true, p_y_true, p_z_true, v_x_true, v_y_true, v_z_true, p_x_est, p_y_est, p_z_est, v_x_est, v_y_est, v_z_est, p_1x_est, p_1y_est, p_1z_est, p_2x_est, p_2y_est, p_2z_est, p_3x_est, p_3y_est, p_3z_est, p_4x_est, p_4y_est, p_4z_est, y_p_1x, y_p_1y, y_p_1z, y_p_2x, y_p_2y, y_p_2z, y_p_3x, y_p_3y, y_p_3z, y_p_4x, y_p_4y, y_p_4z, y_v_1x, y_v_1y, y_v_1z, y_v_2x, y_v_2y, y_v_2z, y_v_3x, y_v_3y, y_v_3z, y_v_4x, y_v_4y, y_v_4z, P_p_bx_std, P_p_by_std, P_p_bz_std, P_v_bx_std, P_v_by_std, P_v_bz_std, P_p_1x_std, P_p_1y_std, P_p_1z_std, P_p_2x_std, P_p_2y_std, P_p_2z_std, P_p_3x_std, P_p_3y_std, P_p_3z_std, P_p_4x_std, P_p_4y_std, P_p_4z_std, p_vpsp_x, p_vpsp_y, p_vpsp_z
10.529,0,3.9054145606834267,-0.8872415259317271,0.2002190019352094,0.6568796075515527,-0.023059039789380297,0.050759227406400195,3.513507,-0.890674,-6.037090,1.068341,-0.312977,-9.919881,3.766523,-0.907163,-6.274564,3.556799,-1.079122,-6.189889,3.238789,-0.749297,-6.211805,3.307869,-0.951837,-6.202214,0.283942,-0.089337,-1.579630,0.045968,0.011520,-0.126408,-0.018575,-0.040533,-0.126703,0.284297,-0.103407,-1.505259,-0.020986,0.148258,12.107489,-0.483035,-0.059108,10.071073,-0.150588,0.270360,9.956446,-0.079236,0.624512,12.015802,0.014939,0.000000,0.005043,0.005757,0.005757,0.005046,0.015754,0.015754,0.007102,0.015611,0.015611,0.006788,0.015611,0.015611,0.006788,0.015754,0.015754,0.007102,-0.05591034584522456,-0.00413579846836571,0.0
10.542,0,3.91273835405056,-0.887582535787677,0.20193166735183066,0.545483532407845,-0.031933604259364,0.1749049826823576,3.517550,-0.892587,-6.009928,1.139972,-0.421448,-9.798210,3.739204,-0.877192,-6.251979,3.535449,-1.049104,-6.190890,3.222519,-0.718728,-6.134569,3.287819,-0.919228,-6.143336,-0.024364,0.033850,-0.124360,-0.017306,0.034107,-0.153501,-0.011173,0.034773,-0.059059,-0.015641,0.037015,-0.080808,-0.407874,-0.186568,9.762700,-0.582152,0.034342,9.802439,-0.246814,0.367682,9.709477,-0.450069,0.300090,9.762898,0.014943,0.000000,0.005039,0.005740,0.005740,0.005034,0.015620,0.015620,0.006795,0.015615,0.015615,0.006785,0.015615,0.015615,0.006785,0.015620,0.015620,0.006795,-0.05062487174429531,0.00141947136102763,0.0
10.554,1,3.918740906018148,-0.8885200308838164,0.20512927401500264,0.44137434741550663,-0.09285627938226061,0.29629948669245326,3.525309,-0.895479,-6.013043,1.216946,-0.479062,-9.684352,3.717952,-0.909222,-6.267441,3.531445,-1.047502,-6.097219,3.218515,-0.717126,-6.040897,3.280999,-0.960941,-6.114238,-0.020779,-0.040606,-0.132792,0.018311,-0.047159,-0.083573,-0.002956,-0.061383,-0.124907,-0.003361,-0.052293,-0.079014,-0.431712,-0.081855,9.681559,-1.968294,0.865251,9.906441,-2.425014,0.340381,10.221592,-0.528178,0.383964,9.570546,0.014959,0.000000,0.005039,0.005743,0.005743,0.005036,0.015631,0.015631,0.006786,9.999507,9.999507,9.999497,9.999507,9.999507,9.999497,0.015631,0.015631,0.006786,-0.031596510286643884,0.009915995290596523,0.0
10.567,1,3.923212369788432,-0.8901113642913537,0.2096101262930461,0.32250866565355124,-0.14075278410406333,0.3805327932532285,3.532425,-0.899636,-6.014952,1.319624,-0.526869,-9.610252,3.770412,-0.893369,-6.221072,3.525951,-1.046641,-6.004170,3.213021,-0.716265,-5.947849,3.310122,-0.919423,-6.171005,0.070060,0.018080,-0.058496,0.067054,-0.021236,-0.187107,0.091897,0.006219,-0.245494,0.041889,0.049061,-0.182990,-0.593164,-0.114226,9.690772,-2.204814,0.793532,7.652046,-2.657942,0.540217,7.692496,-0.613866,0.373185,9.665902,0.014976,0.000000,0.005040,0.005745,0.005745,0.005038,0.015646,0.015646,0.006786,14.141419,14.141419,14.141412,14.141419,14.141419,14.141412,0.015646,0.015646,0.006786,-0.01547678252269849,0.01756141045720032,0.0
10.579,1,3.9271639599831247,-0.892024173001907,0.2132754745955533,0.3157996913252036,-0.152317297222059,0.25333327673410183,3.540839,-0.902802,-6.016613,1.320571,-0.465844,-9.744874,3.769517,-0.896077,-6.226238,3.521262,-1.044880,-5.911477,3.208332,-0.714504,-5.855156,3.313799,-0.968635,-6.165107,0.004712,-0.005443,-0.121370,0.107005,-0.045572,-0.231719,0.087636,-0.063191,-0.340582,0.010231,-0.061579,-0.108016,-0.503318,-0.050579,9.897468,-2.281610,0.289949,7.904869,-2.748692,-0.179025,8.072008,-0.600652,0.414244,9.783087,0.014992,0.000000,0.005040,0.005748,0.005748,0.005040,0.015662,0.015662,0.006786,17.319609,17.319609,17.319603,17.319609,17.319609,17.319603,0.015662,0.015662,0.006786,-0.006969373908081271,0.023625372833098086,0.0
10.592,1,3.9311369029076175,-0.8939753837169458,0.21520066332991114,0.31750812925195443,-0.15488128418657765,0.11567221899581476,3.548991,-0.906730,-6.019367,1.338134,-0.436510,-9.890737,3.766933,-0.879095,-6.230501,3.516265,-1.044313,-5.819378,3.203336,-0.713937,-5.763057,3.308297,-0.936343,-6.169160,0.003101,0.019793,-0.120654,0.110067,-0.034421,-0.343842,0.126199,-0.015772,-0.387896,-0.000422,0.038275,-0.120401,-0.568623,-0.150116,9.926610,-2.342070,0.641399,8.263059,-2.753634,0.420759,8.330359,-0.626695,0.334136,9.899323,0.015008,0.000000,0.005041,0.005750,0.005750,0.005041,0.015677,0.015677,0.006787,19.998931,19.998931,19.998926,19.998931,19.998931,19.998926,0.015677,0.015677,0.006787,-0.005665695333695854,0.02774458240011927,0.0
10.604,1,3.9351304950099526,-0.8959362372784363,0.215478317237715,0.31911240748130004,-0.15548196770679357,-0.015264037671354657,3.556630,-0.911415,-6.022990,1.346276,-0.393950,-10.029865,3.747462,-0.945786,-6.247657,3.510688,-1.044827,-5.727648,3.197759,-0.714451,-5.671327,3.293781,-0.920638,-6.150578,-0.016507,-0.079859,-0.136893,0.087721,-0.074539,-0.393047,0.176612,-0.007667,-0.489563,-0.010526,0.019601,-0.093753,-0.693598,-0.323429,10.130029,-2.416416,0.517469,8.714505,-2.909304,0.308994,8.890408,-0.674622,0.149621,10.009696,0.015024,0.000000,0.005042,0.005753,0.005753,0.005043,0.015693,0.015693,0.006787,22.359444,22.359444,22.359440,22.359444,22.359444,22.359440,0.015693,0.015693,0.006787,-0.010145514918779956,0.030441367396086456,0.0
10.617,1,3.9391364833997033,-0.8978898472097696,0.21417201151188017,0.32020498932268654,-0.15491381049970246,-0.14160361974438274,3.564585,-0.915445,-6.027946,1.369267,-0.356794,-10.165500,3.742988,-0.862716,-6.250960,3.505306,-1.045092,-5.636767,3.192377,-0.714715,-5.580447,3.291385,-0.905807,-6.148357,0.001402,0.100608,-0.120220,0.133971,-0.030935,-0.545505,0.178743,-0.004839,-0.506705,0.003911,0.018237,-0.113552,-0.628197,-0.224571,10.027936,-2.405984,0.801442,9.275656,-2.742790,0.748440,9.352224,-0.674761,0.258832,10.080568,0.015040,0.000000,0.005042,0.005755,0.005755,0.005044,0.015708,0.015708,0.006787,24.493492,24.493492,24.493488,24.493492,24.493492,24.493488,0.015708,0.015708,0.006787,-0.01858507725019607,0.03178348047342787,0.0
10.629,1,3.942957463958441,-0.8992879245025878,0.21230034040504683,0.2914386043862152,-0.06838776233460286,-0.11182184593684302,3.572583,-0.917429,-6.032426,1.373304,-0.454168,-10.179654,3.799175,-0.856648,-6.201677,3.499880,-1.043126,-5.545670,3.186951,-0.712749,-5.489351,3.349047,-0.959301,-6.221415,0.074738,0.004820,-0.058228,0.217307,-0.045020,-0.561439,0.218430,-0.053707,-0.695313,0.076518,-0.067077,-0.205906,-0.545626,-0.020742,10.436208,-2.058530,0.635063,9.301302,-2.413356,0.485088,9.272584,-0.656433,0.450025,10.367525,0.015057,0.000000,0.005043,0.005757,0.005757,0.005046,0.015724,0.015724,0.006788,26.455930,26.455930,26.455926,26.455930,26.455930,26.455926,0.015724,0.015724,0.006788,-0.02931402049528308,0.03236389020619512,0.0
10.642,1,3.9471743465837013,-0.9001049346386724,0.21101175506370382,0.3571590072850418,-0.0722379607193884,-0.07151050997647991,3.580742,-0.921946,-6.037201,1.302902,-0.420769,-10.154819,3.791424,-0.912921,-6.227054,3.494959,-1.043261,-5.455774,3.182031,-0.712883,-5.399455,3.328538,-0.919599,-6.208461,-0.003038,-0.067755,-0.147928,0.171142,-0.088352,-0.664783,0.272805,-0.019022,-0.767559,-0.018438,0.048096,-0.101659,-0.620895,-0.266144,10.307926,-1.978917,0.911788,9.775802,-2.507322,0.656972,9.846003,-0.608771,0.216779,10.235433,0.015073,0.000000,0.005043,0.005760,0.005760,0.005048,0.015739,0.015739,0.006788,28.282501,28.282501,28.282497,28.282501,28.282501,28.282497,0.015739,0.015739,0.006788,-0.04109116580018205,0.0323956955255732,0.0
10.654,1,3.952259169829983,-0.9012453725440649,0.2111879144809064,0.4242514084756779,-0.09083143653706946,0.058184183536364203,3.588843,-0.926040,-6.041417,1.214203,-0.412911,-10.041886,3.809515,-0.895342,-6.213641,3.490766,-1.043191,-5.366874,3.177839,-0.712813,-5.310556,3.344799,-0.915790,-6.232958,0.027263,0.021129,-0.100947,0.212241,-0.086474,-0.762385,0.296482,-0.027392,-0.860468,0.025054,0.004507,-0.146709,-0.488286,-0.224057,10.225017,-1.811448,1.063668,10.051791,-2.237952,0.916262,10.035807,-0.508020,0.262720,10.189306,0.015089,0.000000,0.005044,0.005762,0.005762,0.005049,0.015755,0.015755,0.006789,29.998029,29.998029,29.998026,29.998029,29.998029,29.998026,0.015755,0.015755,0.006789,-0.05306768433392837,0.031949585326283336,0.0
10.667,1,3.9581982903571324,-0.9024649290372363,0.21247320749731458,0.49299534897835096,-0.09368023038170822,0.1175278567828452,3.596864,-0.930301,-6.045004,1.146685,-0.371311,-9.996452,3.796480,-0.923527,-6.235688,3.487256,-1.043508,-5.278988,3.174330,-0.713130,-5.222672,3.330862,-0.923717,-6.218639,-0.011157,-0.033611,-0.143553,0.206691,-0.114081,-0.842642,0.319482,-0.041547,-0.967647,-0.012246,-0.009156,-0.099655,-0.448734,-0.296741,10.182689,-1.683673,1.134767,10.410870,-2.390149,0.625443,10.549960,-0.447051,0.182463,10.087939,0.015105,0.000000,0.005045,0.005764,0.005764,0.005051,0.015770,0.015770,0.006789,31.620590,31.620590,31.620587,31.620590,31.620590,31.620587,0.015770,0.015770,0.006789,-0.06454011551273375,0.03117017014194698,0.0
10.679,1,3.964841040683688,-0.9036994690766273,0.21406934384060214,0.5411899433175595,-0.09577288176475421,0.1209702929131918,3.603949,-0.935692,-6.048460,1.097755,-0.345587,-9.999648,3.786766,-0.947188,-6.249025,3.483447,-1.045174,-5.192038,3.170523,-0.714794,-5.135723,3.328081,-0.880269,-6.209178,-0.006721,-0.026375,-0.132942,0.175956,-0.136940,-0.954930,0.368939,-0.029650,-1.056117,0.001648,0.054632,-0.105423,-0.520491,-0.435398,10.127354,-1.397236,1.262016,10.867638,-2.075578,0.985722,10.987565,-0.440961,0.040802,10.053019,0.015121,0.000000,0.005045,0.005766,0.005766,0.005052,0.015785,0.015785,0.006790,33.163830,33.163830,33.163827,33.163830,33.163830,33.163827,0.015785,0.015785,0.006790,-0.07463163396930944,0.029959616619642776,0.0
10.692,1,3.9719731466689177,-0.9049207630243693,0.2156423838483049,0.5724500144251643,-0.09199794775208493,0.11745792647448083,3.611673,-0.938622,-6.051297,1.075953,-0.324637,-10.005136,3.817234,-0.905243,-6.221411,3.480576,-1.044791,-5.105405,3.167652,-0.714410,-5.049091,3.359974,-0.959496,-6.255841,0.040583,0.050123,-0.084314,0.287445,-0.119897,-1.016180,0.363576,-0.078665,-1.185507,0.042303,-0.096145,-0.173974,-0.295588,-0.206080,10.324753,-1.866139,1.191464,11.069292,-2.244296,1.075744,11.038646,-0.362892,0.265219,10.215373,0.015137,0.000000,0.005046,0.005768,0.005768,0.005053,0.015801,0.015801,0.006790,34.638349,34.638349,34.638346,34.638349,34.638349,34.638346,0.015801,0.015801,0.006790,-0.08203780658486423,0.028024097962316738,0.0
10.704,1,3.979382221816111,-0.9061401737506426,0.2171589963330156,0.590892044637432,-0.09437104544055391,0.10785905164729646,3.619392,-0.942398,-6.054313,1.067854,-0.310058,-10.022864,3.784664,-0.989795,-6.250585,3.477857,-1.045339,-5.019688,3.164936,-0.714959,-4.963378,3.323703,-0.969661,-6.210080,-0.035685,-0.101335,-0.152784,0.229818,-0.179382,-1.062772,0.380562,-0.126449,-1.313545,-0.040153,-0.011542,-0.062330,-0.380578,-0.327644,10.369756,-1.323951,1.786538,11.117719,-2.325282,1.091391,11.685140,-0.375184,0.094963,10.124825,0.015153,0.000000,0.005046,0.005770,0.005770,0.005055,0.015816,0.015816,0.006790,36.052578,36.052578,36.052575,36.052578,36.052578,36.052575,0.015816,0.015816,0.006790,-0.08497621234870385,0.026325571400804923,0.0
10.717,1,3.986913741109964,-0.9073535074162693,0.21853534601775432,0.5958900341612399,-0.09318942505026097,0.09863527734731367,3.625942,-0.948299,-6.057789,1.067040,-0.298614,-10.031997,3.802861,-0.935966,-6.247292,3.474147,-1.047914,-4.935090,3.161229,-0.717532,-4.878781,3.343400,-0.866026,-6.225189,0.026955,0.068434,-0.113201,0.214128,-0.164439,-1.291627,0.452450,-0.036874,-1.355006,0.028766,0.128556,-0.135413,-0.495863,-0.488443,10.117241,-1.288522,1.223340,11.925994,-2.413336,0.554612,11.990335,-0.409838,-0.007815,10.102627,0.015169,0.000000,0.005047,0.005773,0.005773,0.005056,0.015832,0.015832,0.006791,37.413350,37.413350,37.413347,37.413350,37.413350,37.413347,0.015832,0.015832,0.006791,-0.08145209272006035,0.024584664420255732,0.0
10.729,1,3.9944160616913136,-0.9085762218695822,0.2198700800333688,0.5919248571576156,-0.09496805231511646,0.09602415441393702,3.632435,-0.953540,-6.061037,1.074410,-0.300403,-10.041195,3.806345,-0.951968,-6.251445,3.470386,-1.049923,-4.851092,3.157472,-0.719538,-4.794784,3.349381,-0.860691,-6.239671,0.009304,-0.016599,-0.122574,0.197255,-0.213845,-1.361462,0.471675,-0.076502,-1.483871,0.012318,0.009157,-0.135043,-0.526802,-0.498093,10.221895,0.476100,2.955858,11.679156,-1.300956,1.804565,11.938491,-0.426714,-0.025723,10.147966,0.015186,0.000000,0.005048,0.005775,0.005775,0.005058,0.015847,0.015847,0.006791,38.726299,38.726299,38.726297,38.726299,38.726299,38.726297,0.015847,0.015847,0.006791,-0.06983013927763604,0.012852811332493379,0.0
10.742,0,4.001851472171685,-0.9098928238436677,0.22118439425770098,0.5833056301448771,-0.10481705329818337,0.09902240995125508,3.630947,-0.957602,-6.024980,1.084389,-0.295662,-9.982370,3.830507,-0.887720,-6.169151,3.802161,-1.219236,-6.176191,3.625572,-0.784128,-6.240348,3.381120,-0.919496,-6.264362,0.044026,0.078862,-0.065596,0.344105,-0.168226,-1.462056,0.480430,-0.063503,-1.582521,0.053172,-0.069676,-0.194738,-0.347645,-0.288124,10.360784,-1.232552,-0.172613,12.273455,-0.789158,0.020855,12.384322,-0.398446,0.196623,10.328283,0.015189,0.000000,0.005043,0.005757,0.005757,0.005046,0.015851,0.015851,0.006788,0.015991,0.015991,0.007102,0.015991,0.015991,0.007102,0.015851,0.015851,0.006788,-0.06283035621014088,0.007060359522230497,0.0
10.754,0,4.0091875857129695,-0.9112807266584864,0.2226130664030818,0.5768795466918465,-0.10898806184384416,0.10407332153274322,3.633879,-0.964312,-5.996339,1.087729,-0.290170,-9.930125,3.803804,-0.932978,-6.178826,3.711795,-1.259094,-6.128326,3.605148,-0.805656,-6.209178,3.341756,-0.904529,-6.194506,-0.022641,-0.050056,-0.166945,-0.098902,-0.043281,-0.096983,-0.014972,-0.021285,-0.117017,-0.037926,0.022641,-0.070942,-0.453804,-0.434509,10.197867,-0.799555,-0.323906,10.183397,-0.312407,-0.232647,10.157360,-0.409300,0.043430,10.107258,0.015193,0.000000,0.005039,0.005741,0.005741,0.005035,0.015854,0.015854,0.006785,0.015859,0.015859,0.006795,0.015859,0.015859,0.006795,0.015854,0.015854,0.006785,-0.056496584932717045,0.0018288322154532896,0.0
10.767,3,4.016183210959912,-0.9127327664208815,0.22435227990788906,0.5288177148814378,-0.11343045089760738,0.15363454410840904,3.640619,-0.967452,-5.999322,1.111513,-0.322304,-9.874271,3.799571,-0.933055,-6.083434,3.779628,-1.257064,-6.068545,3.595892,-0.858948,-6.237928,3.337522,-0.904606,-6.099114,0.033315,-0.010588,-0.108296,0.087017,0.002544,-0.044094,-0.006021,-0.064225,-0.150941,0.040711,-0.125944,-0.143439,-2.065192,0.956765,9.542353,-0.685050,-0.145463,10.228390,-0.241927,0.078013,10.223903,-2.053957,0.351762,9.779956,0.015209,0.000000,0.005039,0.005743,0.005743,0.005036,9.999508,9.999508,9.999497,0.015870,0.015870,0.006786,0.015870,0.015870,0.006786,9.999508,9.999508,9.999497,-0.03548537940956298,-0.0014930280455522985,0.0
10.779,3,4.02215360231827,-0.914401212987893,0.22651125855236692,0.4569115678904389,-0.14682667629533086,0.1761124268133839,3.647605,-0.971579,-6.002161,1.161474,-0.361833,-9.825751,3.795248,-0.933753,-5.989322,3.742330,-1.271634,-6.080586,3.569253,-0.860067,-6.237274,3.333200,-0.905304,-6.005001,0.019307,-0.042816,-0.213699,-0.039724,-0.016732,-0.130332,-0.026859,-0.000495,-0.115007,0.018470,-0.078237,-0.172720,-2.032088,0.551867,7.649365,-0.768770,-0.167746,10.105182,-0.305459,-0.010910,10.021128,-2.200172,-0.219077,7.959700,0.015225,0.000000,0.005040,0.005746,0.005746,0.005038,14.141420,14.141420,14.141412,0.015885,0.015885,0.006786,0.015885,0.015885,0.006786,14.141420,14.141420,14.141412,-0.017201524977681355,-0.006247489283161246,0.0
10.792,3,4.027986673413506,-0.9168337972210943,0.2283082735188338,0.4684678090733645,-0.2075159606068733,0.12665390715664646,3.653832,-0.977360,-6.004888,1.183758,-0.301122,-9.845917,3.789862,-0.936169,-5.896137,3.725357,-1.250802,-6.143158,3.602074,-0.801269,-6.212656,3.327814,-0.907720,-5.911816,0.063983,-0.021037,-0.263714,-0.013836,0.028130,-0.191292,0.046272,0.073958,-0.086045,0.065534,0.001319,-0.276770,-1.995544,0.887324,7.836343,-0.866943,-0.303403,10.013877,-0.384997,-0.185598,10.026892,-1.994184,0.398471,7.885186,0.015241,0.000000,0.005041,0.005748,0.005748,0.005040,17.319609,17.319609,17.319603,0.015900,0.015900,0.006786,0.015900,0.015900,0.006786,17.319609,17.319609,17.319603,-0.006786907736050667,-0.009571413224415386,0.0
10.804,3,4.034028814928946,-0.9197624362382352,0.2291930112354141,0.48499444883124854,-0.23963037858828895,0.04393692269225533,3.660944,-0.981347,-6.007674,1.209811,-0.257949,-9.912726,3.785142,-0.937326,-5.803493,3.747268,-1.263869,-6.109474,3.568502,-0.846124,-6.236685,3.323093,-0.908877,-5.819172,0.065835,-0.038375,-0.361768,0.032325,-0.014333,-0.075557,-0.034650,-0.052703,-0.145223,0.065913,-0.077149,-0.336555,-2.013459,0.630731,7.971243,-0.792859,-0.258261,10.176692,-0.337302,-0.073940,10.107308,-2.181380,-0.184836,8.254341,0.015257,0.000000,0.005041,0.005750,0.005750,0.005041,19.998931,19.998931,19.998926,0.015915,0.015915,0.006787,0.015915,0.015915,0.006787,19.998931,19.998931,19.998926,-0.0039081125921234736,-0.013163038100830107,0.0
10.817,3,4.040210699430701,-0.9229516501051945,0.22892787076250756,0.4945141490240823,-0.25677360237468133,-0.05348917374946743,3.667484,-0.986542,-6.011106,1.258947,-0.229009,-9.996708,3.779544,-0.939990,-5.711642,3.708616,-1.262760,-6.135836,3.571818,-0.819397,-6.226497,3.317496,-0.911541,-5.727322,0.079516,-0.060555,-0.451028,-0.039636,0.004679,-0.148171,0.011024,0.035602,-0.104050,0.086446,-0.018390,-0.401613,-2.214236,0.822550,8.464310,-0.923216,-0.363138,10.179552,-0.447518,-0.244294,10.102693,-2.333815,0.204759,8.610576,0.015273,0.000000,0.005042,0.005753,0.005753,0.005043,22.359444,22.359444,22.359440,0.015931,0.015931,0.006787,0.015931,0.015931,0.006787,22.359444,22.359444,22.359440,-0.007141592920349174,-0.015566004543362669,0.0
10.829,3,4.0464817581361805,-0.9263258437769893,0.2274679425501711,0.5015921330168454,-0.27106339650711797,-0.14972700016260285,3.675321,-0.989899,-6.015495,1.275757,-0.196616,-10.079720,3.774915,-0.941166,-5.620794,3.767118,-1.191019,-6.206434,3.514530,-0.799399,-6.176315,3.312866,-0.912718,-5.636473,0.086886,0.040886,-0.528230,0.076470,0.088085,-0.201418,-0.063302,0.025627,-0.055624,0.097808,-0.080783,-0.471128,-2.528597,0.705004,9.099849,-0.755907,-0.241071,10.086467,-0.354743,0.050259,10.063782,-2.360633,0.239690,9.050481,0.015289,0.000000,0.005042,0.005755,0.005755,0.005045,24.493492,24.493492,24.493488,0.015946,0.015946,0.006787,0.015946,0.015946,0.006787,24.493492,24.493492,24.493488,-0.014606184639011054,-0.017210579276306568,0.0
10.842,3,4.052801491214521,-0.9298195090709745,0.22477119254720546,0.5052991061484192,-0.2796958633671079,-0.2508613747229669,3.683007,-0.992180,-6.019717,1.288484,-0.160602,-10.169170,3.770037,-0.941636,-5.529905,3.807392,-1.225994,-6.144378,3.530023,-0.859571,-6.238424,3.307989,-0.913189,-5.545584,0.128779,-0.003455,-0.605133,0.054828,-0.041619,-0.042539,0.024916,-0.072035,-0.192420,0.137397,-0.120835,-0.593267,-2.282282,0.527728,9.210947,-0.761300,-0.249342,10.411819,-0.362414,0.040558,10.355533,-2.195945,-0.118882,9.398636,0.015305,0.000000,0.005043,0.005757,0.005757,0.005046,26.455930,26.455930,26.455926,0.015961,0.015961,0.006788,0.015961,0.015961,0.006788,26.455930,26.455930,26.455926,-0.024555954141094107,-0.01838854174667096,0.0
10.854,3,4.05914581131107,-0.9333774090487393,0.22081886482448784,0.5072442086098061,-0.2845933809563949,-0.3533056314824935,3.691093,-0.995451,-6.024865,1.275569,-0.124460,-10.257835,3.765576,-0.943376,-5.439940,3.806670,-1.181301,-6.206087,3.523789,-0.804997,-6.198777,3.303528,-0.914929,-5.455618,0.146212,0.020449,-0.685803,0.004855,0.056182,-0.191894,-0.001799,0.068109,-0.069545,0.153351,-0.079773,-0.679325,-2.232646,1.000849,9.978532,-0.745952,-0.309159,10.320397,-0.347106,-0.014999,10.347069,-2.233478,0.131740,9.908598,0.015321,0.000000,0.005043,0.005760,0.005760,0.005048,28.282501,28.282501,28.282497,0.015977,0.015977,0.006788,0.015977,0.015977,0.006788,28.282501,28.282501,28.282497,-0.03568533235131265,-0.019130863889606917,0.0
10.867,3,4.06550227088643,-0.9369804662309846,0.2156219611969444,0.5092545203550637,-0.2904009608234074,-0.45137847110463786,3.698833,-0.998748,-6.030393,1.277051,-0.079078,-10.332707,3.760878,-0.945509,-5.350479,3.782457,-1.216471,-6.189274,3.533413,-0.816321,-6.224514,3.298830,-0.917062,-5.366158,0.172310,-0.031976,-0.800970,-0.023150,-0.039696,-0.097640,0.017695,-0.010911,-0.149003,0.171901,-0.074620,-0.766819,-2.485006,0.399209,10.428043,-0.796911,-0.408213,10.472509,-0.369249,-0.160904,10.424930,-2.234474,0.165888,10.449422,0.015336,0.000000,0.005044,0.005762,0.005762,0.005049,29.998029,29.998029,29.998026,0.015992,0.015992,0.006789,0.015992,0.015992,0.006789,29.998029,29.998029,29.998026,-0.0471068218109069,-0.019427876719788108,0.0
10.879,3,4.0718618468390115,-0.940592334927773,0.20972278831891336,0.5064760663981709,-0.27622769259362023,-0.4285237045580278,3.706351,-1.002770,-6.036967,1.244149,-0.102905,-10.324562,3.756155,-0.948399,-5.262510,3.712847,-1.205705,-6.221833,3.516114,-0.780272,-6.171788,3.294107,-0.919952,-5.278186,0.150973,-0.059272,-0.959003,-0.077871,0.016760,-0.156374,-0.014726,0.047280,-0.053426,0.178936,-0.037783,-0.801734,-1.529359,1.539173,10.990359,-0.841724,-0.435319,10.276332,-0.410592,-0.230661,10.140097,-2.005169,0.288560,11.123007,0.015352,0.000000,0.005045,0.005764,0.005764,0.005051,31.620591,31.620591,31.620587,0.016007,0.016007,0.006789,0.016007,0.016007,0.006789,31.620591,31.620591,31.620587,-0.05810488820051658,-0.01945904469152609,0.0
10.892,3,4.07841158212664,-0.9431706267502652,0.20684682698973716,0.5408868743101626,-0.16487325936516922,-0.14990436907860516,3.714553,-1.004744,-6.042619,1.113538,-0.273528,-10.109611,3.752854,-0.948483,-5.175571,3.767877,-1.184227,-6.237024,3.501088,-0.798215,-6.185224,3.290806,-0.920037,-5.191247,0.194010,-0.019831,-1.021277,0.070766,0.026036,-0.135173,-0.013800,-0.021549,-0.133055,0.201319,-0.087999,-0.946188,-1.809740,1.367252,11.195334,-0.587992,-0.157108,10.114718,-0.192491,0.139820,10.073093,-1.667490,0.877598,11.157521,0.015368,0.000000,0.005045,0.005766,0.005766,0.005052,33.163830,33.163830,33.163827,0.016022,0.016022,0.006790,0.016022,0.016022,0.006790,33.163830,33.163830,33.163827,-0.06780919647033629,-0.01925222737163457,0.0
10.904,3,4.085998390935009,-0.9454183234165278,0.2061814198981671,0.6310577294811364,-0.17727843329822993,-0.008719521796214894,3.721849,-1.008779,-6.047352,1.047040,-0.277034,-9.953224,3.749649,-0.949656,-5.090265,3.733888,-1.145990,-6.271509,3.526334,-0.746692,-6.132061,3.287601,-0.921210,-5.105940,0.192900,-0.052601,-1.146214,-0.036785,0.047708,-0.157324,0.034717,0.063746,-0.051524,0.215827,-0.030031,-1.022677,-0.851671,1.810819,11.750946,-0.626456,-0.213330,9.812867,-0.184162,0.009916,9.783592,-1.621727,0.227055,11.456549,0.015384,0.000000,0.005046,0.005769,0.005769,0.005054,34.638349,34.638349,34.638346,0.016037,0.016037,0.006790,0.016037,0.016037,0.006790,34.638349,34.638349,34.638346,-0.07492794439377119,-0.019089055969219726,0.0
10.917,3,4.094333770949793,-0.9479484520586384,0.20638531433050164,0.6787007914668476,-0.2116538637046845,0.004082262112431387,3.729097,-1.012191,-6.050945,1.052442,-0.221484,-9.921563,3.746703,-0.950492,-5.005641,3.734689,-1.180827,-6.250821,3.506405,-0.776089,-6.163801,3.284656,-0.922045,-5.021314,0.199237,-0.086858,-1.260017,0.004898,-0.040939,-0.090969,-0.020125,-0.034373,-0.154255,0.224329,-0.070680,-1.129344,-1.333946,1.330263,11.734485,-0.588347,-0.263813,9.872779,-0.172930,-0.010451,9.775024,-1.521730,0.386333,11.746220,0.015400,0.000000,0.005046,0.005771,0.005771,0.005055,36.052578,36.052578,36.052575,0.016053,0.016053,0.006791,0.016053,0.016053,0.006791,36.052578,36.052578,36.052575,-0.07768499423417456,-0.018208379344280518,0.0
